"Cycle","pair_id","ref_prov","other_prov","hemi_type","mean_sync","sd_across_datasets","m"
"Annual","FIJI_PANAMA","FIJI","PANAMA","Between",0.0703447471167891,NA,50
"Annual","FIJI_PARAGUAY","FIJI","PARAGUAY","Within",0.238676344094418,NA,50
"Annual","FIJI_PERU","FIJI","PERU","Within",0.365237657702226,NA,50
"Annual","FIJI_PHILIPPINES","FIJI","PHILIPPINES","Between",0.0623341338267473,NA,50
"Annual","FIJI_PUERTO RICO","FIJI","PUERTO RICO","Between",0.130751931081744,NA,50
"Annual","FIJI_SINGAPORE","FIJI","SINGAPORE","Between",0.16972278229637,NA,50
"Annual","FIJI_SRI LANKA","FIJI","SRI LANKA","Between",0.14789442606078,NA,50
"Annual","FIJI_SURINAME","FIJI","SURINAME","Between",0.232984245964487,NA,50
"Annual","FIJI_TAIWAN","FIJI","TAIWAN","Between",0.0535854656775429,NA,50
"Annual","FIJI_THAILAND","FIJI","THAILAND","Between",0.122682626241536,NA,50
"Annual","FIJI_TRINIDAD AND TOBAGO","FIJI","TRINIDAD AND TOBAGO","Between",0.0839080213775613,NA,50
"Annual","FIJI_VANUATU","FIJI","VANUATU","Within",0.338916225263452,NA,50
"Annual","FIJI_VENEZUELA","FIJI","VENEZUELA","Between",0.172233372590081,NA,50
"Annual","FIJI_VIET NAM","FIJI","VIET NAM","Between",0.0469325418182536,NA,50
"Annual","FRENCH GUIANA_FRENCH POLYNESIA","FRENCH GUIANA","FRENCH POLYNESIA","Between",0.214435314474034,NA,50
"Annual","FRENCH GUIANA_GUADELOUPE","FRENCH GUIANA","GUADELOUPE","Within",0.215368532244712,NA,50
"Annual","FRENCH GUIANA_GUATEMALA","FRENCH GUIANA","GUATEMALA","Within",0.128048035862009,NA,50
"Annual","FRENCH GUIANA_GUYANA","FRENCH GUIANA","GUYANA","Within",0.196046175956105,NA,50
"Annual","FRENCH GUIANA_HONDURAS","FRENCH GUIANA","HONDURAS","Within",0.138047310674165,NA,50
"Annual","FRENCH GUIANA_INDIA","FRENCH GUIANA","INDIA","Within",0.0867529022312104,NA,50
"Annual","FRENCH GUIANA_INDONESIA","FRENCH GUIANA","INDONESIA","Within",0.314816611877645,NA,50
"Annual","FRENCH GUIANA_JAMAICA","FRENCH GUIANA","JAMAICA","Within",0.159920029721629,NA,50
"Annual","FRENCH GUIANA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","FRENCH GUIANA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.108710422037623,NA,50
"Annual","FRENCH GUIANA_MALAYSIA","FRENCH GUIANA","MALAYSIA","Within",0.180858082711408,NA,50
"Annual","FRENCH GUIANA_MALDIVES","FRENCH GUIANA","MALDIVES","Between",0.18403541738584,NA,50
"Annual","FRENCH GUIANA_MARTINIQUE","FRENCH GUIANA","MARTINIQUE","Within",0.309579389309705,NA,50
"Annual","FRENCH GUIANA_MEXICO","FRENCH GUIANA","MEXICO","Within",0.0703583680438505,NA,50
"Annual","FRENCH GUIANA_MYANMAR","FRENCH GUIANA","MYANMAR","Within",0.122947264973895,NA,50
"Annual","FRENCH GUIANA_NEW CALEDONIA","FRENCH GUIANA","NEW CALEDONIA","Between",0.341389685221478,NA,50
"Annual","FRENCH GUIANA_NICARAGUA","FRENCH GUIANA","NICARAGUA","Within",0.098981961944372,NA,50
"Annual","FRENCH GUIANA_PALAU","FRENCH GUIANA","PALAU","Within",0.237419215936099,NA,50
"Annual","FRENCH GUIANA_PANAMA","FRENCH GUIANA","PANAMA","Within",0.0851184557631602,NA,50
"Annual","FRENCH GUIANA_PARAGUAY","FRENCH GUIANA","PARAGUAY","Between",0.268340537261689,NA,50
"Annual","FRENCH GUIANA_PERU","FRENCH GUIANA","PERU","Between",0.323432743287285,NA,50
"Annual","FRENCH GUIANA_PHILIPPINES","FRENCH GUIANA","PHILIPPINES","Within",0.104316474673384,NA,50
"Annual","FRENCH GUIANA_PUERTO RICO","FRENCH GUIANA","PUERTO RICO","Within",0.118261287203818,NA,50
"Annual","FRENCH GUIANA_SINGAPORE","FRENCH GUIANA","SINGAPORE","Within",0.112693298264768,NA,50
"Annual","FRENCH GUIANA_SRI LANKA","FRENCH GUIANA","SRI LANKA","Within",0.189634430312455,NA,50
"Annual","FRENCH GUIANA_SURINAME","FRENCH GUIANA","SURINAME","Within",0.269052674469136,NA,50
"Annual","FRENCH GUIANA_TAIWAN","FRENCH GUIANA","TAIWAN","Within",0.0678655444110055,NA,50
"Annual","FRENCH GUIANA_THAILAND","FRENCH GUIANA","THAILAND","Within",0.121827152787683,NA,50
"Annual","FRENCH GUIANA_TRINIDAD AND TOBAGO","FRENCH GUIANA","TRINIDAD AND TOBAGO","Within",0.0902471304564871,NA,50
"Annual","FRENCH GUIANA_VANUATU","FRENCH GUIANA","VANUATU","Between",0.19330230330964,NA,50
"Annual","FRENCH GUIANA_VENEZUELA","FRENCH GUIANA","VENEZUELA","Within",0.186893947317781,NA,50
"Annual","FRENCH GUIANA_VIET NAM","FRENCH GUIANA","VIET NAM","Within",0.0732369603222635,NA,50
"Annual","FRENCH POLYNESIA_GUADELOUPE","FRENCH POLYNESIA","GUADELOUPE","Between",0.239416069447072,NA,50
"Annual","FRENCH POLYNESIA_GUATEMALA","FRENCH POLYNESIA","GUATEMALA","Between",0.131046807382145,NA,50
"Annual","FRENCH POLYNESIA_GUYANA","FRENCH POLYNESIA","GUYANA","Between",0.143940330573083,NA,50
"Annual","FRENCH POLYNESIA_HONDURAS","FRENCH POLYNESIA","HONDURAS","Between",0.156931787170825,NA,50
"Annual","FRENCH POLYNESIA_INDIA","FRENCH POLYNESIA","INDIA","Between",0.142012965509856,NA,50
"Annual","FRENCH POLYNESIA_INDONESIA","FRENCH POLYNESIA","INDONESIA","Between",0.209258542271905,NA,50
"Annual","FRENCH POLYNESIA_JAMAICA","FRENCH POLYNESIA","JAMAICA","Between",0.208754108859081,NA,50
"Annual","FRENCH POLYNESIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","FRENCH POLYNESIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Between",0.0963507596064816,NA,50
"Annual","FRENCH POLYNESIA_MALAYSIA","FRENCH POLYNESIA","MALAYSIA","Between",0.203279341979459,NA,50
"Annual","FRENCH POLYNESIA_MALDIVES","FRENCH POLYNESIA","MALDIVES","Within",0.101379718241925,NA,50
"Annual","FRENCH POLYNESIA_MARTINIQUE","FRENCH POLYNESIA","MARTINIQUE","Between",0.277211435801736,NA,50
"Annual","FRENCH POLYNESIA_MEXICO","FRENCH POLYNESIA","MEXICO","Between",0.100322201619727,NA,50
"Annual","FRENCH POLYNESIA_MYANMAR","FRENCH POLYNESIA","MYANMAR","Between",0.104357920268186,NA,50
"Annual","FRENCH POLYNESIA_NEW CALEDONIA","FRENCH POLYNESIA","NEW CALEDONIA","Within",0.243601419039332,NA,50
"Annual","FRENCH POLYNESIA_NICARAGUA","FRENCH POLYNESIA","NICARAGUA","Between",0.115009486200273,NA,50
"Annual","FRENCH POLYNESIA_PALAU","FRENCH POLYNESIA","PALAU","Between",0.189746409143582,NA,50
"Annual","FRENCH POLYNESIA_PANAMA","FRENCH POLYNESIA","PANAMA","Between",0.146521101674652,NA,50
"Annual","FRENCH POLYNESIA_PARAGUAY","FRENCH POLYNESIA","PARAGUAY","Within",0.18055842539049,NA,50
"Annual","FRENCH POLYNESIA_PERU","FRENCH POLYNESIA","PERU","Within",0.243822560824809,NA,50
"Annual","FRENCH POLYNESIA_PHILIPPINES","FRENCH POLYNESIA","PHILIPPINES","Between",0.127796251222113,NA,50
"Annual","FRENCH POLYNESIA_PUERTO RICO","FRENCH POLYNESIA","PUERTO RICO","Between",0.192469694239366,NA,50
"Annual","FRENCH POLYNESIA_SINGAPORE","FRENCH POLYNESIA","SINGAPORE","Between",0.197846987734437,NA,50
"Annual","FRENCH POLYNESIA_SRI LANKA","FRENCH POLYNESIA","SRI LANKA","Between",0.190593879180736,NA,50
"Annual","FRENCH POLYNESIA_SURINAME","FRENCH POLYNESIA","SURINAME","Between",0.203598571652443,NA,50
"Annual","FRENCH POLYNESIA_TAIWAN","FRENCH POLYNESIA","TAIWAN","Between",0.116873836575425,NA,50
"Annual","FRENCH POLYNESIA_THAILAND","FRENCH POLYNESIA","THAILAND","Between",0.100590587145428,NA,50
"Annual","FRENCH POLYNESIA_TRINIDAD AND TOBAGO","FRENCH POLYNESIA","TRINIDAD AND TOBAGO","Between",0.173915476817161,NA,50
"Annual","FRENCH POLYNESIA_VANUATU","FRENCH POLYNESIA","VANUATU","Within",0.236307315291141,NA,50
"Annual","FRENCH POLYNESIA_VENEZUELA","FRENCH POLYNESIA","VENEZUELA","Between",0.176368710169596,NA,50
"Annual","FRENCH POLYNESIA_VIET NAM","FRENCH POLYNESIA","VIET NAM","Between",0.113783161466884,NA,50
"Annual","GUADELOUPE_GUATEMALA","GUADELOUPE","GUATEMALA","Within",0.213567727947595,NA,50
"Annual","GUADELOUPE_GUYANA","GUADELOUPE","GUYANA","Within",0.191549671739155,NA,50
"Annual","GUADELOUPE_HONDURAS","GUADELOUPE","HONDURAS","Within",0.210354835132098,NA,50
"Annual","GUADELOUPE_INDIA","GUADELOUPE","INDIA","Within",0.320930111216302,NA,50
"Annual","GUADELOUPE_INDONESIA","GUADELOUPE","INDONESIA","Within",0.171295768884908,NA,50
"Annual","GUADELOUPE_JAMAICA","GUADELOUPE","JAMAICA","Within",0.360650686251607,NA,50
"Annual","GUADELOUPE_LAO PEOPLE'S DEMOCRATIC REPUBLIC","GUADELOUPE","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.230720662385237,NA,50
"Annual","GUADELOUPE_MALAYSIA","GUADELOUPE","MALAYSIA","Within",0.228126829182725,NA,50
"Annual","GUADELOUPE_MALDIVES","GUADELOUPE","MALDIVES","Between",0.148690177475162,NA,50
"Annual","GUADELOUPE_MARTINIQUE","GUADELOUPE","MARTINIQUE","Within",0.421113082694763,NA,50
"Annual","GUADELOUPE_MEXICO","GUADELOUPE","MEXICO","Within",0.300878997239864,NA,50
"Annual","GUADELOUPE_MYANMAR","GUADELOUPE","MYANMAR","Within",0.182383668186225,NA,50
"Annual","GUADELOUPE_NEW CALEDONIA","GUADELOUPE","NEW CALEDONIA","Between",0.145405181355677,NA,50
"Annual","GUADELOUPE_NICARAGUA","GUADELOUPE","NICARAGUA","Within",0.266346298768551,NA,50
"Annual","GUADELOUPE_PALAU","GUADELOUPE","PALAU","Within",0.193615025785641,NA,50
"Annual","GUADELOUPE_PANAMA","GUADELOUPE","PANAMA","Within",0.320894373573377,NA,50
"Annual","GUADELOUPE_PARAGUAY","GUADELOUPE","PARAGUAY","Between",0.246951809259508,NA,50
"Annual","GUADELOUPE_PERU","GUADELOUPE","PERU","Between",0.178336177181462,NA,50
"Annual","GUADELOUPE_PHILIPPINES","GUADELOUPE","PHILIPPINES","Within",0.266209482274167,NA,50
"Annual","GUADELOUPE_PUERTO RICO","GUADELOUPE","PUERTO RICO","Within",0.330148598380278,NA,50
"Annual","GUADELOUPE_SINGAPORE","GUADELOUPE","SINGAPORE","Within",0.197397322060058,NA,50
"Annual","GUADELOUPE_SRI LANKA","GUADELOUPE","SRI LANKA","Within",0.201332019525816,NA,50
"Annual","GUADELOUPE_SURINAME","GUADELOUPE","SURINAME","Within",0.343340922954943,NA,50
"Annual","GUADELOUPE_TAIWAN","GUADELOUPE","TAIWAN","Within",0.30395246431258,NA,50
"Annual","GUADELOUPE_THAILAND","GUADELOUPE","THAILAND","Within",0.199389876502061,NA,50
"Annual","GUADELOUPE_TRINIDAD AND TOBAGO","GUADELOUPE","TRINIDAD AND TOBAGO","Within",0.375993082026161,NA,50
"Annual","GUADELOUPE_VANUATU","GUADELOUPE","VANUATU","Between",0.130922680018069,NA,50
"Annual","GUADELOUPE_VENEZUELA","GUADELOUPE","VENEZUELA","Within",0.212997232907257,NA,50
"Annual","GUADELOUPE_VIET NAM","GUADELOUPE","VIET NAM","Within",0.298326368914516,NA,50
"Annual","GUATEMALA_GUYANA","GUATEMALA","GUYANA","Within",0.222525948028339,NA,50
"Annual","GUATEMALA_HONDURAS","GUATEMALA","HONDURAS","Within",0.394597716192948,NA,50
"Annual","GUATEMALA_INDIA","GUATEMALA","INDIA","Within",0.383579575906872,NA,50
"Annual","GUATEMALA_INDONESIA","GUATEMALA","INDONESIA","Within",0.0888410439396405,NA,50
"Annual","GUATEMALA_JAMAICA","GUATEMALA","JAMAICA","Within",0.249920419569403,NA,50
"Annual","GUATEMALA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","GUATEMALA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.492543947837806,NA,50
"Annual","GUATEMALA_MALAYSIA","GUATEMALA","MALAYSIA","Within",0.238116448707106,NA,50
"Annual","GUATEMALA_MALDIVES","GUATEMALA","MALDIVES","Between",0.269139590276841,NA,50
"Annual","GUATEMALA_MARTINIQUE","GUATEMALA","MARTINIQUE","Within",0.113749916817714,NA,50
"Annual","GUATEMALA_MEXICO","GUATEMALA","MEXICO","Within",0.465229655683413,NA,50
"Annual","GUATEMALA_MYANMAR","GUATEMALA","MYANMAR","Within",0.437817369167644,NA,50
"Annual","GUATEMALA_NEW CALEDONIA","GUATEMALA","NEW CALEDONIA","Between",0.090388784743366,NA,50
"Annual","GUATEMALA_NICARAGUA","GUATEMALA","NICARAGUA","Within",0.449563742253507,NA,50
"Annual","GUATEMALA_PALAU","GUATEMALA","PALAU","Within",0.184642286642886,NA,50
"Annual","GUATEMALA_PANAMA","GUATEMALA","PANAMA","Within",0.362252333527733,NA,50
"Annual","GUATEMALA_PARAGUAY","GUATEMALA","PARAGUAY","Between",0.0751644828618461,NA,50
"Annual","GUATEMALA_PERU","GUATEMALA","PERU","Between",0.0926620185420577,NA,50
"Annual","GUATEMALA_PHILIPPINES","GUATEMALA","PHILIPPINES","Within",0.435835754748339,NA,50
"Annual","GUATEMALA_PUERTO RICO","GUATEMALA","PUERTO RICO","Within",0.2642259377555,NA,50
"Annual","GUATEMALA_SINGAPORE","GUATEMALA","SINGAPORE","Within",0.38064301255102,NA,50
"Annual","GUATEMALA_SRI LANKA","GUATEMALA","SRI LANKA","Within",0.216063997232625,NA,50
"Annual","GUATEMALA_SURINAME","GUATEMALA","SURINAME","Within",0.125767463916506,NA,50
"Annual","GUATEMALA_TAIWAN","GUATEMALA","TAIWAN","Within",0.410710793586347,NA,50
"Annual","GUATEMALA_THAILAND","GUATEMALA","THAILAND","Within",0.485783203523136,NA,50
"Annual","GUATEMALA_TRINIDAD AND TOBAGO","GUATEMALA","TRINIDAD AND TOBAGO","Within",0.35913488027512,NA,50
"Annual","GUATEMALA_VANUATU","GUATEMALA","VANUATU","Between",0.126854640451851,NA,50
"Annual","GUATEMALA_VENEZUELA","GUATEMALA","VENEZUELA","Within",0.200199379111398,NA,50
"Annual","GUATEMALA_VIET NAM","GUATEMALA","VIET NAM","Within",0.463613785415993,NA,50
"Annual","GUYANA_HONDURAS","GUYANA","HONDURAS","Within",0.21988813583082,NA,50
"Annual","GUYANA_INDIA","GUYANA","INDIA","Within",0.166415532843269,NA,50
"Annual","GUYANA_INDONESIA","GUYANA","INDONESIA","Within",0.180020761166046,NA,50
"Annual","GUYANA_JAMAICA","GUYANA","JAMAICA","Within",0.175877421778424,NA,50
"Annual","GUYANA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","GUYANA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.225621969705627,NA,50
"Annual","GUYANA_MALAYSIA","GUYANA","MALAYSIA","Within",0.171212129356026,NA,50
"Annual","GUYANA_MALDIVES","GUYANA","MALDIVES","Between",0.37471841296843,NA,50
"Annual","GUYANA_MARTINIQUE","GUYANA","MARTINIQUE","Within",0.141917574724579,NA,50
"Annual","GUYANA_MEXICO","GUYANA","MEXICO","Within",0.195942788528403,NA,50
"Annual","GUYANA_MYANMAR","GUYANA","MYANMAR","Within",0.234991160908782,NA,50
"Annual","GUYANA_NEW CALEDONIA","GUYANA","NEW CALEDONIA","Between",0.141021432535063,NA,50
"Annual","GUYANA_NICARAGUA","GUYANA","NICARAGUA","Within",0.204479556211908,NA,50
"Annual","GUYANA_PALAU","GUYANA","PALAU","Within",0.155846526892691,NA,50
"Annual","GUYANA_PANAMA","GUYANA","PANAMA","Within",0.197187903055309,NA,50
"Annual","GUYANA_PARAGUAY","GUYANA","PARAGUAY","Between",0.248240261520501,NA,50
"Annual","GUYANA_PERU","GUYANA","PERU","Between",0.152912675369696,NA,50
"Annual","GUYANA_PHILIPPINES","GUYANA","PHILIPPINES","Within",0.221995514485326,NA,50
"Annual","GUYANA_PUERTO RICO","GUYANA","PUERTO RICO","Within",0.153193545006996,NA,50
"Annual","GUYANA_SINGAPORE","GUYANA","SINGAPORE","Within",0.240396600378396,NA,50
"Annual","GUYANA_SRI LANKA","GUYANA","SRI LANKA","Within",0.163247785374051,NA,50
"Annual","GUYANA_SURINAME","GUYANA","SURINAME","Within",0.1971215810826,NA,50
"Annual","GUYANA_TAIWAN","GUYANA","TAIWAN","Within",0.17670930466788,NA,50
"Annual","GUYANA_THAILAND","GUYANA","THAILAND","Within",0.227770039414001,NA,50
"Annual","GUYANA_TRINIDAD AND TOBAGO","GUYANA","TRINIDAD AND TOBAGO","Within",0.168677694051656,NA,50
"Annual","GUYANA_VANUATU","GUYANA","VANUATU","Between",0.14167357925493,NA,50
"Annual","GUYANA_VENEZUELA","GUYANA","VENEZUELA","Within",0.13452666047832,NA,50
"Annual","GUYANA_VIET NAM","GUYANA","VIET NAM","Within",0.19205158513188,NA,50
"Annual","HONDURAS_INDIA","HONDURAS","INDIA","Within",0.29750348361189,NA,50
"Annual","HONDURAS_INDONESIA","HONDURAS","INDONESIA","Within",0.118603963798185,NA,50
"Annual","HONDURAS_JAMAICA","HONDURAS","JAMAICA","Within",0.275860704185947,NA,50
"Annual","HONDURAS_LAO PEOPLE'S DEMOCRATIC REPUBLIC","HONDURAS","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.399109735876925,NA,50
"Annual","HONDURAS_MALAYSIA","HONDURAS","MALAYSIA","Within",0.24171140372877,NA,50
"Annual","HONDURAS_MALDIVES","HONDURAS","MALDIVES","Between",0.26286211153426,NA,50
"Annual","HONDURAS_MARTINIQUE","HONDURAS","MARTINIQUE","Within",0.127371569361204,NA,50
"Annual","HONDURAS_MEXICO","HONDURAS","MEXICO","Within",0.358924418765385,NA,50
"Annual","HONDURAS_MYANMAR","HONDURAS","MYANMAR","Within",0.374730981436887,NA,50
"Annual","HONDURAS_NEW CALEDONIA","HONDURAS","NEW CALEDONIA","Between",0.116705615047132,NA,50
"Annual","HONDURAS_NICARAGUA","HONDURAS","NICARAGUA","Within",0.346921833331347,NA,50
"Annual","HONDURAS_PALAU","HONDURAS","PALAU","Within",0.196328818436248,NA,50
"Annual","HONDURAS_PANAMA","HONDURAS","PANAMA","Within",0.296946936894634,NA,50
"Annual","HONDURAS_PARAGUAY","HONDURAS","PARAGUAY","Between",0.112558561543402,NA,50
"Annual","HONDURAS_PERU","HONDURAS","PERU","Between",0.109359731367316,NA,50
"Annual","HONDURAS_PHILIPPINES","HONDURAS","PHILIPPINES","Within",0.353944475402143,NA,50
"Annual","HONDURAS_PUERTO RICO","HONDURAS","PUERTO RICO","Within",0.218381142155518,NA,50
"Annual","HONDURAS_SINGAPORE","HONDURAS","SINGAPORE","Within",0.365116680853939,NA,50
"Annual","HONDURAS_SRI LANKA","HONDURAS","SRI LANKA","Within",0.227844302676353,NA,50
"Annual","HONDURAS_SURINAME","HONDURAS","SURINAME","Within",0.115919857030884,NA,50
"Annual","HONDURAS_TAIWAN","HONDURAS","TAIWAN","Within",0.284758438573717,NA,50
"Annual","HONDURAS_THAILAND","HONDURAS","THAILAND","Within",0.37821716814947,NA,50
"Annual","HONDURAS_TRINIDAD AND TOBAGO","HONDURAS","TRINIDAD AND TOBAGO","Within",0.293540184726475,NA,50
"Annual","HONDURAS_VANUATU","HONDURAS","VANUATU","Between",0.161742506838758,NA,50
"Annual","HONDURAS_VENEZUELA","HONDURAS","VENEZUELA","Within",0.167639804448815,NA,50
"Annual","HONDURAS_VIET NAM","HONDURAS","VIET NAM","Within",0.355645199510637,NA,50
"Annual","INDIA_INDONESIA","INDIA","INDONESIA","Within",0.097737213854763,NA,50
"Annual","INDIA_JAMAICA","INDIA","JAMAICA","Within",0.278051916911347,NA,50
"Annual","INDIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","INDIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.441094172043037,NA,50
"Annual","INDIA_MALAYSIA","INDIA","MALAYSIA","Within",0.241357793545274,NA,50
"Annual","INDIA_MALDIVES","INDIA","MALDIVES","Between",0.201414950113141,NA,50
"Annual","INDIA_MARTINIQUE","INDIA","MARTINIQUE","Within",0.227504265381474,NA,50
"Annual","INDIA_MEXICO","INDIA","MEXICO","Within",0.505785598418099,NA,50
"Annual","INDIA_MYANMAR","INDIA","MYANMAR","Within",0.38746790850497,NA,50
"Annual","INDIA_NEW CALEDONIA","INDIA","NEW CALEDONIA","Between",0.0902682328323822,NA,50
"Annual","INDIA_NICARAGUA","INDIA","NICARAGUA","Within",0.443923720734934,NA,50
"Annual","INDIA_PALAU","INDIA","PALAU","Within",0.142039331806372,NA,50
"Annual","INDIA_PANAMA","INDIA","PANAMA","Within",0.396209857095749,NA,50
"Annual","INDIA_PARAGUAY","INDIA","PARAGUAY","Between",0.120232302610564,NA,50
"Annual","INDIA_PERU","INDIA","PERU","Between",0.0924912418429804,NA,50
"Annual","INDIA_PHILIPPINES","INDIA","PHILIPPINES","Within",0.437158246193003,NA,50
"Annual","INDIA_PUERTO RICO","INDIA","PUERTO RICO","Within",0.353835680690534,NA,50
"Annual","INDIA_SINGAPORE","INDIA","SINGAPORE","Within",0.323298327124244,NA,50
"Annual","INDIA_SRI LANKA","INDIA","SRI LANKA","Within",0.197834828465859,NA,50
"Annual","INDIA_SURINAME","INDIA","SURINAME","Within",0.175053610513333,NA,50
"Annual","INDIA_TAIWAN","INDIA","TAIWAN","Within",0.476483088552205,NA,50
"Annual","INDIA_THAILAND","INDIA","THAILAND","Within",0.403096044893328,NA,50
"Annual","INDIA_TRINIDAD AND TOBAGO","INDIA","TRINIDAD AND TOBAGO","Within",0.456278556874441,NA,50
"Annual","INDIA_VANUATU","INDIA","VANUATU","Between",0.0995662065770539,NA,50
"Annual","INDIA_VENEZUELA","INDIA","VENEZUELA","Within",0.222941140307064,NA,50
"Annual","INDIA_VIET NAM","INDIA","VIET NAM","Within",0.493650909516153,NA,50
"Annual","INDONESIA_JAMAICA","INDONESIA","JAMAICA","Within",0.187507991834188,NA,50
"Annual","INDONESIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","INDONESIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.088106104184535,NA,50
"Annual","INDONESIA_MALAYSIA","INDONESIA","MALAYSIA","Within",0.156669859439616,NA,50
"Annual","INDONESIA_MALDIVES","INDONESIA","MALDIVES","Between",0.115643163859521,NA,50
"Annual","INDONESIA_MARTINIQUE","INDONESIA","MARTINIQUE","Within",0.255208419246147,NA,50
"Annual","INDONESIA_MEXICO","INDONESIA","MEXICO","Within",0.055282612042083,NA,50
"Annual","INDONESIA_MYANMAR","INDONESIA","MYANMAR","Within",0.136464330688085,NA,50
"Annual","INDONESIA_NEW CALEDONIA","INDONESIA","NEW CALEDONIA","Between",0.366276944968547,NA,50
"Annual","INDONESIA_NICARAGUA","INDONESIA","NICARAGUA","Within",0.0648198898164002,NA,50
"Annual","INDONESIA_PALAU","INDONESIA","PALAU","Within",0.152078942773733,NA,50
"Annual","INDONESIA_PANAMA","INDONESIA","PANAMA","Within",0.12378195777813,NA,50
"Annual","INDONESIA_PARAGUAY","INDONESIA","PARAGUAY","Between",0.317286771195188,NA,50
"Annual","INDONESIA_PERU","INDONESIA","PERU","Between",0.401017901344184,NA,50
"Annual","INDONESIA_PHILIPPINES","INDONESIA","PHILIPPINES","Within",0.0703268434256808,NA,50
"Annual","INDONESIA_PUERTO RICO","INDONESIA","PUERTO RICO","Within",0.166347283095023,NA,50
"Annual","INDONESIA_SINGAPORE","INDONESIA","SINGAPORE","Within",0.117373892126195,NA,50
"Annual","INDONESIA_SRI LANKA","INDONESIA","SRI LANKA","Within",0.167341364008835,NA,50
"Annual","INDONESIA_SURINAME","INDONESIA","SURINAME","Within",0.234491416113333,NA,50
"Annual","INDONESIA_TAIWAN","INDONESIA","TAIWAN","Within",0.0791628143891284,NA,50
"Annual","INDONESIA_THAILAND","INDONESIA","THAILAND","Within",0.097930597692509,NA,50
"Annual","INDONESIA_TRINIDAD AND TOBAGO","INDONESIA","TRINIDAD AND TOBAGO","Within",0.121777913201708,NA,50
"Annual","INDONESIA_VANUATU","INDONESIA","VANUATU","Between",0.237542073950303,NA,50
"Annual","INDONESIA_VENEZUELA","INDONESIA","VENEZUELA","Within",0.197092493717287,NA,50
"Annual","INDONESIA_VIET NAM","INDONESIA","VIET NAM","Within",0.0792019594109457,NA,50
"Annual","JAMAICA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","JAMAICA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.211883271081866,NA,50
"Annual","JAMAICA_MALAYSIA","JAMAICA","MALAYSIA","Within",0.275537209548664,NA,50
"Annual","JAMAICA_MALDIVES","JAMAICA","MALDIVES","Between",0.16972918062619,NA,50
"Annual","JAMAICA_MARTINIQUE","JAMAICA","MARTINIQUE","Within",0.331736169114769,NA,50
"Annual","JAMAICA_MEXICO","JAMAICA","MEXICO","Within",0.270592018487228,NA,50
"Annual","JAMAICA_MYANMAR","JAMAICA","MYANMAR","Within",0.181306554924841,NA,50
"Annual","JAMAICA_NEW CALEDONIA","JAMAICA","NEW CALEDONIA","Between",0.140705569153786,NA,50
"Annual","JAMAICA_NICARAGUA","JAMAICA","NICARAGUA","Within",0.320252917996139,NA,50
"Annual","JAMAICA_PALAU","JAMAICA","PALAU","Within",0.207918849616996,NA,50
"Annual","JAMAICA_PANAMA","JAMAICA","PANAMA","Within",0.293500734929257,NA,50
"Annual","JAMAICA_PARAGUAY","JAMAICA","PARAGUAY","Between",0.214044454693502,NA,50
"Annual","JAMAICA_PERU","JAMAICA","PERU","Between",0.169563067541705,NA,50
"Annual","JAMAICA_PHILIPPINES","JAMAICA","PHILIPPINES","Within",0.284696419671033,NA,50
"Annual","JAMAICA_PUERTO RICO","JAMAICA","PUERTO RICO","Within",0.353745362910429,NA,50
"Annual","JAMAICA_SINGAPORE","JAMAICA","SINGAPORE","Within",0.249935040966797,NA,50
"Annual","JAMAICA_SRI LANKA","JAMAICA","SRI LANKA","Within",0.202574982961469,NA,50
"Annual","JAMAICA_SURINAME","JAMAICA","SURINAME","Within",0.27355117618022,NA,50
"Annual","JAMAICA_TAIWAN","JAMAICA","TAIWAN","Within",0.312759427217861,NA,50
"Annual","JAMAICA_THAILAND","JAMAICA","THAILAND","Within",0.200802829967103,NA,50
"Annual","JAMAICA_TRINIDAD AND TOBAGO","JAMAICA","TRINIDAD AND TOBAGO","Within",0.352181277360914,NA,50
"Annual","JAMAICA_VANUATU","JAMAICA","VANUATU","Between",0.157750684300722,NA,50
"Annual","JAMAICA_VENEZUELA","JAMAICA","VENEZUELA","Within",0.250754364780054,NA,50
"Annual","JAMAICA_VIET NAM","JAMAICA","VIET NAM","Within",0.29109939713353,NA,50
"Annual","LAO PEOPLE'S DEMOCRATIC REPUBLIC_MALAYSIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","MALAYSIA","Within",0.235660070994928,NA,50
