"Cycle","pair_id","ref_prov","other_prov","hemi_type","mean_sync","sd_across_datasets","m"
"Multiannual","ARGENTINA_EL SALVADOR","ARGENTINA","EL SALVADOR","Between",0.255794474627534,NA,50
"Multiannual","ARGENTINA_FIJI","ARGENTINA","FIJI","Within",0.225908011916701,NA,50
"Multiannual","ARGENTINA_FRENCH GUIANA","ARGENTINA","FRENCH GUIANA","Between",0.347530256269322,NA,50
"Multiannual","ARGENTINA_FRENCH POLYNESIA","ARGENTINA","FRENCH POLYNESIA","Within",0.24687060620804,NA,50
"Multiannual","ARGENTINA_GUADELOUPE","ARGENTINA","GUADELOUPE","Between",0.217539314427013,NA,50
"Multiannual","ARGENTINA_GUATEMALA","ARGENTINA","GUATEMALA","Between",0.329402495574543,NA,50
"Multiannual","ARGENTINA_GUYANA","ARGENTINA","GUYANA","Between",0.373466621967027,NA,50
"Multiannual","ARGENTINA_HONDURAS","ARGENTINA","HONDURAS","Between",0.314318447036969,NA,50
"Multiannual","ARGENTINA_INDIA","ARGENTINA","INDIA","Between",0.145242767062378,NA,50
"Multiannual","ARGENTINA_INDONESIA","ARGENTINA","INDONESIA","Between",0.410652548037333,NA,50
"Multiannual","ARGENTINA_JAMAICA","ARGENTINA","JAMAICA","Between",0.297162199252293,NA,50
"Multiannual","ARGENTINA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","ARGENTINA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Between",0.16124045673485,NA,50
"Multiannual","ARGENTINA_MALAYSIA","ARGENTINA","MALAYSIA","Between",0.2958911706005,NA,50
"Multiannual","ARGENTINA_MALDIVES","ARGENTINA","MALDIVES","Within",0.321082290556245,NA,50
"Multiannual","ARGENTINA_MARTINIQUE","ARGENTINA","MARTINIQUE","Between",0.207097670842708,NA,50
"Multiannual","ARGENTINA_MEXICO","ARGENTINA","MEXICO","Between",0.333592787651325,NA,50
"Multiannual","ARGENTINA_MYANMAR","ARGENTINA","MYANMAR","Between",0.131940058565372,NA,50
"Multiannual","ARGENTINA_NEW CALEDONIA","ARGENTINA","NEW CALEDONIA","Within",0.209982820401593,NA,50
"Multiannual","ARGENTINA_NICARAGUA","ARGENTINA","NICARAGUA","Between",0.386207165008216,NA,50
"Multiannual","ARGENTINA_PANAMA","ARGENTINA","PANAMA","Between",0.19329356577615,NA,50
"Multiannual","ARGENTINA_PARAGUAY","ARGENTINA","PARAGUAY","Within",0.351288726474704,NA,50
"Multiannual","ARGENTINA_PERU","ARGENTINA","PERU","Within",0.182788797372943,NA,50
"Multiannual","ARGENTINA_PHILIPPINES","ARGENTINA","PHILIPPINES","Between",0.228052179962869,NA,50
"Multiannual","ARGENTINA_PUERTO RICO","ARGENTINA","PUERTO RICO","Between",0.25602104080761,NA,50
"Multiannual","ARGENTINA_SINGAPORE","ARGENTINA","SINGAPORE","Between",0.308057015558213,NA,50
"Multiannual","ARGENTINA_SRI LANKA","ARGENTINA","SRI LANKA","Between",0.215237121806101,NA,50
"Multiannual","ARGENTINA_SURINAME","ARGENTINA","SURINAME","Between",0.316598798776478,NA,50
"Multiannual","ARGENTINA_TAIWAN","ARGENTINA","TAIWAN","Between",0.223026945059752,NA,50
"Multiannual","ARGENTINA_THAILAND","ARGENTINA","THAILAND","Between",0.181874471936224,NA,50
"Multiannual","ARGENTINA_TRINIDAD AND TOBAGO","ARGENTINA","TRINIDAD AND TOBAGO","Between",0.133750318002083,NA,50
"Multiannual","ARGENTINA_VANUATU","ARGENTINA","VANUATU","Within",0.0924699857824437,NA,50
"Multiannual","ARGENTINA_VENEZUELA","ARGENTINA","VENEZUELA","Between",0.162257239183949,NA,50
"Multiannual","ARGENTINA_VIET NAM","ARGENTINA","VIET NAM","Between",0.264826486537392,NA,50
"Multiannual","AUSTRALIA_BANGLADESH","AUSTRALIA","BANGLADESH","Between",0.279090608112561,NA,50
"Multiannual","AUSTRALIA_BARBADOS","AUSTRALIA","BARBADOS","Between",0.177797131644831,NA,50
"Multiannual","AUSTRALIA_BOLIVIA","AUSTRALIA","BOLIVIA","Within",0.236020530989217,NA,50
"Multiannual","AUSTRALIA_BRAZIL","AUSTRALIA","BRAZIL","Within",0.234918662551646,NA,50
"Multiannual","AUSTRALIA_CAMBODIA","AUSTRALIA","CAMBODIA","Between",0.419801177049779,NA,50
"Multiannual","AUSTRALIA_CHINA","AUSTRALIA","CHINA","Between",0.320299994766207,NA,50
"Multiannual","AUSTRALIA_COLOMBIA","AUSTRALIA","COLOMBIA","Between",0.486705000178904,NA,50
"Multiannual","AUSTRALIA_COSTA RICA","AUSTRALIA","COSTA RICA","Between",0.226604057966549,NA,50
"Multiannual","AUSTRALIA_DOMINICAN REPUBLIC","AUSTRALIA","DOMINICAN REPUBLIC","Between",0.470755783708947,NA,50
"Multiannual","AUSTRALIA_ECUADOR","AUSTRALIA","ECUADOR","Within",0.183891838982641,NA,50
"Multiannual","AUSTRALIA_EL SALVADOR","AUSTRALIA","EL SALVADOR","Between",0.344139303327238,NA,50
"Multiannual","AUSTRALIA_FIJI","AUSTRALIA","FIJI","Within",0.269324228355599,NA,50
"Multiannual","AUSTRALIA_FRENCH GUIANA","AUSTRALIA","FRENCH GUIANA","Between",0.268362991852018,NA,50
"Multiannual","AUSTRALIA_FRENCH POLYNESIA","AUSTRALIA","FRENCH POLYNESIA","Within",0.293689836087369,NA,50
"Multiannual","AUSTRALIA_GUADELOUPE","AUSTRALIA","GUADELOUPE","Between",0.29289980779597,NA,50
"Multiannual","AUSTRALIA_GUATEMALA","AUSTRALIA","GUATEMALA","Between",0.283682475418374,NA,50
"Multiannual","AUSTRALIA_GUYANA","AUSTRALIA","GUYANA","Between",0.256404648926617,NA,50
"Multiannual","AUSTRALIA_HONDURAS","AUSTRALIA","HONDURAS","Between",0.349073250622528,NA,50
"Multiannual","AUSTRALIA_INDIA","AUSTRALIA","INDIA","Between",0.26588994261095,NA,50
"Multiannual","AUSTRALIA_INDONESIA","AUSTRALIA","INDONESIA","Between",0.310758751816128,NA,50
"Multiannual","AUSTRALIA_JAMAICA","AUSTRALIA","JAMAICA","Between",0.392059064448601,NA,50
"Multiannual","AUSTRALIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","AUSTRALIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Between",0.364115941732571,NA,50
"Multiannual","AUSTRALIA_MALAYSIA","AUSTRALIA","MALAYSIA","Between",0.421240916522215,NA,50
"Multiannual","AUSTRALIA_MALDIVES","AUSTRALIA","MALDIVES","Within",0.350358279781915,NA,50
"Multiannual","AUSTRALIA_MARTINIQUE","AUSTRALIA","MARTINIQUE","Between",0.274013520033367,NA,50
"Multiannual","AUSTRALIA_MEXICO","AUSTRALIA","MEXICO","Between",0.281198659000691,NA,50
"Multiannual","AUSTRALIA_MYANMAR","AUSTRALIA","MYANMAR","Between",0.203881760922829,NA,50
"Multiannual","AUSTRALIA_NEW CALEDONIA","AUSTRALIA","NEW CALEDONIA","Within",0.271648301156582,NA,50
"Multiannual","AUSTRALIA_NICARAGUA","AUSTRALIA","NICARAGUA","Between",0.383692675284803,NA,50
"Multiannual","AUSTRALIA_PANAMA","AUSTRALIA","PANAMA","Between",0.281116313778434,NA,50
"Multiannual","AUSTRALIA_PARAGUAY","AUSTRALIA","PARAGUAY","Within",0.188335607758822,NA,50
"Multiannual","AUSTRALIA_PERU","AUSTRALIA","PERU","Within",0.172860168369495,NA,50
"Multiannual","AUSTRALIA_PHILIPPINES","AUSTRALIA","PHILIPPINES","Between",0.436631292848731,NA,50
"Multiannual","AUSTRALIA_PUERTO RICO","AUSTRALIA","PUERTO RICO","Between",0.175563765112928,NA,50
"Multiannual","AUSTRALIA_SINGAPORE","AUSTRALIA","SINGAPORE","Between",0.256841875318627,NA,50
"Multiannual","AUSTRALIA_SRI LANKA","AUSTRALIA","SRI LANKA","Between",0.339574785940906,NA,50
"Multiannual","AUSTRALIA_SURINAME","AUSTRALIA","SURINAME","Between",0.250053075651023,NA,50
"Multiannual","AUSTRALIA_TAIWAN","AUSTRALIA","TAIWAN","Between",0.0972952265055589,NA,50
"Multiannual","AUSTRALIA_THAILAND","AUSTRALIA","THAILAND","Between",0.290406568960851,NA,50
"Multiannual","AUSTRALIA_TRINIDAD AND TOBAGO","AUSTRALIA","TRINIDAD AND TOBAGO","Between",0.242570834686478,NA,50
"Multiannual","AUSTRALIA_VANUATU","AUSTRALIA","VANUATU","Within",0.300929148618892,NA,50
"Multiannual","AUSTRALIA_VENEZUELA","AUSTRALIA","VENEZUELA","Between",0.223926500011362,NA,50
"Multiannual","AUSTRALIA_VIET NAM","AUSTRALIA","VIET NAM","Between",0.377240908753023,NA,50
"Multiannual","BANGLADESH_BARBADOS","BANGLADESH","BARBADOS","Within",0.0857238047893517,NA,50
"Multiannual","BANGLADESH_BOLIVIA","BANGLADESH","BOLIVIA","Between",0.189293669250872,NA,50
"Multiannual","BANGLADESH_BRAZIL","BANGLADESH","BRAZIL","Between",0.258312761047414,NA,50
"Multiannual","BANGLADESH_CAMBODIA","BANGLADESH","CAMBODIA","Within",0.279945329707725,NA,50
"Multiannual","BANGLADESH_CHINA","BANGLADESH","CHINA","Within",0.328197659629796,NA,50
"Multiannual","BANGLADESH_COLOMBIA","BANGLADESH","COLOMBIA","Within",0.220957791905224,NA,50
"Multiannual","BANGLADESH_COSTA RICA","BANGLADESH","COSTA RICA","Within",0.279051990675002,NA,50
"Multiannual","BANGLADESH_DOMINICAN REPUBLIC","BANGLADESH","DOMINICAN REPUBLIC","Within",0.26346615832725,NA,50
"Multiannual","BANGLADESH_ECUADOR","BANGLADESH","ECUADOR","Between",0.247168560923041,NA,50
"Multiannual","BANGLADESH_EL SALVADOR","BANGLADESH","EL SALVADOR","Within",0.26024985992697,NA,50
"Multiannual","BANGLADESH_FIJI","BANGLADESH","FIJI","Between",0.0719768287514583,NA,50
"Multiannual","BANGLADESH_FRENCH GUIANA","BANGLADESH","FRENCH GUIANA","Within",0.183635765064874,NA,50
"Multiannual","BANGLADESH_FRENCH POLYNESIA","BANGLADESH","FRENCH POLYNESIA","Between",0.216680729014256,NA,50
"Multiannual","BANGLADESH_GUADELOUPE","BANGLADESH","GUADELOUPE","Within",0.24271126425226,NA,50
"Multiannual","BANGLADESH_GUATEMALA","BANGLADESH","GUATEMALA","Within",0.246734180642571,NA,50
"Multiannual","BANGLADESH_GUYANA","BANGLADESH","GUYANA","Within",0.230617157509498,NA,50
"Multiannual","BANGLADESH_HONDURAS","BANGLADESH","HONDURAS","Within",0.231247463205919,NA,50
"Multiannual","BANGLADESH_INDIA","BANGLADESH","INDIA","Within",0.259694678574177,NA,50
"Multiannual","BANGLADESH_INDONESIA","BANGLADESH","INDONESIA","Within",0.252716824826767,NA,50
"Multiannual","BANGLADESH_JAMAICA","BANGLADESH","JAMAICA","Within",0.24116491911979,NA,50
"Multiannual","BANGLADESH_LAO PEOPLE'S DEMOCRATIC REPUBLIC","BANGLADESH","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.270772615330492,NA,50
"Multiannual","BANGLADESH_MALAYSIA","BANGLADESH","MALAYSIA","Within",0.224615329216066,NA,50
"Multiannual","BANGLADESH_MALDIVES","BANGLADESH","MALDIVES","Between",0.363232384261521,NA,50
"Multiannual","BANGLADESH_MARTINIQUE","BANGLADESH","MARTINIQUE","Within",0.241542039631497,NA,50
"Multiannual","BANGLADESH_MEXICO","BANGLADESH","MEXICO","Within",0.312893670172149,NA,50
"Multiannual","BANGLADESH_MYANMAR","BANGLADESH","MYANMAR","Within",0.110131804159693,NA,50
"Multiannual","BANGLADESH_NEW CALEDONIA","BANGLADESH","NEW CALEDONIA","Between",0.0712731986713703,NA,50
"Multiannual","BANGLADESH_NICARAGUA","BANGLADESH","NICARAGUA","Within",0.342235727272156,NA,50
"Multiannual","BANGLADESH_PANAMA","BANGLADESH","PANAMA","Within",0.357810411064707,NA,50
"Multiannual","BANGLADESH_PARAGUAY","BANGLADESH","PARAGUAY","Between",0.471028002165304,NA,50
"Multiannual","BANGLADESH_PERU","BANGLADESH","PERU","Between",0.293634426612183,NA,50
"Multiannual","BANGLADESH_PHILIPPINES","BANGLADESH","PHILIPPINES","Within",0.280579196925167,NA,50
"Multiannual","BANGLADESH_PUERTO RICO","BANGLADESH","PUERTO RICO","Within",0.0789435407403764,NA,50
"Multiannual","BANGLADESH_SINGAPORE","BANGLADESH","SINGAPORE","Within",0.207551265610275,NA,50
"Multiannual","BANGLADESH_SRI LANKA","BANGLADESH","SRI LANKA","Within",0.397945816996113,NA,50
"Multiannual","BANGLADESH_SURINAME","BANGLADESH","SURINAME","Within",0.24913252490206,NA,50
"Multiannual","BANGLADESH_TAIWAN","BANGLADESH","TAIWAN","Within",0.233789062159697,NA,50
"Multiannual","BANGLADESH_THAILAND","BANGLADESH","THAILAND","Within",0.233283942199938,NA,50
"Multiannual","BANGLADESH_TRINIDAD AND TOBAGO","BANGLADESH","TRINIDAD AND TOBAGO","Within",0.114460783069929,NA,50
"Multiannual","BANGLADESH_VANUATU","BANGLADESH","VANUATU","Between",0.0565309682165124,NA,50
"Multiannual","BANGLADESH_VENEZUELA","BANGLADESH","VENEZUELA","Within",0.0936710865481493,NA,50
"Multiannual","BANGLADESH_VIET NAM","BANGLADESH","VIET NAM","Within",0.217649699824861,NA,50
"Multiannual","BARBADOS_BOLIVIA","BARBADOS","BOLIVIA","Between",0.173801117761052,NA,50
"Multiannual","BARBADOS_BRAZIL","BARBADOS","BRAZIL","Between",0.230238210757962,NA,50
"Multiannual","BARBADOS_CAMBODIA","BARBADOS","CAMBODIA","Within",0.262861346774329,NA,50
"Multiannual","BARBADOS_CHINA","BARBADOS","CHINA","Within",0.222735526706575,NA,50
"Multiannual","BARBADOS_COLOMBIA","BARBADOS","COLOMBIA","Within",0.357055198465566,NA,50
"Multiannual","BARBADOS_COSTA RICA","BARBADOS","COSTA RICA","Within",0.250968634157071,NA,50
"Multiannual","BARBADOS_DOMINICAN REPUBLIC","BARBADOS","DOMINICAN REPUBLIC","Within",0.274572630789461,NA,50
"Multiannual","BARBADOS_ECUADOR","BARBADOS","ECUADOR","Between",0.284812346313207,NA,50
"Multiannual","BARBADOS_EL SALVADOR","BARBADOS","EL SALVADOR","Within",0.255846672982948,NA,50
"Multiannual","BARBADOS_FIJI","BARBADOS","FIJI","Between",0.196150333409836,NA,50
"Multiannual","BARBADOS_FRENCH GUIANA","BARBADOS","FRENCH GUIANA","Within",0.381265641701135,NA,50
"Multiannual","BARBADOS_FRENCH POLYNESIA","BARBADOS","FRENCH POLYNESIA","Between",0.221961207090406,NA,50
"Multiannual","BARBADOS_GUADELOUPE","BARBADOS","GUADELOUPE","Within",0.348253837830001,NA,50
"Multiannual","BARBADOS_GUATEMALA","BARBADOS","GUATEMALA","Within",0.277003990253867,NA,50
"Multiannual","BARBADOS_GUYANA","BARBADOS","GUYANA","Within",0.17650644660465,NA,50
"Multiannual","BARBADOS_HONDURAS","BARBADOS","HONDURAS","Within",0.350034554138668,NA,50
"Multiannual","BARBADOS_INDIA","BARBADOS","INDIA","Within",0.201005269571266,NA,50
"Multiannual","BARBADOS_INDONESIA","BARBADOS","INDONESIA","Within",0.282569697993837,NA,50
"Multiannual","BARBADOS_JAMAICA","BARBADOS","JAMAICA","Within",0.359560426050686,NA,50
"Multiannual","BARBADOS_LAO PEOPLE'S DEMOCRATIC REPUBLIC","BARBADOS","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Within",0.292891161525656,NA,50
"Multiannual","BARBADOS_MALAYSIA","BARBADOS","MALAYSIA","Within",0.252148218757303,NA,50
"Multiannual","BARBADOS_MALDIVES","BARBADOS","MALDIVES","Between",0.139659188467614,NA,50
"Multiannual","BARBADOS_MARTINIQUE","BARBADOS","MARTINIQUE","Within",0.383310495698091,NA,50
"Multiannual","BARBADOS_MEXICO","BARBADOS","MEXICO","Within",0.269252258592679,NA,50
"Multiannual","BARBADOS_MYANMAR","BARBADOS","MYANMAR","Within",0.184468159355882,NA,50
"Multiannual","BARBADOS_NEW CALEDONIA","BARBADOS","NEW CALEDONIA","Between",0.247469754739859,NA,50
"Multiannual","BARBADOS_NICARAGUA","BARBADOS","NICARAGUA","Within",0.37636432242766,NA,50
"Multiannual","BARBADOS_PANAMA","BARBADOS","PANAMA","Within",0.184841130012273,NA,50
"Multiannual","BARBADOS_PARAGUAY","BARBADOS","PARAGUAY","Between",0.113071670845102,NA,50
"Multiannual","BARBADOS_PERU","BARBADOS","PERU","Between",0.221651684604774,NA,50
"Multiannual","BARBADOS_PHILIPPINES","BARBADOS","PHILIPPINES","Within",0.130498271565825,NA,50
"Multiannual","BARBADOS_PUERTO RICO","BARBADOS","PUERTO RICO","Within",0.302963619753657,NA,50
"Multiannual","BARBADOS_SINGAPORE","BARBADOS","SINGAPORE","Within",0.306473488346859,NA,50
"Multiannual","BARBADOS_SRI LANKA","BARBADOS","SRI LANKA","Within",0.121731145970774,NA,50
"Multiannual","BARBADOS_SURINAME","BARBADOS","SURINAME","Within",0.292381005178848,NA,50
"Multiannual","BARBADOS_TAIWAN","BARBADOS","TAIWAN","Within",0.159331918833506,NA,50
"Multiannual","BARBADOS_THAILAND","BARBADOS","THAILAND","Within",0.234986781282238,NA,50
"Multiannual","BARBADOS_TRINIDAD AND TOBAGO","BARBADOS","TRINIDAD AND TOBAGO","Within",0.374160760069292,NA,50
"Multiannual","BARBADOS_VANUATU","BARBADOS","VANUATU","Between",0.271624481130567,NA,50
"Multiannual","BARBADOS_VENEZUELA","BARBADOS","VENEZUELA","Within",0.269446762242896,NA,50
"Multiannual","BARBADOS_VIET NAM","BARBADOS","VIET NAM","Within",0.209860018229376,NA,50
"Multiannual","BOLIVIA_BRAZIL","BOLIVIA","BRAZIL","Within",0.271007419232439,NA,50
"Multiannual","BOLIVIA_CAMBODIA","BOLIVIA","CAMBODIA","Between",0.257603530356067,NA,50
"Multiannual","BOLIVIA_CHINA","BOLIVIA","CHINA","Between",0.163638653116501,NA,50
"Multiannual","BOLIVIA_COLOMBIA","BOLIVIA","COLOMBIA","Between",0.203350793363128,NA,50
"Multiannual","BOLIVIA_COSTA RICA","BOLIVIA","COSTA RICA","Between",0.269032184551298,NA,50
"Multiannual","BOLIVIA_DOMINICAN REPUBLIC","BOLIVIA","DOMINICAN REPUBLIC","Between",0.2463828879232,NA,50
"Multiannual","BOLIVIA_ECUADOR","BOLIVIA","ECUADOR","Within",0.268822463194273,NA,50
"Multiannual","BOLIVIA_EL SALVADOR","BOLIVIA","EL SALVADOR","Between",0.234566298680387,NA,50
"Multiannual","BOLIVIA_FIJI","BOLIVIA","FIJI","Within",0.182990171721054,NA,50
"Multiannual","BOLIVIA_FRENCH GUIANA","BOLIVIA","FRENCH GUIANA","Between",0.179162686145038,NA,50
"Multiannual","BOLIVIA_FRENCH POLYNESIA","BOLIVIA","FRENCH POLYNESIA","Within",0.192067999522081,NA,50
"Multiannual","BOLIVIA_GUADELOUPE","BOLIVIA","GUADELOUPE","Between",0.16524506472381,NA,50
"Multiannual","BOLIVIA_GUATEMALA","BOLIVIA","GUATEMALA","Between",0.327819160776237,NA,50
"Multiannual","BOLIVIA_GUYANA","BOLIVIA","GUYANA","Between",0.189606771372205,NA,50
"Multiannual","BOLIVIA_HONDURAS","BOLIVIA","HONDURAS","Between",0.237153649370126,NA,50
"Multiannual","BOLIVIA_INDIA","BOLIVIA","INDIA","Between",0.158136856465193,NA,50
"Multiannual","BOLIVIA_INDONESIA","BOLIVIA","INDONESIA","Between",0.267555605767622,NA,50
"Multiannual","BOLIVIA_JAMAICA","BOLIVIA","JAMAICA","Between",0.151405819437275,NA,50
"Multiannual","BOLIVIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC","BOLIVIA","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Between",0.192176016722105,NA,50
"Multiannual","BOLIVIA_MALAYSIA","BOLIVIA","MALAYSIA","Between",0.2841663952961,NA,50
"Multiannual","BOLIVIA_MALDIVES","BOLIVIA","MALDIVES","Within",0.219075652123161,NA,50
"Multiannual","BOLIVIA_MARTINIQUE","BOLIVIA","MARTINIQUE","Between",0.167904257113422,NA,50
"Multiannual","BOLIVIA_MEXICO","BOLIVIA","MEXICO","Between",0.28922040348876,NA,50
"Multiannual","BOLIVIA_MYANMAR","BOLIVIA","MYANMAR","Between",0.281339240154178,NA,50
"Multiannual","BOLIVIA_NEW CALEDONIA","BOLIVIA","NEW CALEDONIA","Within",0.134991716858528,NA,50
"Multiannual","BOLIVIA_NICARAGUA","BOLIVIA","NICARAGUA","Between",0.303420384209421,NA,50
"Multiannual","BOLIVIA_PANAMA","BOLIVIA","PANAMA","Between",0.324496229532376,NA,50
"Multiannual","BOLIVIA_PARAGUAY","BOLIVIA","PARAGUAY","Within",0.189820485939618,NA,50
"Multiannual","BOLIVIA_PERU","BOLIVIA","PERU","Within",0.176034677195575,NA,50
"Multiannual","BOLIVIA_PHILIPPINES","BOLIVIA","PHILIPPINES","Between",0.231764041902415,NA,50
"Multiannual","BOLIVIA_PUERTO RICO","BOLIVIA","PUERTO RICO","Between",0.309107268371346,NA,50
"Multiannual","BOLIVIA_SINGAPORE","BOLIVIA","SINGAPORE","Between",0.336442354812085,NA,50
"Multiannual","BOLIVIA_SRI LANKA","BOLIVIA","SRI LANKA","Between",0.252378316895794,NA,50
"Multiannual","BOLIVIA_SURINAME","BOLIVIA","SURINAME","Between",0.250009000386504,NA,50
"Multiannual","BOLIVIA_TAIWAN","BOLIVIA","TAIWAN","Between",0.208791436987371,NA,50
"Multiannual","BOLIVIA_THAILAND","BOLIVIA","THAILAND","Between",0.249566769253272,NA,50
"Multiannual","BOLIVIA_TRINIDAD AND TOBAGO","BOLIVIA","TRINIDAD AND TOBAGO","Between",0.131297129850841,NA,50
"Multiannual","BOLIVIA_VANUATU","BOLIVIA","VANUATU","Within",0.168567668944669,NA,50
"Multiannual","BOLIVIA_VENEZUELA","BOLIVIA","VENEZUELA","Between",0.187155923244611,NA,50
"Multiannual","BOLIVIA_VIET NAM","BOLIVIA","VIET NAM","Between",0.267835652570099,NA,50
"Multiannual","BRAZIL_CAMBODIA","BRAZIL","CAMBODIA","Between",0.271234853695575,NA,50
"Multiannual","BRAZIL_CHINA","BRAZIL","CHINA","Between",0.299988755997683,NA,50
"Multiannual","BRAZIL_COLOMBIA","BRAZIL","COLOMBIA","Between",0.377676449083548,NA,50
"Multiannual","BRAZIL_COSTA RICA","BRAZIL","COSTA RICA","Between",0.419052016155433,NA,50
"Multiannual","BRAZIL_DOMINICAN REPUBLIC","BRAZIL","DOMINICAN REPUBLIC","Between",0.320206508184379,NA,50
"Multiannual","BRAZIL_ECUADOR","BRAZIL","ECUADOR","Within",0.369808167145654,NA,50
"Multiannual","BRAZIL_EL SALVADOR","BRAZIL","EL SALVADOR","Between",0.383414223121642,NA,50
"Multiannual","BRAZIL_FIJI","BRAZIL","FIJI","Within",0.107386747073658,NA,50
"Multiannual","BRAZIL_FRENCH GUIANA","BRAZIL","FRENCH GUIANA","Between",0.224612819145512,NA,50
"Multiannual","BRAZIL_FRENCH POLYNESIA","BRAZIL","FRENCH POLYNESIA","Within",0.288436465532128,NA,50
"Multiannual","BRAZIL_GUADELOUPE","BRAZIL","GUADELOUPE","Between",0.269296470522732,NA,50
"Multiannual","BRAZIL_GUATEMALA","BRAZIL","GUATEMALA","Between",0.423895104233733,NA,50
"Multiannual","BRAZIL_GUYANA","BRAZIL","GUYANA","Between",0.305613292906986,NA,50
"Multiannual","BRAZIL_HONDURAS","BRAZIL","HONDURAS","Between",0.373177555130403,NA,50
"Multiannual","BRAZIL_INDIA","BRAZIL","INDIA","Between",0.278703241832083,NA,50
"Multiannual","BRAZIL_INDONESIA","BRAZIL","INDONESIA","Between",0.35525958451845,NA,50
"Multiannual","BRAZIL_JAMAICA","BRAZIL","JAMAICA","Between",0.33596016403758,NA,50
"Multiannual","BRAZIL_LAO PEOPLE'S DEMOCRATIC REPUBLIC","BRAZIL","LAO PEOPLE'S DEMOCRATIC REPUBLIC","Between",0.289583148879268,NA,50
"Multiannual","BRAZIL_MALAYSIA","BRAZIL","MALAYSIA","Between",0.306037628067132,NA,50
"Multiannual","BRAZIL_MALDIVES","BRAZIL","MALDIVES","Within",0.254314684805529,NA,50
"Multiannual","BRAZIL_MARTINIQUE","BRAZIL","MARTINIQUE","Between",0.301232653792239,NA,50
"Multiannual","BRAZIL_MEXICO","BRAZIL","MEXICO","Between",0.298345602026628,NA,50
"Multiannual","BRAZIL_MYANMAR","BRAZIL","MYANMAR","Between",0.282409160209491,NA,50
"Multiannual","BRAZIL_NEW CALEDONIA","BRAZIL","NEW CALEDONIA","Within",0.128813728013409,NA,50
"Multiannual","BRAZIL_NICARAGUA","BRAZIL","NICARAGUA","Between",0.297996544148094,NA,50
"Multiannual","BRAZIL_PANAMA","BRAZIL","PANAMA","Between",0.377549481548097,NA,50
"Multiannual","BRAZIL_PARAGUAY","BRAZIL","PARAGUAY","Within",0.277006060916334,NA,50
"Multiannual","BRAZIL_PERU","BRAZIL","PERU","Within",0.19506332171751,NA,50
"Multiannual","BRAZIL_PHILIPPINES","BRAZIL","PHILIPPINES","Between",0.343667036649475,NA,50
"Multiannual","BRAZIL_PUERTO RICO","BRAZIL","PUERTO RICO","Between",0.224639603915332,NA,50
"Multiannual","BRAZIL_SINGAPORE","BRAZIL","SINGAPORE","Between",0.277999426574683,NA,50
"Multiannual","BRAZIL_SRI LANKA","BRAZIL","SRI LANKA","Between",0.222337581624513,NA,50
"Multiannual","BRAZIL_SURINAME","BRAZIL","SURINAME","Between",0.201299632230693,NA,50
"Multiannual","BRAZIL_TAIWAN","BRAZIL","TAIWAN","Between",0.422223290375954,NA,50
"Multiannual","BRAZIL_THAILAND","BRAZIL","THAILAND","Between",0.332317256021582,NA,50
"Multiannual","BRAZIL_TRINIDAD AND TOBAGO","BRAZIL","TRINIDAD AND TOBAGO","Between",0.217900488475954,NA,50
"Multiannual","BRAZIL_VANUATU","BRAZIL","VANUATU","Within",0.1352616641386,NA,50
"Multiannual","BRAZIL_VENEZUELA","BRAZIL","VENEZUELA","Between",0.269558592486406,NA,50
"Multiannual","BRAZIL_VIET NAM","BRAZIL","VIET NAM","Between",0.23970620312073,NA,50
"Multiannual","CAMBODIA_CHINA","CAMBODIA","CHINA","Within",0.284034640997811,NA,50
"Multiannual","CAMBODIA_COLOMBIA","CAMBODIA","COLOMBIA","Within",0.408685378771438,NA,50
"Multiannual","CAMBODIA_COSTA RICA","CAMBODIA","COSTA RICA","Within",0.223041687087885,NA,50
"Multiannual","CAMBODIA_DOMINICAN REPUBLIC","CAMBODIA","DOMINICAN REPUBLIC","Within",0.445017712936504,NA,50
"Multiannual","CAMBODIA_ECUADOR","CAMBODIA","ECUADOR","Between",0.17445484815606,NA,50
"Multiannual","CAMBODIA_EL SALVADOR","CAMBODIA","EL SALVADOR","Within",0.256642559601301,NA,50
"Multiannual","CAMBODIA_FIJI","CAMBODIA","FIJI","Between",0.311664404980672,NA,50
"Multiannual","CAMBODIA_FRENCH GUIANA","CAMBODIA","FRENCH GUIANA","Within",0.275999815657515,NA,50
"Multiannual","CAMBODIA_FRENCH POLYNESIA","CAMBODIA","FRENCH POLYNESIA","Between",0.33896154908687,NA,50
"Multiannual","CAMBODIA_GUADELOUPE","CAMBODIA","GUADELOUPE","Within",0.285878478316169,NA,50
"Multiannual","CAMBODIA_GUATEMALA","CAMBODIA","GUATEMALA","Within",0.23313142201217,NA,50
"Multiannual","CAMBODIA_GUYANA","CAMBODIA","GUYANA","Within",0.265698171759119,NA,50
"Multiannual","CAMBODIA_HONDURAS","CAMBODIA","HONDURAS","Within",0.272491086668767,NA,50
