"cycle","contrast.x","estimate","SE","df","t.ratio","p.value","OR","OR_lo","OR_hi","contrast.y","diff_mean","diff_median","diff_lo","diff_hi","n_sims","Cycle","p_label","diff_label","signif"
"Annual","Between - Within",-0.963770087287535,0.0585732826292064,731.066987794169,-16.4540903979824,5.47012706046397e-52,0.381452064091942,0.340080229108852,0.427856913591499,"Within - Between (raw scale)",0.16302599067668,0.162939962561513,0.143197563294333,0.182986781667273,20000,"Annual","p < 0.001","Δ = 0.16 [0.14, 0.18]",TRUE
"Multiannual","Between - Within",-0.0499228635515026,0.0419852464335761,1010.76832685732,-1.18905729493536,0.234696383741799,0.951302801790222,0.876153524991945,1.03289776834744,"Within - Between (raw scale)",0.0110401958769975,0.011041654855412,-0.00726557279417349,0.0294712308297877,20000,"Multiannual","p = 0.23","Δ = 0.01 [-0.01, 0.03]",FALSE
