"Cycle","Scope","pct_change_per_year","ci_lower","ci_upper"
"Annual","Global",1.08296542447822,0.607959061897098,1.60569115300866
"Annual","Americas",1.00362563789813,0.263904560006095,1.90539746290339
"Annual","Asia",1.21847023671594,0.335904056382028,2.34405058715097
"Multiannual","Global",2.24269208859012,1.64433232209501,2.91416121790766
"Multiannual","Americas",3.10854202826827,2.01535772117678,4.40645487211489
"Multiannual","Asia",2.02466568493994,0.853721688724264,3.48802827906593
