"Cycle","hemisphere_pairing","pair_id","mean_sync"
"Annual","Within","AUSTRALIA_VANUATU",0.283617376173339
"Annual","Within","BANGLADESH_BARBADOS",0.199288975369681
"Annual","Within","BANGLADESH_CAMBODIA",0.447962172753515
"Annual","Within","BANGLADESH_CHINA",0.489402041273482
"Annual","Within","BANGLADESH_COLOMBIA",0.103100569316024
"Annual","Within","BANGLADESH_COSTA RICA",0.382476817597417
"Annual","Within","BANGLADESH_DOMINICAN REPUBLIC",0.337616184880043
"Annual","Within","BANGLADESH_EL SALVADOR",0.401979787742953
"Annual","Within","BANGLADESH_FRENCH GUIANA",0.0877172668320851
"Annual","Within","BANGLADESH_GUADELOUPE",0.267938920345829
"Annual","Within","BANGLADESH_GUATEMALA",0.379411174868133
"Annual","Within","BANGLADESH_GUYANA",0.303172201285853
"Annual","Within","BANGLADESH_HONDURAS",0.307022526626431
"Annual","Within","BANGLADESH_INDIA",0.401683923601033
"Annual","Within","BANGLADESH_INDONESIA",0.041667661507103
"Annual","Within","BANGLADESH_JAMAICA",0.225545811812398
"Annual","Within","BANGLADESH_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.486976456143336
"Annual","Within","BANGLADESH_MALAYSIA",0.149152732477733
"Annual","Within","BANGLADESH_MARTINIQUE",0.135936627717686
"Annual","Within","BANGLADESH_MEXICO",0.517862749925107
"Annual","Within","BANGLADESH_MYANMAR",0.437341625863229
"Annual","Within","BANGLADESH_NICARAGUA",0.505167092755365
"Annual","Within","BANGLADESH_PALAU",0.184104678398688
"Annual","Within","BANGLADESH_PANAMA",0.410780464027958
"Annual","Within","BANGLADESH_PHILIPPINES",0.468524658608338
"Annual","Within","BANGLADESH_PUERTO RICO",0.263986064906715
"Annual","Within","BANGLADESH_SINGAPORE",0.265895288626435
"Annual","Within","BANGLADESH_SRI LANKA",0.133283713439579
"Annual","Within","BANGLADESH_SURINAME",0.171050122571064
"Annual","Within","BANGLADESH_TAIWAN",0.471392861921979
"Annual","Within","BANGLADESH_THAILAND",0.432202695580479
"Annual","Within","BANGLADESH_TRINIDAD AND TOBAGO",0.37800436908596
"Annual","Within","BANGLADESH_VENEZUELA",0.180552664727681
"Annual","Within","BANGLADESH_VIET NAM",0.466173548034932
"Annual","Within","BARBADOS_CAMBODIA",0.205876017516042
"Annual","Within","BARBADOS_CHINA",0.282280288880192
"Annual","Within","BARBADOS_COLOMBIA",0.254583241780827
"Annual","Within","BARBADOS_COSTA RICA",0.22393856463123
"Annual","Within","BARBADOS_DOMINICAN REPUBLIC",0.330701108967486
"Annual","Within","BARBADOS_EL SALVADOR",0.214881119132543
"Annual","Within","BARBADOS_FRENCH GUIANA",0.208119121479204
"Annual","Within","BARBADOS_GUADELOUPE",0.366215200302425
"Annual","Within","BARBADOS_GUATEMALA",0.242827684993574
"Annual","Within","BARBADOS_GUYANA",0.172418442136046
"Annual","Within","BARBADOS_HONDURAS",0.230988304048138
"Annual","Within","BARBADOS_INDIA",0.249285820635785
"Annual","Within","BARBADOS_INDONESIA",0.174011508213561
"Annual","Within","BARBADOS_JAMAICA",0.380147801345544
"Annual","Within","BARBADOS_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.194840823646154
"Annual","Within","BARBADOS_MALAYSIA",0.281562113060248
"Annual","Within","BARBADOS_MARTINIQUE",0.293432523609317
"Annual","Within","BARBADOS_MEXICO",0.243575511321819
"Annual","Within","BARBADOS_MYANMAR",0.15358328569383
"Annual","Within","BARBADOS_NICARAGUA",0.282224250949882
"Annual","Within","BARBADOS_PALAU",0.233137698000402
"Annual","Within","BARBADOS_PANAMA",0.237888547567183
"Annual","Within","BARBADOS_PHILIPPINES",0.233854690999172
"Annual","Within","BARBADOS_PUERTO RICO",0.308772666378276
"Annual","Within","BARBADOS_SINGAPORE",0.243906162852926
"Annual","Within","BARBADOS_SRI LANKA",0.215620147491287
"Annual","Within","BARBADOS_SURINAME",0.280675490677364
"Annual","Within","BARBADOS_TAIWAN",0.280634818108329
"Annual","Within","BARBADOS_THAILAND",0.188822842759487
"Annual","Within","BARBADOS_TRINIDAD AND TOBAGO",0.312652050225437
"Annual","Within","BARBADOS_VENEZUELA",0.252695234970935
"Annual","Within","BARBADOS_VIET NAM",0.260841070351131
"Annual","Within","BOLIVIA_BRAZIL",0.499479158193068
"Annual","Within","BOLIVIA_ECUADOR",0.373305162995327
"Annual","Within","BOLIVIA_FIJI",0.340828264797833
"Annual","Within","BOLIVIA_FRENCH POLYNESIA",0.243246483279071
"Annual","Within","BOLIVIA_MALDIVES",0.10460067530509
"Annual","Within","BOLIVIA_NEW CALEDONIA",0.338095514704619
"Annual","Within","BOLIVIA_PARAGUAY",0.343982924961821
"Annual","Within","BOLIVIA_PERU",0.445698316519613
"Annual","Within","BOLIVIA_VANUATU",0.268403654909223
"Annual","Within","BRAZIL_ECUADOR",0.467816032787071
"Annual","Within","BRAZIL_FIJI",0.398287975292853
"Annual","Within","BRAZIL_FRENCH POLYNESIA",0.190052189328365
"Annual","Within","BRAZIL_MALDIVES",0.131847654260833
"Annual","Within","BRAZIL_NEW CALEDONIA",0.405901117027233
"Annual","Within","BRAZIL_PARAGUAY",0.289586423273414
"Annual","Within","BRAZIL_PERU",0.542598268061502
"Annual","Within","BRAZIL_VANUATU",0.26988333664781
"Annual","Within","CAMBODIA_CHINA",0.478335538125721
"Annual","Within","CAMBODIA_COLOMBIA",0.173342488351753
"Annual","Within","CAMBODIA_COSTA RICA",0.416925287413795
"Annual","Within","CAMBODIA_DOMINICAN REPUBLIC",0.307316338971595
"Annual","Within","CAMBODIA_EL SALVADOR",0.463784882739214
"Annual","Within","CAMBODIA_FRENCH GUIANA",0.110986966291513
"Annual","Within","CAMBODIA_GUADELOUPE",0.219788128054162
"Annual","Within","CAMBODIA_GUATEMALA",0.47260787491643
"Annual","Within","CAMBODIA_GUYANA",0.224838246533735
"Annual","Within","CAMBODIA_HONDURAS",0.41072779535996
"Annual","Within","CAMBODIA_INDIA",0.400918160733498
"Annual","Within","CAMBODIA_INDONESIA",0.104268168615246
"Annual","Within","CAMBODIA_JAMAICA",0.211937429720495
"Annual","Within","CAMBODIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.687133625422132
"Annual","Within","CAMBODIA_MALAYSIA",0.253789557729749
"Annual","Within","CAMBODIA_MARTINIQUE",0.111628257693602
"Annual","Within","CAMBODIA_MEXICO",0.491315374695406
"Annual","Within","CAMBODIA_MYANMAR",0.615076471334963
"Annual","Within","CAMBODIA_NICARAGUA",0.435821223546642
"Annual","Within","CAMBODIA_PALAU",0.232497454748576
"Annual","Within","CAMBODIA_PANAMA",0.311992267207823
"Annual","Within","CAMBODIA_PHILIPPINES",0.517455953446098
"Annual","Within","CAMBODIA_PUERTO RICO",0.238204424123277
"Annual","Within","CAMBODIA_SINGAPORE",0.475013874662676
"Annual","Within","CAMBODIA_SRI LANKA",0.228753794118863
"Annual","Within","CAMBODIA_SURINAME",0.0913101135654705
"Annual","Within","CAMBODIA_TAIWAN",0.472530960737725
"Annual","Within","CAMBODIA_THAILAND",0.733490365331718
"Annual","Within","CAMBODIA_TRINIDAD AND TOBAGO",0.378434032506171
"Annual","Within","CAMBODIA_VENEZUELA",0.159607908613255
"Annual","Within","CAMBODIA_VIET NAM",0.609376296286937
"Annual","Within","CHINA_COLOMBIA",0.106598097793942
"Annual","Within","CHINA_COSTA RICA",0.393053559123769
"Annual","Within","CHINA_DOMINICAN REPUBLIC",0.347976959482753
"Annual","Within","CHINA_EL SALVADOR",0.39938672397634
"Annual","Within","CHINA_FRENCH GUIANA",0.0632835882420369
"Annual","Within","CHINA_GUADELOUPE",0.335936156991825
"Annual","Within","CHINA_GUATEMALA",0.439070566309323
"Annual","Within","CHINA_GUYANA",0.184844106012751
"Annual","Within","CHINA_HONDURAS",0.32265098021898
"Annual","Within","CHINA_INDIA",0.526664446627954
"Annual","Within","CHINA_INDONESIA",0.0657605265246093
"Annual","Within","CHINA_JAMAICA",0.28931197228361
"Annual","Within","CHINA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.525224571834503
"Annual","Within","CHINA_MALAYSIA",0.23338034894531
"Annual","Within","CHINA_MARTINIQUE",0.212288900405897
"Annual","Within","CHINA_MEXICO",0.59745395245236
"Annual","Within","CHINA_MYANMAR",0.45436695079431
"Annual","Within","CHINA_NICARAGUA",0.525106568896825
"Annual","Within","CHINA_PALAU",0.151620890099517
"Annual","Within","CHINA_PANAMA",0.374152434950263
"Annual","Within","CHINA_PHILIPPINES",0.525307766977676
"Annual","Within","CHINA_PUERTO RICO",0.344629437799099
"Annual","Within","CHINA_SINGAPORE",0.355981612289496
"Annual","Within","CHINA_SRI LANKA",0.200045066872783
"Annual","Within","CHINA_SURINAME",0.16174461827383
"Annual","Within","CHINA_TAIWAN",0.629428697547383
"Annual","Within","CHINA_THAILAND",0.46945942919341
"Annual","Within","CHINA_TRINIDAD AND TOBAGO",0.48932578319002
"Annual","Within","CHINA_VENEZUELA",0.215767859259626
"Annual","Within","CHINA_VIET NAM",0.605453363230956
"Annual","Within","COLOMBIA_COSTA RICA",0.138461981683195
"Annual","Within","COLOMBIA_DOMINICAN REPUBLIC",0.196186005480517
"Annual","Within","COLOMBIA_EL SALVADOR",0.142154375012278
"Annual","Within","COLOMBIA_FRENCH GUIANA",0.269564938542149
"Annual","Within","COLOMBIA_GUADELOUPE",0.176169511229603
"Annual","Within","COLOMBIA_GUATEMALA",0.143187635225319
"Annual","Within","COLOMBIA_GUYANA",0.168385447458575
"Annual","Within","COLOMBIA_HONDURAS",0.19862078624186
"Annual","Within","COLOMBIA_INDIA",0.129200060162703
"Annual","Within","COLOMBIA_INDONESIA",0.295168044391384
"Annual","Within","COLOMBIA_JAMAICA",0.21532222508895
"Annual","Within","COLOMBIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.15490197955219
"Annual","Within","COLOMBIA_MALAYSIA",0.191665772244229
"Annual","Within","COLOMBIA_MARTINIQUE",0.197061314199591
"Annual","Within","COLOMBIA_MEXICO",0.120791642275804
"Annual","Within","COLOMBIA_MYANMAR",0.155059812698738
"Annual","Within","COLOMBIA_NICARAGUA",0.120588321640606
"Annual","Within","COLOMBIA_PALAU",0.22249216540336
"Annual","Within","COLOMBIA_PANAMA",0.125426642942187
"Annual","Within","COLOMBIA_PHILIPPINES",0.159351808774178
"Annual","Within","COLOMBIA_PUERTO RICO",0.195968391073505
"Annual","Within","COLOMBIA_SINGAPORE",0.225466611682357
"Annual","Within","COLOMBIA_SRI LANKA",0.233743524168369
"Annual","Within","COLOMBIA_SURINAME",0.192722207859765
"Annual","Within","COLOMBIA_TAIWAN",0.0749064918335446
"Annual","Within","COLOMBIA_THAILAND",0.166474031426525
"Annual","Within","COLOMBIA_TRINIDAD AND TOBAGO",0.139865121214992
"Annual","Within","COLOMBIA_VENEZUELA",0.197012962499813
"Annual","Within","COLOMBIA_VIET NAM",0.142072120661757
"Annual","Within","COSTA RICA_DOMINICAN REPUBLIC",0.297056891369599
"Annual","Within","COSTA RICA_EL SALVADOR",0.399746125492788
"Annual","Within","COSTA RICA_FRENCH GUIANA",0.0970476174190143
"Annual","Within","COSTA RICA_GUADELOUPE",0.250708734262995
"Annual","Within","COSTA RICA_GUATEMALA",0.412831469454761
"Annual","Within","COSTA RICA_GUYANA",0.213726207946059
"Annual","Within","COSTA RICA_HONDURAS",0.337085907808847
"Annual","Within","COSTA RICA_INDIA",0.36564456647145
"Annual","Within","COSTA RICA_INDONESIA",0.0899924881726753
"Annual","Within","COSTA RICA_JAMAICA",0.237942882300533
"Annual","Within","COSTA RICA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.4697005268428
"Annual","Within","COSTA RICA_MALAYSIA",0.260944668027263
"Annual","Within","COSTA RICA_MARTINIQUE",0.144393235614859
"Annual","Within","COSTA RICA_MEXICO",0.415729415772221
"Annual","Within","COSTA RICA_MYANMAR",0.405854557220628
"Annual","Within","COSTA RICA_NICARAGUA",0.392198807209022
"Annual","Within","COSTA RICA_PALAU",0.163299062384648
"Annual","Within","COSTA RICA_PANAMA",0.399893239903071
"Annual","Within","COSTA RICA_PHILIPPINES",0.391812822607518
"Annual","Within","COSTA RICA_PUERTO RICO",0.248918017220204
"Annual","Within","COSTA RICA_SINGAPORE",0.344638607968475
"Annual","Within","COSTA RICA_SRI LANKA",0.196244024374783
"Annual","Within","COSTA RICA_SURINAME",0.120126154209997
"Annual","Within","COSTA RICA_TAIWAN",0.420015018651099
"Annual","Within","COSTA RICA_THAILAND",0.486550628308336
"Annual","Within","COSTA RICA_TRINIDAD AND TOBAGO",0.333786919367157
"Annual","Within","COSTA RICA_VENEZUELA",0.211568142403656
"Annual","Within","COSTA RICA_VIET NAM",0.443070953036168
"Annual","Within","DOMINICAN REPUBLIC_EL SALVADOR",0.299540739934176
"Annual","Within","DOMINICAN REPUBLIC_FRENCH GUIANA",0.141336141634754
"Annual","Within","DOMINICAN REPUBLIC_GUADELOUPE",0.300470784263785
"Annual","Within","DOMINICAN REPUBLIC_GUATEMALA",0.314541900253153
"Annual","Within","DOMINICAN REPUBLIC_GUYANA",0.185550761735018
"Annual","Within","DOMINICAN REPUBLIC_HONDURAS",0.284382350779471
"Annual","Within","DOMINICAN REPUBLIC_INDIA",0.328721522843603
"Annual","Within","DOMINICAN REPUBLIC_INDONESIA",0.13151573198526
"Annual","Within","DOMINICAN REPUBLIC_JAMAICA",0.388310467864312
"Annual","Within","DOMINICAN REPUBLIC_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.318043196195293
"Annual","Within","DOMINICAN REPUBLIC_MALAYSIA",0.22370804325797
"Annual","Within","DOMINICAN REPUBLIC_MARTINIQUE",0.243244519193242
"Annual","Within","DOMINICAN REPUBLIC_MEXICO",0.339463415658097
"Annual","Within","DOMINICAN REPUBLIC_MYANMAR",0.272618461820342
"Annual","Within","DOMINICAN REPUBLIC_NICARAGUA",0.384232626826991
"Annual","Within","DOMINICAN REPUBLIC_PALAU",0.239995287512932
"Annual","Within","DOMINICAN REPUBLIC_PANAMA",0.345886764034676
"Annual","Within","DOMINICAN REPUBLIC_PHILIPPINES",0.343181339878193
"Annual","Within","DOMINICAN REPUBLIC_PUERTO RICO",0.338496681302951
"Annual","Within","DOMINICAN REPUBLIC_SINGAPORE",0.285399257627318
"Annual","Within","DOMINICAN REPUBLIC_SRI LANKA",0.180416981363179
"Annual","Within","DOMINICAN REPUBLIC_SURINAME",0.226076567129757
"Annual","Within","DOMINICAN REPUBLIC_TAIWAN",0.358484489971596
"Annual","Within","DOMINICAN REPUBLIC_THAILAND",0.282342194606677
"Annual","Within","DOMINICAN REPUBLIC_TRINIDAD AND TOBAGO",0.353167569302457
"Annual","Within","DOMINICAN REPUBLIC_VENEZUELA",0.247411291713172
"Annual","Within","DOMINICAN REPUBLIC_VIET NAM",0.373898156863771
"Annual","Within","ECUADOR_FIJI",0.308638344434662
"Annual","Within","ECUADOR_FRENCH POLYNESIA",0.200734129895785
"Annual","Within","ECUADOR_MALDIVES",0.191976080620395
"Annual","Within","ECUADOR_NEW CALEDONIA",0.260019165559779
"Annual","Within","ECUADOR_PARAGUAY",0.234520729623518
"Annual","Within","ECUADOR_PERU",0.393725859277825
"Annual","Within","ECUADOR_VANUATU",0.241065393056265
"Annual","Within","EL SALVADOR_FRENCH GUIANA",0.125033849427139
"Annual","Within","EL SALVADOR_GUADELOUPE",0.213658439709397
"Annual","Within","EL SALVADOR_GUATEMALA",0.443525411379377
"Annual","Within","EL SALVADOR_GUYANA",0.237363171629923
"Annual","Within","EL SALVADOR_HONDURAS",0.333655740512827
"Annual","Within","EL SALVADOR_INDIA",0.363208663269429
"Annual","Within","EL SALVADOR_INDONESIA",0.0902250217202086
"Annual","Within","EL SALVADOR_JAMAICA",0.227228529918296
"Annual","Within","EL SALVADOR_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.483950430494143
"Annual","Within","EL SALVADOR_MALAYSIA",0.249853080784173
"Annual","Within","EL SALVADOR_MARTINIQUE",0.089102471952886
"Annual","Within","EL SALVADOR_MEXICO",0.446232560735655
"Annual","Within","EL SALVADOR_MYANMAR",0.472522680483612
"Annual","Within","EL SALVADOR_NICARAGUA",0.41188931089706
"Annual","Within","EL SALVADOR_PALAU",0.187238264469266
"Annual","Within","EL SALVADOR_PANAMA",0.326682004348277
"Annual","Within","EL SALVADOR_PHILIPPINES",0.445829021669113
"Annual","Within","EL SALVADOR_PUERTO RICO",0.249235523427627
"Annual","Within","EL SALVADOR_SINGAPORE",0.396603420431601
"Annual","Within","EL SALVADOR_SRI LANKA",0.229576661839697
"Annual","Within","EL SALVADOR_SURINAME",0.122124495663414
"Annual","Within","EL SALVADOR_TAIWAN",0.450045781160744
"Annual","Within","EL SALVADOR_THAILAND",0.50329881051952
"Annual","Within","EL SALVADOR_TRINIDAD AND TOBAGO",0.312938694920648
"Annual","Within","EL SALVADOR_VENEZUELA",0.188224471372916
"Annual","Within","EL SALVADOR_VIET NAM",0.426918877990219
"Annual","Within","FIJI_FRENCH POLYNESIA",0.199590598491865
"Annual","Within","FIJI_MALDIVES",0.206941538924016
"Annual","Within","FIJI_NEW CALEDONIA",0.436707652873232
"Annual","Within","FIJI_PARAGUAY",0.238676344094418
"Annual","Within","FIJI_PERU",0.365237657702226
"Annual","Within","FIJI_VANUATU",0.338916225263452
"Annual","Within","FRENCH GUIANA_GUADELOUPE",0.215368532244712
"Annual","Within","FRENCH GUIANA_GUATEMALA",0.128048035862009
"Annual","Within","FRENCH GUIANA_GUYANA",0.196046175956105
"Annual","Within","FRENCH GUIANA_HONDURAS",0.138047310674165
"Annual","Within","FRENCH GUIANA_INDIA",0.0867529022312104
"Annual","Within","FRENCH GUIANA_INDONESIA",0.314816611877645
"Annual","Within","FRENCH GUIANA_JAMAICA",0.159920029721629
"Annual","Within","FRENCH GUIANA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.108710422037623
"Annual","Within","FRENCH GUIANA_MALAYSIA",0.180858082711408
"Annual","Within","FRENCH GUIANA_MARTINIQUE",0.309579389309705
"Annual","Within","FRENCH GUIANA_MEXICO",0.0703583680438505
"Annual","Within","FRENCH GUIANA_MYANMAR",0.122947264973895
"Annual","Within","FRENCH GUIANA_NICARAGUA",0.098981961944372
"Annual","Within","FRENCH GUIANA_PALAU",0.237419215936099
"Annual","Within","FRENCH GUIANA_PANAMA",0.0851184557631602
"Annual","Within","FRENCH GUIANA_PHILIPPINES",0.104316474673384
"Annual","Within","FRENCH GUIANA_PUERTO RICO",0.118261287203818
"Annual","Within","FRENCH GUIANA_SINGAPORE",0.112693298264768
"Annual","Within","FRENCH GUIANA_SRI LANKA",0.189634430312455
"Annual","Within","FRENCH GUIANA_SURINAME",0.269052674469136
"Annual","Within","FRENCH GUIANA_TAIWAN",0.0678655444110055
"Annual","Within","FRENCH GUIANA_THAILAND",0.121827152787683
"Annual","Within","FRENCH GUIANA_TRINIDAD AND TOBAGO",0.0902471304564871
"Annual","Within","FRENCH GUIANA_VENEZUELA",0.186893947317781
"Annual","Within","FRENCH GUIANA_VIET NAM",0.0732369603222635
"Annual","Within","FRENCH POLYNESIA_MALDIVES",0.101379718241925
"Annual","Within","FRENCH POLYNESIA_NEW CALEDONIA",0.243601419039332
"Annual","Within","FRENCH POLYNESIA_PARAGUAY",0.18055842539049
"Annual","Within","FRENCH POLYNESIA_PERU",0.243822560824809
"Annual","Within","FRENCH POLYNESIA_VANUATU",0.236307315291141
"Annual","Within","GUADELOUPE_GUATEMALA",0.213567727947595
"Annual","Within","GUADELOUPE_GUYANA",0.191549671739155
"Annual","Within","GUADELOUPE_HONDURAS",0.210354835132098
"Annual","Within","GUADELOUPE_INDIA",0.320930111216302
"Annual","Within","GUADELOUPE_INDONESIA",0.171295768884908
"Annual","Within","GUADELOUPE_JAMAICA",0.360650686251607
"Annual","Within","GUADELOUPE_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.230720662385237
"Annual","Within","GUADELOUPE_MALAYSIA",0.228126829182725
"Annual","Within","GUADELOUPE_MARTINIQUE",0.421113082694763
"Annual","Within","GUADELOUPE_MEXICO",0.300878997239864
"Annual","Within","GUADELOUPE_MYANMAR",0.182383668186225
"Annual","Within","GUADELOUPE_NICARAGUA",0.266346298768551
"Annual","Within","GUADELOUPE_PALAU",0.193615025785641
"Annual","Within","GUADELOUPE_PANAMA",0.320894373573377
"Annual","Within","GUADELOUPE_PHILIPPINES",0.266209482274167
"Annual","Within","GUADELOUPE_PUERTO RICO",0.330148598380278
"Annual","Within","GUADELOUPE_SINGAPORE",0.197397322060058
"Annual","Within","GUADELOUPE_SRI LANKA",0.201332019525816
"Annual","Within","GUADELOUPE_SURINAME",0.343340922954943
"Annual","Within","GUADELOUPE_TAIWAN",0.30395246431258
"Annual","Within","GUADELOUPE_THAILAND",0.199389876502061
"Annual","Within","GUADELOUPE_TRINIDAD AND TOBAGO",0.375993082026161
"Annual","Within","GUADELOUPE_VENEZUELA",0.212997232907257
"Annual","Within","GUADELOUPE_VIET NAM",0.298326368914516
"Annual","Within","GUATEMALA_GUYANA",0.222525948028339
"Annual","Within","GUATEMALA_HONDURAS",0.394597716192948
"Annual","Within","GUATEMALA_INDIA",0.383579575906872
"Annual","Within","GUATEMALA_INDONESIA",0.0888410439396405
"Annual","Within","GUATEMALA_JAMAICA",0.249920419569403
"Annual","Within","GUATEMALA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.492543947837806
"Annual","Within","GUATEMALA_MALAYSIA",0.238116448707106
"Annual","Within","GUATEMALA_MARTINIQUE",0.113749916817714
"Annual","Within","GUATEMALA_MEXICO",0.465229655683413
"Annual","Within","GUATEMALA_MYANMAR",0.437817369167644
"Annual","Within","GUATEMALA_NICARAGUA",0.449563742253507
"Annual","Within","GUATEMALA_PALAU",0.184642286642886
"Annual","Within","GUATEMALA_PANAMA",0.362252333527733
"Annual","Within","GUATEMALA_PHILIPPINES",0.435835754748339
"Annual","Within","GUATEMALA_PUERTO RICO",0.2642259377555
"Annual","Within","GUATEMALA_SINGAPORE",0.38064301255102
"Annual","Within","GUATEMALA_SRI LANKA",0.216063997232625
"Annual","Within","GUATEMALA_SURINAME",0.125767463916506
"Annual","Within","GUATEMALA_TAIWAN",0.410710793586347
"Annual","Within","GUATEMALA_THAILAND",0.485783203523136
"Annual","Within","GUATEMALA_TRINIDAD AND TOBAGO",0.35913488027512
"Annual","Within","GUATEMALA_VENEZUELA",0.200199379111398
"Annual","Within","GUATEMALA_VIET NAM",0.463613785415993
"Annual","Within","GUYANA_HONDURAS",0.21988813583082
"Annual","Within","GUYANA_INDIA",0.166415532843269
"Annual","Within","GUYANA_INDONESIA",0.180020761166046
"Annual","Within","GUYANA_JAMAICA",0.175877421778424
"Annual","Within","GUYANA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.225621969705627
"Annual","Within","GUYANA_MALAYSIA",0.171212129356026
"Annual","Within","GUYANA_MARTINIQUE",0.141917574724579
"Annual","Within","GUYANA_MEXICO",0.195942788528403
"Annual","Within","GUYANA_MYANMAR",0.234991160908782
"Annual","Within","GUYANA_NICARAGUA",0.204479556211908
"Annual","Within","GUYANA_PALAU",0.155846526892691
"Annual","Within","GUYANA_PANAMA",0.197187903055309
"Annual","Within","GUYANA_PHILIPPINES",0.221995514485326
"Annual","Within","GUYANA_PUERTO RICO",0.153193545006996
"Annual","Within","GUYANA_SINGAPORE",0.240396600378396
"Annual","Within","GUYANA_SRI LANKA",0.163247785374051
"Annual","Within","GUYANA_SURINAME",0.1971215810826
"Annual","Within","GUYANA_TAIWAN",0.17670930466788
"Annual","Within","GUYANA_THAILAND",0.227770039414001
"Annual","Within","GUYANA_TRINIDAD AND TOBAGO",0.168677694051656
"Annual","Within","GUYANA_VENEZUELA",0.13452666047832
"Annual","Within","GUYANA_VIET NAM",0.19205158513188
"Annual","Within","HONDURAS_INDIA",0.29750348361189
"Annual","Within","HONDURAS_INDONESIA",0.118603963798185
"Annual","Within","HONDURAS_JAMAICA",0.275860704185947
"Annual","Within","HONDURAS_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.399109735876925
"Annual","Within","HONDURAS_MALAYSIA",0.24171140372877
"Annual","Within","HONDURAS_MARTINIQUE",0.127371569361204
"Annual","Within","HONDURAS_MEXICO",0.358924418765385
"Annual","Within","HONDURAS_MYANMAR",0.374730981436887
"Annual","Within","HONDURAS_NICARAGUA",0.346921833331347
"Annual","Within","HONDURAS_PALAU",0.196328818436248
"Annual","Within","HONDURAS_PANAMA",0.296946936894634
"Annual","Within","HONDURAS_PHILIPPINES",0.353944475402143
"Annual","Within","HONDURAS_PUERTO RICO",0.218381142155518
"Annual","Within","HONDURAS_SINGAPORE",0.365116680853939
"Annual","Within","HONDURAS_SRI LANKA",0.227844302676353
"Annual","Within","HONDURAS_SURINAME",0.115919857030884
"Annual","Within","HONDURAS_TAIWAN",0.284758438573717
"Annual","Within","HONDURAS_THAILAND",0.37821716814947
"Annual","Within","HONDURAS_TRINIDAD AND TOBAGO",0.293540184726475
"Annual","Within","HONDURAS_VENEZUELA",0.167639804448815
"Annual","Within","HONDURAS_VIET NAM",0.355645199510637
"Annual","Within","INDIA_INDONESIA",0.097737213854763
"Annual","Within","INDIA_JAMAICA",0.278051916911347
"Annual","Within","INDIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.441094172043037
"Annual","Within","INDIA_MALAYSIA",0.241357793545274
"Annual","Within","INDIA_MARTINIQUE",0.227504265381474
"Annual","Within","INDIA_MEXICO",0.505785598418099
"Annual","Within","INDIA_MYANMAR",0.38746790850497
"Annual","Within","INDIA_NICARAGUA",0.443923720734934
"Annual","Within","INDIA_PALAU",0.142039331806372
"Annual","Within","INDIA_PANAMA",0.396209857095749
"Annual","Within","INDIA_PHILIPPINES",0.437158246193003
"Annual","Within","INDIA_PUERTO RICO",0.353835680690534
"Annual","Within","INDIA_SINGAPORE",0.323298327124244
"Annual","Within","INDIA_SRI LANKA",0.197834828465859
"Annual","Within","INDIA_SURINAME",0.175053610513333
"Annual","Within","INDIA_TAIWAN",0.476483088552205
"Annual","Within","INDIA_THAILAND",0.403096044893328
"Annual","Within","INDIA_TRINIDAD AND TOBAGO",0.456278556874441
"Annual","Within","INDIA_VENEZUELA",0.222941140307064
"Annual","Within","INDIA_VIET NAM",0.493650909516153
"Annual","Within","INDONESIA_JAMAICA",0.187507991834188
"Annual","Within","INDONESIA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.088106104184535
"Annual","Within","INDONESIA_MALAYSIA",0.156669859439616
"Annual","Within","INDONESIA_MARTINIQUE",0.255208419246147
"Annual","Within","INDONESIA_MEXICO",0.055282612042083
"Annual","Within","INDONESIA_MYANMAR",0.136464330688085
"Annual","Within","INDONESIA_NICARAGUA",0.0648198898164002
"Annual","Within","INDONESIA_PALAU",0.152078942773733
"Annual","Within","INDONESIA_PANAMA",0.12378195777813
"Annual","Within","INDONESIA_PHILIPPINES",0.0703268434256808
"Annual","Within","INDONESIA_PUERTO RICO",0.166347283095023
"Annual","Within","INDONESIA_SINGAPORE",0.117373892126195
"Annual","Within","INDONESIA_SRI LANKA",0.167341364008835
"Annual","Within","INDONESIA_SURINAME",0.234491416113333
"Annual","Within","INDONESIA_TAIWAN",0.0791628143891284
"Annual","Within","INDONESIA_THAILAND",0.097930597692509
"Annual","Within","INDONESIA_TRINIDAD AND TOBAGO",0.121777913201708
"Annual","Within","INDONESIA_VENEZUELA",0.197092493717287
"Annual","Within","INDONESIA_VIET NAM",0.0792019594109457
"Annual","Within","JAMAICA_LAO PEOPLE'S DEMOCRATIC REPUBLIC",0.211883271081866
