"metric","adm_0_name","ISO_A0","od_region","m","point","lwr","upr","within_sd_log","between_sd_log"
"country_growth_since_emergence_min3_pct","ARGENTINA","ARG","South America",50,50.0287186903023,15.360528901899,95.1154059894687,0.134065971343274,0
"country_growth_since_emergence_min3_pct","ARUBA","ABW","Caribbean",50,3.04798636391983,-5.27313407637225,12.1000614780177,0.0429584994402922,0
"country_growth_since_emergence_min3_pct","AUSTRALIA","AUS","Pacific Islands",50,4.06724474954712,1.33851007028414,6.86945586876018,0.0135567678195105,0
"country_growth_since_emergence_min3_pct","BAHAMAS","BHS","Caribbean",50,2.81829927357549,-13.273437937957,21.895788489203,0.086839933109291,0
"country_growth_since_emergence_min3_pct","BANGLADESH","BGD","South Asia",50,36.1785239237371,14.45230670926,62.0289788056097,0.0886794355824889,0
"country_growth_since_emergence_min3_pct","BARBADOS","BRB","Caribbean",50,3.48382407192087,-0.271652352130403,7.38072069899609,0.0188602166169715,0
"country_growth_since_emergence_min3_pct","BELIZE","BLZ","North & Central America",50,11.2345797375847,5.8702935426505,16.8706661270615,0.0252181181422475,0
"country_growth_since_emergence_min3_pct","BENIN","BEN","Sub-Saharan Africa",50,22.6747618004147,-43.4509649983898,166.124739040374,0.395123843330688,0
"country_growth_since_emergence_min3_pct","BERMUDA","BMU","Caribbean",50,0.878681463740638,-6.02308469473318,8.28732078304895,0.0361585475731738,0
"country_growth_since_emergence_min3_pct","BHUTAN","BTN","South Asia",50,-1.16367913179157,-13.8853289925971,13.4373296499465,0.070299947608603,0
"country_growth_since_emergence_min3_pct","BOLIVIA","BOL","South America",50,3.32733262935949,-1.42204781380237,8.30553314936044,0.0240077410718073,0
"country_growth_since_emergence_min3_pct","BONAIRE, SAINT EUSTATIUS AND SABA","BES","Caribbean",50,-23.6847151162323,-36.0917606322923,-8.86898521204685,0.0905245969288456,0
"country_growth_since_emergence_min3_pct","BRAZIL","BRA","South America",50,12.9340555161428,9.05904664475603,16.946748460656,0.0178139094608837,0
"country_growth_since_emergence_min3_pct","BRUNEI DARUSSALAM","BRN","East & Southeast Asia",50,6.92331817634784,-1.93621543564434,16.5832628286717,0.042643154710824,0.0112295449146322
"country_growth_since_emergence_min3_pct","BURKINA FASO","BFA","Sub-Saharan Africa",50,79.6051952034976,4.94063318292617,207.393096131374,0.274171512440748,0
"country_growth_since_emergence_min3_pct","CABO VERDE","CPV","Sub-Saharan Africa",50,3.5341510463303,-23.1230971482181,39.4348632065876,0.151855815844992,0.00312100447338217
"country_growth_since_emergence_min3_pct","CAMBODIA","KHM","East & Southeast Asia",50,2.32875445471745,-0.470422362637657,5.20665551707407,0.014151115857883,4.9499929775443e-05
"country_growth_since_emergence_min3_pct","CAMEROON","CMR","Sub-Saharan Africa",50,-23.2772102062704,-43.5251951784835,4.23031106236158,0.156331539414052,0
"country_growth_since_emergence_min3_pct","CAYMAN ISLANDS","CYM","Caribbean",50,7.70829677995575,0.330486389942442,15.6286350506716,0.0362032246272827,0
"country_growth_since_emergence_min3_pct","CHILE","CHL","South America",50,-11.7703696136341,-23.8015290881739,2.16041850921946,0.0747980358100535,0
"country_growth_since_emergence_min3_pct","CHINA","CHN","East & Southeast Asia",50,10.8055828910289,2.42030340535204,19.8773757897214,0.0401496308550732,0.000120463775537543
