"adm_0_name","Year","Month","dengue_total","source_file"
"Northern Mariana Islands",1994,10,0,"SPEHSIS"
"Northern Mariana Islands",1994,11,0,"SPEHSIS"
"Northern Mariana Islands",1994,12,0,"SPEHSIS"
"Palau",1994,1,0,"SPEHSIS"
"Palau",1994,2,0,"SPEHSIS"
"Palau",1994,3,0,"SPEHSIS"
"Palau",1994,4,0,"SPEHSIS"
"Palau",1994,5,0,"SPEHSIS"
"Palau",1994,6,0,"SPEHSIS"
"Palau",1994,7,0,"SPEHSIS"
"Palau",1994,8,0,"SPEHSIS"
"Palau",1994,9,0,"SPEHSIS"
"Palau",1994,10,0,"SPEHSIS"
"Palau",1994,11,0,"SPEHSIS"
"Palau",1994,12,0,"SPEHSIS"
"Pitcairn Island",1994,1,0,"SPEHSIS"
"Pitcairn Island",1994,2,0,"SPEHSIS"
"Pitcairn Island",1994,3,0,"SPEHSIS"
"Pitcairn Island",1994,4,0,"SPEHSIS"
"Pitcairn Island",1994,5,0,"SPEHSIS"
"Pitcairn Island",1994,6,0,"SPEHSIS"
"Pitcairn Island",1994,7,0,"SPEHSIS"
"Pitcairn Island",1994,8,0,"SPEHSIS"
"Pitcairn Island",1994,9,0,"SPEHSIS"
"Pitcairn Island",1994,10,0,"SPEHSIS"
"Pitcairn Island",1994,11,0,"SPEHSIS"
"Pitcairn Island",1994,12,0,"SPEHSIS"
"Tokelau",1994,1,0,"SPEHSIS"
"Tokelau",1994,2,0,"SPEHSIS"
"Tokelau",1994,4,0,"SPEHSIS"
"Tokelau",1994,5,0,"SPEHSIS"
"Tokelau",1994,6,0,"SPEHSIS"
"Tonga",1994,1,0,"SPEHSIS"
"Tonga",1994,2,0,"SPEHSIS"
"Tonga",1994,3,0,"SPEHSIS"
"Tonga",1994,4,0,"SPEHSIS"
"Tonga",1994,5,0,"SPEHSIS"
"Tonga",1994,6,0,"SPEHSIS"
"Tonga",1994,7,0,"SPEHSIS"
"Tonga",1994,8,0,"SPEHSIS"
"Tonga",1994,9,0,"SPEHSIS"
"Tonga",1994,10,0,"SPEHSIS"
"Tonga",1994,11,0,"SPEHSIS"
"Tonga",1994,12,0,"SPEHSIS"
"Tuvalu",1994,1,0,"SPEHSIS"
"Tuvalu",1994,2,0,"SPEHSIS"
"Tuvalu",1994,3,0,"SPEHSIS"
"Tuvalu",1994,4,0,"SPEHSIS"
"Tuvalu",1994,5,0,"SPEHSIS"
"Tuvalu",1994,6,0,"SPEHSIS"
"Tuvalu",1994,7,0,"SPEHSIS"
"Tuvalu",1994,8,0,"SPEHSIS"
"Tuvalu",1994,9,0,"SPEHSIS"
"Tuvalu",1994,10,0,"SPEHSIS"
"Tuvalu",1994,11,0,"SPEHSIS"
"Tuvalu",1994,12,0,"SPEHSIS"
"Vanuatu",1994,1,10,"SPEHSIS"
"Vanuatu",1994,2,25,"SPEHSIS"
"Vanuatu",1994,3,8,"SPEHSIS"
"Vanuatu",1994,4,5,"SPEHSIS"
"Vanuatu",1994,5,2,"SPEHSIS"
"Vanuatu",1994,6,15,"SPEHSIS"
"Vanuatu",1994,8,69,"SPEHSIS"
"Vanuatu",1994,10,3,"SPEHSIS"
"Vanuatu",1994,12,1,"SPEHSIS"
"Wallis and Futuna",1994,1,0,"SPEHSIS"
"Wallis and Futuna",1994,2,0,"SPEHSIS"
"Wallis and Futuna",1994,3,0,"SPEHSIS"
"Wallis and Futuna",1994,4,0,"SPEHSIS"
"Wallis and Futuna",1994,5,0,"SPEHSIS"
"Wallis and Futuna",1994,6,0,"SPEHSIS"
"Wallis and Futuna",1994,7,0,"SPEHSIS"
"Wallis and Futuna",1994,8,0,"SPEHSIS"
"Wallis and Futuna",1994,9,0,"SPEHSIS"
"Wallis and Futuna",1994,10,0,"SPEHSIS"
"Wallis and Futuna",1994,11,0,"SPEHSIS"
"Wallis and Futuna",1994,12,0,"SPEHSIS"
"Western Samoa",1994,1,0,"SPEHSIS"
"Western Samoa",1994,2,0,"SPEHSIS"
"Western Samoa",1994,3,0,"SPEHSIS"
"Western Samoa",1994,4,0,"SPEHSIS"
"Western Samoa",1994,5,0,"SPEHSIS"
"Western Samoa",1994,6,0,"SPEHSIS"
"Western Samoa",1994,7,0,"SPEHSIS"
"Western Samoa",1994,8,0,"SPEHSIS"
"Western Samoa",1994,9,0,"SPEHSIS"
"Western Samoa",1994,10,0,"SPEHSIS"
"Western Samoa",1994,11,0,"SPEHSIS"
"Western Samoa",1994,12,0,"SPEHSIS"
"American Samoa",1995,1,0,"SPEHSIS"
"American Samoa",1995,2,0,"SPEHSIS"
"American Samoa",1995,3,0,"SPEHSIS"
"American Samoa",1995,4,0,"SPEHSIS"
"American Samoa",1995,5,0,"SPEHSIS"
"American Samoa",1995,6,0,"SPEHSIS"
"American Samoa",1995,7,0,"SPEHSIS"
"American Samoa",1995,8,0,"SPEHSIS"
"American Samoa",1995,9,0,"SPEHSIS"
"American Samoa",1995,10,28,"SPEHSIS"
"American Samoa",1995,11,34,"SPEHSIS"
"American Samoa",1995,12,184,"SPEHSIS"
"Cook Islands",1995,1,0,"SPEHSIS"
"Cook Islands",1995,2,20,"SPEHSIS"
"Cook Islands",1995,3,140,"SPEHSIS"
"Cook Islands",1995,4,222,"SPEHSIS"
"Cook Islands",1995,5,361,"SPEHSIS"
"Cook Islands",1995,6,34,"SPEHSIS"
"Cook Islands",1995,7,7,"SPEHSIS"
"Cook Islands",1995,8,2,"SPEHSIS"
"Cook Islands",1995,9,0,"SPEHSIS"
"Cook Islands",1995,10,0,"SPEHSIS"
"Cook Islands",1995,11,0,"SPEHSIS"
"Cook Islands",1995,12,0,"SPEHSIS"
"Fed. States of Micronesia",1995,1,0,"SPEHSIS"
"Fed. States of Micronesia",1995,2,0,"SPEHSIS"
"Fed. States of Micronesia",1995,3,0,"SPEHSIS"
"Fed. States of Micronesia",1995,4,1,"SPEHSIS"
"Fed. States of Micronesia",1995,5,19,"SPEHSIS"
"Fed. States of Micronesia",1995,6,36,"SPEHSIS"
"Fed. States of Micronesia",1995,7,1,"SPEHSIS"
"Fed. States of Micronesia",1995,8,9,"SPEHSIS"
"Fed. States of Micronesia",1995,9,0,"SPEHSIS"
"Fed. States of Micronesia",1995,10,0,"SPEHSIS"
"Fed. States of Micronesia",1995,11,0,"SPEHSIS"
"Fed. States of Micronesia",1995,12,0,"SPEHSIS"
"Fiji",1995,1,7,"SPEHSIS"
"Fiji",1995,2,13,"SPEHSIS"
"Fiji",1995,3,7,"SPEHSIS"
"Fiji",1995,4,3,"SPEHSIS"
"Fiji",1995,5,0,"SPEHSIS"
"Fiji",1995,6,0,"SPEHSIS"
"Fiji",1995,7,0,"SPEHSIS"
"Fiji",1995,8,0,"SPEHSIS"
"Fiji",1995,9,0,"SPEHSIS"
"Fiji",1995,10,0,"SPEHSIS"
"Fiji",1995,11,1,"SPEHSIS"
"French Polynesia",1995,1,13,"SPEHSIS"
"French Polynesia",1995,2,12,"SPEHSIS"
"French Polynesia",1995,3,33,"SPEHSIS"
"French Polynesia",1995,4,28,"SPEHSIS"
"French Polynesia",1995,5,38,"SPEHSIS"
"French Polynesia",1995,6,5,"SPEHSIS"
"French Polynesia",1995,7,43,"SPEHSIS"
"French Polynesia",1995,8,15,"SPEHSIS"
"French Polynesia",1995,9,7,"SPEHSIS"
"French Polynesia",1995,10,2,"SPEHSIS"
"French Polynesia",1995,11,5,"SPEHSIS"
"French Polynesia",1995,12,5,"SPEHSIS"
"Guam",1995,1,0,"SPEHSIS"
"Guam",1995,2,0,"SPEHSIS"
"Guam",1995,3,0,"SPEHSIS"
"Guam",1995,4,0,"SPEHSIS"
"Guam",1995,5,0,"SPEHSIS"
"Guam",1995,6,0,"SPEHSIS"
"Guam",1995,7,0,"SPEHSIS"
"Guam",1995,8,0,"SPEHSIS"
"Guam",1995,9,0,"SPEHSIS"
"Guam",1995,10,0,"SPEHSIS"
"Guam",1995,11,0,"SPEHSIS"
"Guam",1995,12,0,"SPEHSIS"
"Kiribati",1995,1,0,"SPEHSIS"
"Kiribati",1995,2,0,"SPEHSIS"
"Kiribati",1995,3,0,"SPEHSIS"
"Kiribati",1995,4,0,"SPEHSIS"
"Kiribati",1995,5,0,"SPEHSIS"
"Kiribati",1995,6,0,"SPEHSIS"
"Kiribati",1995,7,0,"SPEHSIS"
"Kiribati",1995,8,0,"SPEHSIS"
"Kiribati",1995,9,0,"SPEHSIS"
"Kiribati",1995,10,0,"SPEHSIS"
"Kiribati",1995,11,0,"SPEHSIS"
"Kiribati",1995,12,0,"SPEHSIS"
"Marshall Islands",1995,1,0,"SPEHSIS"
"Marshall Islands",1995,2,0,"SPEHSIS"
"Marshall Islands",1995,3,0,"SPEHSIS"
"Marshall Islands",1995,4,0,"SPEHSIS"
"Marshall Islands",1995,5,0,"SPEHSIS"
"Marshall Islands",1995,6,0,"SPEHSIS"
"Marshall Islands",1995,7,0,"SPEHSIS"
"Marshall Islands",1995,8,0,"SPEHSIS"
"Marshall Islands",1995,9,0,"SPEHSIS"
"Marshall Islands",1995,10,0,"SPEHSIS"
"Marshall Islands",1995,11,0,"SPEHSIS"
"Marshall Islands",1995,12,0,"SPEHSIS"
"New Caledonia",1995,1,34,"SPEHSIS"
"New Caledonia",1995,2,254,"SPEHSIS"
"New Caledonia",1995,3,235,"SPEHSIS"
"New Caledonia",1995,4,367,"SPEHSIS"
"New Caledonia",1995,5,490,"SPEHSIS"
"New Caledonia",1995,6,286,"SPEHSIS"
"New Caledonia",1995,7,102,"SPEHSIS"
"New Caledonia",1995,8,54,"SPEHSIS"
"New Caledonia",1995,9,18,"SPEHSIS"
"New Caledonia",1995,10,12,"SPEHSIS"
"New Caledonia",1995,11,12,"SPEHSIS"
"New Caledonia",1995,12,47,"SPEHSIS"
"Niue",1995,1,0,"SPEHSIS"
"Niue",1995,2,0,"SPEHSIS"
"Niue",1995,3,0,"SPEHSIS"
"Niue",1995,4,0,"SPEHSIS"
"Niue",1995,5,0,"SPEHSIS"
"Niue",1995,6,0,"SPEHSIS"
"Niue",1995,7,0,"SPEHSIS"
"Niue",1995,8,0,"SPEHSIS"
"Niue",1995,9,0,"SPEHSIS"
"Niue",1995,10,0,"SPEHSIS"
"Niue",1995,11,0,"SPEHSIS"
"Niue",1995,12,0,"SPEHSIS"
"Northern Mariana Islands",1995,1,0,"SPEHSIS"
"Northern Mariana Islands",1995,3,0,"SPEHSIS"
"Palau",1995,1,1,"SPEHSIS"
"Palau",1995,2,5,"SPEHSIS"
"Palau",1995,3,10,"SPEHSIS"
"Palau",1995,4,123,"SPEHSIS"
"Palau",1995,5,61,"SPEHSIS"
"Palau",1995,6,1,"SPEHSIS"
"Palau",1995,7,0,"SPEHSIS"
"Palau",1995,8,0,"SPEHSIS"
"Palau",1995,9,0,"SPEHSIS"
"Palau",1995,10,0,"SPEHSIS"
"Palau",1995,11,1,"SPEHSIS"
"Palau",1995,12,0,"SPEHSIS"
"Pitcairn Island",1995,1,0,"SPEHSIS"
"Pitcairn Island",1995,2,0,"SPEHSIS"
"Pitcairn Island",1995,3,0,"SPEHSIS"
"Pitcairn Island",1995,4,0,"SPEHSIS"
"Pitcairn Island",1995,5,0,"SPEHSIS"
"Pitcairn Island",1995,6,0,"SPEHSIS"
"Pitcairn Island",1995,7,0,"SPEHSIS"
"Pitcairn Island",1995,8,0,"SPEHSIS"
"Pitcairn Island",1995,9,0,"SPEHSIS"
"Pitcairn Island",1995,10,0,"SPEHSIS"
"Pitcairn Island",1995,11,0,"SPEHSIS"
"Pitcairn Island",1995,12,0,"SPEHSIS"
"Vanuatu",1995,1,2,"SPEHSIS"
"Vanuatu",1995,2,2,"SPEHSIS"
"Vanuatu",1995,3,27,"SPEHSIS"
"Vanuatu",1995,4,0,"SPEHSIS"
"Vanuatu",1995,5,0,"SPEHSIS"
"Vanuatu",1995,6,8,"SPEHSIS"
"Vanuatu",1995,7,3,"SPEHSIS"
"Vanuatu",1995,8,7,"SPEHSIS"
"Vanuatu",1995,9,24,"SPEHSIS"
"Vanuatu",1995,10,11,"SPEHSIS"
"Vanuatu",1995,11,7,"SPEHSIS"
"Vanuatu",1995,12,9,"SPEHSIS"
"Wallis and Futuna",1995,1,0,"SPEHSIS"
"Wallis and Futuna",1995,2,1,"SPEHSIS"
"Wallis and Futuna",1995,3,0,"SPEHSIS"
"Wallis and Futuna",1995,4,2,"SPEHSIS"
"Wallis and Futuna",1995,5,0,"SPEHSIS"
"Wallis and Futuna",1995,6,0,"SPEHSIS"
"Wallis and Futuna",1995,7,0,"SPEHSIS"
"Wallis and Futuna",1995,9,0,"SPEHSIS"
"Wallis and Futuna",1995,10,0,"SPEHSIS"
"Wallis and Futuna",1995,11,0,"SPEHSIS"
"Wallis and Futuna",1995,12,0,"SPEHSIS"
"Western Samoa",1995,1,0,"SPEHSIS"
"Western Samoa",1995,2,0,"SPEHSIS"
"Western Samoa",1995,3,0,"SPEHSIS"
"Western Samoa",1995,4,0,"SPEHSIS"
"Western Samoa",1995,5,0,"SPEHSIS"
"Western Samoa",1995,6,0,"SPEHSIS"
"Western Samoa",1995,7,0,"SPEHSIS"
"Western Samoa",1995,8,0,"SPEHSIS"
"Western Samoa",1995,9,0,"SPEHSIS"
"Western Samoa",1995,10,4,"SPEHSIS"
"Western Samoa",1995,11,120,"SPEHSIS"
"Western Samoa",1995,12,264,"SPEHSIS"
"Cook Islands",1996,1,0,"SPEHSIS"
"Cook Islands",1996,2,1,"SPEHSIS"
"Cook Islands",1996,3,0,"SPEHSIS"
"Cook Islands",1996,4,0,"SPEHSIS"
"Cook Islands",1996,5,0,"SPEHSIS"
"Cook Islands",1996,6,0,"SPEHSIS"
"Cook Islands",1996,7,0,"SPEHSIS"
"Cook Islands",1996,8,0,"SPEHSIS"
"Cook Islands",1996,9,0,"SPEHSIS"
"Cook Islands",1996,10,0,"SPEHSIS"
"Cook Islands",1996,11,0,"SPEHSIS"
"Cook Islands",1996,12,1,"SPEHSIS"
"Fed. States of Micronesia",1996,1,0,"SPEHSIS"
"Fed. States of Micronesia",1996,2,0,"SPEHSIS"
"Fed. States of Micronesia",1996,3,0,"SPEHSIS"
"Fed. States of Micronesia",1996,4,1,"SPEHSIS"
"Fed. States of Micronesia",1996,5,19,"SPEHSIS"
"Fed. States of Micronesia",1996,6,36,"SPEHSIS"
"Fed. States of Micronesia",1996,7,3,"SPEHSIS"
"Fed. States of Micronesia",1996,8,3,"SPEHSIS"
"Fed. States of Micronesia",1996,9,0,"SPEHSIS"
"Fed. States of Micronesia",1996,10,0,"SPEHSIS"
"Fed. States of Micronesia",1996,11,0,"SPEHSIS"
"Fed. States of Micronesia",1996,12,0,"SPEHSIS"
"Fiji",1996,1,0,"SPEHSIS"
"Fiji",1996,2,0,"SPEHSIS"
"Fiji",1996,3,2,"SPEHSIS"
"Fiji",1996,4,0,"SPEHSIS"
"Fiji",1996,5,0,"SPEHSIS"
"Fiji",1996,6,0,"SPEHSIS"
"Fiji",1996,7,0,"SPEHSIS"
"Fiji",1996,8,0,"SPEHSIS"
"Fiji",1996,9,0,"SPEHSIS"
"Fiji",1996,10,0,"SPEHSIS"
"Fiji",1996,11,0,"SPEHSIS"
"Fiji",1996,12,0,"SPEHSIS"
"French Polynesia",1996,1,5,"SPEHSIS"
"French Polynesia",1996,2,3,"SPEHSIS"
"French Polynesia",1996,3,14,"SPEHSIS"
"French Polynesia",1996,4,20,"SPEHSIS"
"French Polynesia",1996,5,11,"SPEHSIS"
"French Polynesia",1996,6,12,"SPEHSIS"
"French Polynesia",1996,7,5,"SPEHSIS"
"French Polynesia",1996,8,9,"SPEHSIS"
"French Polynesia",1996,9,101,"SPEHSIS"
"French Polynesia",1996,10,104,"SPEHSIS"
"French Polynesia",1996,11,66,"SPEHSIS"
"French Polynesia",1996,12,227,"SPEHSIS"
"Guam",1996,1,0,"SPEHSIS"
"Guam",1996,2,0,"SPEHSIS"
"Guam",1996,3,0,"SPEHSIS"
"Guam",1996,4,0,"SPEHSIS"
"Guam",1996,5,0,"SPEHSIS"
"Guam",1996,6,0,"SPEHSIS"
"Guam",1996,7,0,"SPEHSIS"
"Guam",1996,8,0,"SPEHSIS"
"Guam",1996,9,0,"SPEHSIS"
"Guam",1996,10,0,"SPEHSIS"
"Guam",1996,11,0,"SPEHSIS"
"Guam",1996,12,0,"SPEHSIS"
"Kiribati",1996,1,0,"SPEHSIS"
"Kiribati",1996,2,0,"SPEHSIS"
"Kiribati",1996,3,0,"SPEHSIS"
"Kiribati",1996,4,0,"SPEHSIS"
"Kiribati",1996,5,0,"SPEHSIS"
"Kiribati",1996,6,0,"SPEHSIS"
"Kiribati",1996,7,0,"SPEHSIS"
"Kiribati",1996,8,0,"SPEHSIS"
"Kiribati",1996,9,0,"SPEHSIS"
"Kiribati",1996,10,0,"SPEHSIS"
"Kiribati",1996,11,0,"SPEHSIS"
"Kiribati",1996,12,0,"SPEHSIS"
"Marshall Islands",1996,1,0,"SPEHSIS"
"Marshall Islands",1996,2,0,"SPEHSIS"
"Marshall Islands",1996,3,0,"SPEHSIS"
"Marshall Islands",1996,4,0,"SPEHSIS"
"Marshall Islands",1996,5,0,"SPEHSIS"
"Marshall Islands",1996,6,0,"SPEHSIS"
"Marshall Islands",1996,7,0,"SPEHSIS"
"Marshall Islands",1996,8,0,"SPEHSIS"
"Marshall Islands",1996,9,0,"SPEHSIS"
"Marshall Islands",1996,10,0,"SPEHSIS"
"Marshall Islands",1996,11,0,"SPEHSIS"
"Marshall Islands",1996,12,0,"SPEHSIS"
"New Caledonia",1996,1,240,"SPEHSIS"
"New Caledonia",1996,2,265,"SPEHSIS"
"New Caledonia",1996,3,441,"SPEHSIS"
"New Caledonia",1996,4,721,"SPEHSIS"
"New Caledonia",1996,5,291,"SPEHSIS"
"New Caledonia",1996,6,102,"SPEHSIS"
"New Caledonia",1996,7,31,"SPEHSIS"
"New Caledonia",1996,8,2,"SPEHSIS"
"New Caledonia",1996,9,7,"SPEHSIS"
"New Caledonia",1996,10,9,"SPEHSIS"
"New Caledonia",1996,11,8,"SPEHSIS"
"New Caledonia",1996,12,4,"SPEHSIS"
"Niue",1996,1,0,"SPEHSIS"
"Niue",1996,2,0,"SPEHSIS"
"Niue",1996,3,0,"SPEHSIS"
"Niue",1996,4,0,"SPEHSIS"
"Niue",1996,5,0,"SPEHSIS"
"Niue",1996,6,0,"SPEHSIS"
"Niue",1996,7,0,"SPEHSIS"
"Niue",1996,8,0,"SPEHSIS"
"Niue",1996,9,0,"SPEHSIS"
"Niue",1996,10,0,"SPEHSIS"
"Niue",1996,11,0,"SPEHSIS"
"Niue",1996,12,0,"SPEHSIS"
"Palau",1996,1,0,"SPEHSIS"
"Palau",1996,2,0,"SPEHSIS"
"Palau",1996,3,0,"SPEHSIS"
"Palau",1996,4,0,"SPEHSIS"
"Palau",1996,5,0,"SPEHSIS"
"Palau",1996,6,0,"SPEHSIS"
"Palau",1996,7,1,"SPEHSIS"
"Palau",1996,8,0,"SPEHSIS"
"Palau",1996,9,0,"SPEHSIS"
"Palau",1996,10,0,"SPEHSIS"
"Palau",1996,11,0,"SPEHSIS"
"Palau",1996,12,0,"SPEHSIS"
"Pitcairn Island",1996,1,0,"SPEHSIS"
"Pitcairn Island",1996,2,0,"SPEHSIS"
"Pitcairn Island",1996,3,0,"SPEHSIS"
"Pitcairn Island",1996,4,0,"SPEHSIS"
"Pitcairn Island",1996,5,0,"SPEHSIS"
"Pitcairn Island",1996,6,0,"SPEHSIS"
"Pitcairn Island",1996,7,0,"SPEHSIS"
"Pitcairn Island",1996,8,0,"SPEHSIS"
"Pitcairn Island",1996,9,0,"SPEHSIS"
"Pitcairn Island",1996,10,0,"SPEHSIS"
"Pitcairn Island",1996,11,0,"SPEHSIS"
"Pitcairn Island",1996,12,0,"SPEHSIS"
"Tokelau",1996,1,0,"SPEHSIS"
"Tokelau",1996,2,0,"SPEHSIS"
"Tokelau",1996,3,6,"SPEHSIS"
"Tokelau",1996,4,0,"SPEHSIS"
"Tokelau",1996,5,0,"SPEHSIS"
"Tokelau",1996,6,0,"SPEHSIS"
"Tokelau",1996,7,0,"SPEHSIS"
"Tokelau",1996,8,0,"SPEHSIS"
"Tokelau",1996,9,0,"SPEHSIS"
"Tonga",1996,1,0,"SPEHSIS"
"Tonga",1996,2,2,"SPEHSIS"
"Tonga",1996,3,0,"SPEHSIS"
"Tonga",1996,4,0,"SPEHSIS"
"Tonga",1996,5,0,"SPEHSIS"
"Tonga",1996,6,0,"SPEHSIS"
"Tonga",1996,7,0,"SPEHSIS"
"Tonga",1996,8,0,"SPEHSIS"
"Tonga",1996,9,0,"SPEHSIS"
"Tonga",1996,10,0,"SPEHSIS"
"Tonga",1996,11,0,"SPEHSIS"
"Tonga",1996,12,0,"SPEHSIS"
"Tuvalu",1996,1,0,"SPEHSIS"
"Tuvalu",1996,2,0,"SPEHSIS"
"Tuvalu",1996,3,0,"SPEHSIS"
"Tuvalu",1996,4,0,"SPEHSIS"
"Tuvalu",1996,5,0,"SPEHSIS"
"Tuvalu",1996,6,0,"SPEHSIS"
"Tuvalu",1996,7,0,"SPEHSIS"
"Tuvalu",1996,8,0,"SPEHSIS"
"Tuvalu",1996,9,0,"SPEHSIS"
"Tuvalu",1996,10,0,"SPEHSIS"
"Tuvalu",1996,11,0,"SPEHSIS"
"Tuvalu",1996,12,0,"SPEHSIS"
"Vanuatu",1996,1,8,"SPEHSIS"
"Vanuatu",1996,2,2,"SPEHSIS"
"Vanuatu",1996,3,0,"SPEHSIS"
"Vanuatu",1996,4,0,"SPEHSIS"
"Vanuatu",1996,5,0,"SPEHSIS"
"Vanuatu",1996,6,0,"SPEHSIS"
"Vanuatu",1996,7,1,"SPEHSIS"
"Vanuatu",1996,8,0,"SPEHSIS"
"Vanuatu",1996,9,0,"SPEHSIS"
"Vanuatu",1996,10,0,"SPEHSIS"
"Vanuatu",1996,11,2,"SPEHSIS"
"Vanuatu",1996,12,6,"SPEHSIS"
"Wallis and Futuna",1996,1,0,"SPEHSIS"
"Wallis and Futuna",1996,2,0,"SPEHSIS"
"Wallis and Futuna",1996,3,0,"SPEHSIS"
"Wallis and Futuna",1996,4,0,"SPEHSIS"
"Wallis and Futuna",1996,5,0,"SPEHSIS"
"Wallis and Futuna",1996,6,0,"SPEHSIS"
"Wallis and Futuna",1996,7,0,"SPEHSIS"
"Wallis and Futuna",1996,8,0,"SPEHSIS"
"Wallis and Futuna",1996,9,0,"SPEHSIS"
"Wallis and Futuna",1996,10,0,"SPEHSIS"
"Wallis and Futuna",1996,11,0,"SPEHSIS"
"Wallis and Futuna",1996,12,0,"SPEHSIS"
"Western Samoa",1996,1,637,"SPEHSIS"
"Western Samoa",1996,2,253,"SPEHSIS"
"Western Samoa",1996,3,74,"SPEHSIS"
"Western Samoa",1996,4,22,"SPEHSIS"
"Western Samoa",1996,5,7,"SPEHSIS"
"Western Samoa",1996,6,1,"SPEHSIS"
"Western Samoa",1996,7,4,"SPEHSIS"
"Western Samoa",1996,8,0,"SPEHSIS"
"Western Samoa",1996,9,0,"SPEHSIS"
"Western Samoa",1996,10,1,"SPEHSIS"
"Western Samoa",1996,11,3,"SPEHSIS"
"Western Samoa",1996,12,4,"SPEHSIS"
