Original_Index,Country,WHO_Region,Year,Cases,Deaths,DALY_2015_GHE,Population_1000s
3401,Venezuela (Bolivarian Republic of),PAHO,1999,21340,15,,24028689
3402,Venezuela (Bolivarian Republic of),PAHO,2000,16729,5,3900,24488340
3403,Venezuela (Bolivarian Republic of),PAHO,2001,70098,15,,24948476
3404,Venezuela (Bolivarian Republic of),PAHO,2002,31718,1,,25408700
3405,Venezuela (Bolivarian Republic of),PAHO,2003,22504,7,,25868523
3406,Venezuela (Bolivarian Republic of),PAHO,2004,26721,5,,26327225
3407,Venezuela (Bolivarian Republic of),PAHO,2005,42198,4,4300,26784161
3408,Venezuela (Bolivarian Republic of),PAHO,2006,39860,0,,27239168
3409,Venezuela (Bolivarian Republic of),PAHO,2007,80646,0,,27691965
3410,Venezuela (Bolivarian Republic of),PAHO,2008,48048,0,,28141701
3411,Venezuela (Bolivarian Republic of),PAHO,2009,65869,0,,28587323
3412,Venezuela (Bolivarian Republic of),PAHO,2010,123967,0,8900,29028033
3413,Venezuela (Bolivarian Republic of),PAHO,2011,31551,0,,29463291
3414,Venezuela (Bolivarian Republic of),PAHO,2012,49044,0,,29893080
3415,Venezuela (Bolivarian Republic of),PAHO,2013,63726,0,,30317848
3416,Venezuela (Bolivarian Republic of),PAHO,2014,87308,0,,30738378
3073,Timor-Leste,SEARO,1990,,,0,751933
3074,Timor-Leste,SEARO,1991,,,,777011
3075,Timor-Leste,SEARO,1992,,,,805435
3076,Timor-Leste,SEARO,1993,,,,833611
3077,Timor-Leste,SEARO,1994,,,,856684
3078,Timor-Leste,SEARO,1995,,,,871447
3079,Timor-Leste,SEARO,1996,,,,875916
3080,Timor-Leste,SEARO,1997,,,,871994
3081,Timor-Leste,SEARO,1998,,,,865194
3082,Timor-Leste,SEARO,1999,,,,863269
3083,Timor-Leste,SEARO,2000,,,300,871607
3084,Timor-Leste,SEARO,2001,,,,892531
3085,Timor-Leste,SEARO,2002,,,,923825
3086,Timor-Leste,SEARO,2003,,,,960852
3087,Timor-Leste,SEARO,2004,434,2,,996698
3088,Timor-Leste,SEARO,2005,1128,41,400,1026484
3089,Timor-Leste,SEARO,2006,162,0,,1048621
3090,Timor-Leste,SEARO,2007,227,6,,1064973
3091,Timor-Leste,SEARO,2008,108,1,,1078110
3092,Timor-Leste,SEARO,2009,175,1,,1092021
3093,Timor-Leste,SEARO,2010,745,1,300,1109591
3094,Timor-Leste,SEARO,2011,375,1,,1131523
3095,Timor-Leste,SEARO,2012,928,11,,1156760
3096,Timor-Leste,SEARO,2013,608,0,,1184366
3097,Timor-Leste,SEARO,2014,642,3,,1212814
929,Ecuador,PAHO,1990,2109,0,0,10218091
930,Ecuador,PAHO,1991,302,0,,10460990
931,Ecuador,PAHO,1992,454,0,,10705667
932,Ecuador,PAHO,1993,9015,0,,10951202
933,Ecuador,PAHO,1994,8145,0,,11196479
934,Ecuador,PAHO,1995,6607,0,,11440583
935,Ecuador,PAHO,1996,5189,0,,11683479
936,Ecuador,PAHO,1997,3871,0,,11924993
937,Ecuador,PAHO,1998,4606,0,,12163885
938,Ecuador,PAHO,1999,2901,0,,12398691
939,Ecuador,PAHO,2000,22934,1,1200,12628596
940,Ecuador,PAHO,2001,10809,0,,12852755
941,Ecuador,PAHO,2002,5833,0,,13072060
942,Ecuador,PAHO,2003,9628,5,,13289601
943,Ecuador,PAHO,2004,6165,2,,13509647
944,Ecuador,PAHO,2005,12131,14,3700,13735233
945,Ecuador,PAHO,2006,6044,6,,13967480
946,Ecuador,PAHO,2007,10587,5,,14205453
947,Ecuador,PAHO,2008,1894,0,,14447562
948,Ecuador,PAHO,2009,4489,1,,14691275
949,Ecuador,PAHO,2010,17209,0,2700,14934690
950,Ecuador,PAHO,2011,7659,8,,15177355
951,Ecuador,PAHO,2012,19077,23,,15419666
952,Ecuador,PAHO,2013,13630,11,,15661547
953,Ecuador,PAHO,2014,15446,12,,15903112
987,Estonia,EURO,1990,,,0,1565242
988,Estonia,EURO,1991,,,,1548215
989,Estonia,EURO,1992,,,,1520810
990,Estonia,EURO,1993,,,,1488059
991,Estonia,EURO,1994,,,,1457093
992,Estonia,EURO,1995,,,,1433024
993,Estonia,EURO,1996,,,,1417736
994,Estonia,EURO,1997,,,,1409674
995,Estonia,EURO,1998,,,,1406350
996,Estonia,EURO,1999,,,,1403789
997,Estonia,EURO,2000,,,,1399112
998,Estonia,EURO,2001,,,,1391729
999,Estonia,EURO,2002,,,,1382732
1000,Estonia,EURO,2003,,,,1372909
1001,Estonia,EURO,2004,,,,1363565
1002,Estonia,EURO,2005,,,,1355648
1003,Estonia,EURO,2006,,,,1349297
1004,Estonia,EURO,2007,,,,1344072
1005,Estonia,EURO,2008,0,,,1339712
1006,Estonia,EURO,2009,0,,,1335830
1007,Estonia,EURO,2010,0,,,1332102
1008,Estonia,EURO,2011,0,,,1328449
1009,Estonia,EURO,2012,0,,,1324934
1010,Estonia,EURO,2013,0,,,1321560
1011,Estonia,EURO,2014,9,,,1318359
175,Austria,EURO,1990,,,0,7723949
176,Austria,EURO,1991,,,,7772701
177,Austria,EURO,1992,,,,7830933
178,Austria,EURO,1993,,,,7892086
179,Austria,EURO,1994,,,,7947209
180,Austria,EURO,1995,,,,7990121
181,Austria,EURO,1996,,,,8017863
182,Austria,EURO,1997,,,,8032876
183,Austria,EURO,1998,,,,8041050
184,Austria,EURO,1999,,,,8051113
185,Austria,EURO,2000,,,,8069276
186,Austria,EURO,2001,,,,8097748
187,Austria,EURO,2002,,,,8134412
188,Austria,EURO,2003,,,,8175852
189,Austria,EURO,2004,,,,8216805
190,Austria,EURO,2005,,,,8253650
191,Austria,EURO,2006,,,,8284735
192,Austria,EURO,2007,,,,8311783
193,Austria,EURO,2008,0,,,8338453
194,Austria,EURO,2009,0,,,8370038
195,Austria,EURO,2010,10,,,8409949
196,Austria,EURO,2011,0,,,8459864
197,Austria,EURO,2012,2,,,8517548
198,Austria,EURO,2013,63,,,8577782
199,Austria,EURO,2014,80,,,8633220
1509,Indonesia,SEARO,1990,22807,821,0,181436821
1510,Indonesia,SEARO,1991,21120,578,,184615979
1511,Indonesia,SEARO,1992,17620,509,,187766086
1512,Indonesia,SEARO,1993,17418,418,,190879523
1513,Indonesia,SEARO,1994,18783,471,,193945272
1514,Indonesia,SEARO,1995,35102,885,,196957849
1515,Indonesia,SEARO,1996,44650,1192,,199914831
1516,Indonesia,SEARO,1997,30730,681,,202826465
1517,Indonesia,SEARO,1998,71087,999,,205715544
1518,Indonesia,SEARO,1999,14651,291,,208612556
1519,Indonesia,SEARO,2000,33443,472,342400,211540429
1520,Indonesia,SEARO,2001,45904,497,,214506502
1521,Indonesia,SEARO,2002,40377,533,,217508059
1522,Indonesia,SEARO,2003,51934,794,,220545214
1523,Indonesia,SEARO,2004,79462,957,,223614649
1524,Indonesia,SEARO,2005,95279,1298,523300,226712730
1525,Indonesia,SEARO,2006,106425,1096,,229838202
1526,Indonesia,SEARO,2007,157442,1446,,232989141
1527,Indonesia,SEARO,2008,155607,940,,236159276
1528,Indonesia,SEARO,2009,156052,1396,,239340478
1529,Indonesia,SEARO,2010,156086,1358,574400,242524123
1530,Indonesia,SEARO,2011,65725,597,,245707511
1531,Indonesia,SEARO,2012,90245,816,,248883232
1532,Indonesia,SEARO,2013,112511,871,,252032263
1533,Indonesia,SEARO,2014,100347,907,,255131116
2957,Sri Lanka,SEARO,1990,1350,54,0,17329713
2958,Sri Lanka,SEARO,1991,1048,31,,17539633
2959,Sri Lanka,SEARO,1992,656,15,,17740637
2960,Sri Lanka,SEARO,1993,756,7,,17928576
2961,Sri Lanka,SEARO,1994,582,7,,18098348
2962,Sri Lanka,SEARO,1995,440,11,,18247121
2963,Sri Lanka,SEARO,1996,1298,54,,18372120
2964,Sri Lanka,SEARO,1997,980,17,,18476505
2965,Sri Lanka,SEARO,1998,1275,8,,18570701
2966,Sri Lanka,SEARO,1999,1688,19,,18669103
2967,Sri Lanka,SEARO,2000,5213,37,9000,18781938
2968,Sri Lanka,SEARO,2001,5999,54,,18913054
2969,Sri Lanka,SEARO,2002,8931,64,,19059300
2970,Sri Lanka,SEARO,2003,4805,32,,19215307
2971,Sri Lanka,SEARO,2004,15463,88,,19372538
2972,Sri Lanka,SEARO,2005,5994,27,11500,19524558
2973,Sri Lanka,SEARO,2006,11980,44,,19670151
2974,Sri Lanka,SEARO,2007,7332,25,,19810789
2975,Sri Lanka,SEARO,2008,6607,19,,19945832
2976,Sri Lanka,SEARO,2009,35010,346,,20075086
2977,Sri Lanka,SEARO,2010,34105,246,27400,20198353
2978,Sri Lanka,SEARO,2011,28473,186,,20315017
2979,Sri Lanka,SEARO,2012,44461,220,,20424555
2980,Sri Lanka,SEARO,2013,32063,181,,20527233
2981,Sri Lanka,SEARO,2014,47261,99,,20623564
1741,Lithuania,EURO,1990,,,0,3696034
1742,Lithuania,EURO,1991,,,,3697453
1743,Lithuania,EURO,1992,,,,3688100
1744,Lithuania,EURO,1993,,,,3670647
1745,Lithuania,EURO,1994,,,,3649134
1746,Lithuania,EURO,1995,,,,3626602
1747,Lithuania,EURO,1996,,,,3603745
1748,Lithuania,EURO,1997,,,,3579904
1749,Lithuania,EURO,1998,,,,3555133
1750,Lithuania,EURO,1999,,,,3529178
1751,Lithuania,EURO,2000,,,,3501835
1752,Lithuania,EURO,2001,,,,3473617
1753,Lithuania,EURO,2002,,,,3444754
1754,Lithuania,EURO,2003,,,,3414352
1755,Lithuania,EURO,2004,,,,3381118
1756,Lithuania,EURO,2005,,,,3344252
1757,Lithuania,EURO,2006,,,,3303671
1758,Lithuania,EURO,2007,,,,3260091
1759,Lithuania,EURO,2008,0,,,3214627
1760,Lithuania,EURO,2009,0,,,3168772
1761,Lithuania,EURO,2010,0,,,3123803
1762,Lithuania,EURO,2011,1,,,3079881
1763,Lithuania,EURO,2012,0,,,3037246
1764,Lithuania,EURO,2013,1,,,2997334
1765,Lithuania,EURO,2014,3,,,2961846
2002,Mongolia,WPRO,1990,,,0,2184145
2003,Mongolia,WPRO,1991,0,,,2217918
2004,Mongolia,WPRO,1992,0,,,2243502
2005,Mongolia,WPRO,1993,0,,,2263200
2006,Mongolia,WPRO,1994,0,,,2280496
2007,Mongolia,WPRO,1995,0,,,2298039
2008,Mongolia,WPRO,1996,0,,,2316567
2009,Mongolia,WPRO,1997,0,,,2335695
2010,Mongolia,WPRO,1998,0,,,2355590
2011,Mongolia,WPRO,1999,0,,,2376162
2012,Mongolia,WPRO,2000,0,,,2397436
2013,Mongolia,WPRO,2001,0,,,2419776
2014,Mongolia,WPRO,2002,0,,,2443659
2015,Mongolia,WPRO,2003,0,,,2469286
2016,Mongolia,WPRO,2004,0,0,,2496832
2017,Mongolia,WPRO,2005,0,0,,2526446
2018,Mongolia,WPRO,2006,0,0,,2558012
2019,Mongolia,WPRO,2007,0,0,,2591670
2020,Mongolia,WPRO,2008,0,0,,2628131
2021,Mongolia,WPRO,2009,0,0,,2668289
2022,Mongolia,WPRO,2010,0,0,,2712650
2023,Mongolia,WPRO,2011,0,0,,2761516
2024,Mongolia,WPRO,2012,0,0,,2814226
2025,Mongolia,WPRO,2013,,,,2869107
2026,Mongolia,WPRO,2014,0,,,2923896
1712,Latvia,EURO,1990,,,0,2664432
1713,Latvia,EURO,1991,,,,2649152
1714,Latvia,EURO,1992,,,,2620246
1715,Latvia,EURO,1993,,,,2582650
1716,Latvia,EURO,1994,,,,2543622
1717,Latvia,EURO,1995,,,,2508473
1718,Latvia,EURO,1996,,,,2478825
1719,Latvia,EURO,1997,,,,2453302
1720,Latvia,EURO,1998,,,,2430547
1721,Latvia,EURO,1999,,,,2408090
1722,Latvia,EURO,2000,,,,2384163
1723,Latvia,EURO,2001,,,,2358677
1724,Latvia,EURO,2002,,,,2332492
1725,Latvia,EURO,2003,,,,2305775
1726,Latvia,EURO,2004,,,,2278855
1727,Latvia,EURO,2005,,,,2251983
1728,Latvia,EURO,2006,,,,2225223
1729,Latvia,EURO,2007,,,,2198518
1730,Latvia,EURO,2008,0,,,2171881
1731,Latvia,EURO,2009,0,,,2145309
1732,Latvia,EURO,2010,8,,,2118848
1733,Latvia,EURO,2011,2,,,2092493
1734,Latvia,EURO,2012,7,,,2066374
1735,Latvia,EURO,2013,7,,,2040784
1736,Latvia,EURO,2014,1,,,2016125
2176,Netherlands Antilles,PAHO,1990,4137,,0,
2177,Netherlands Antilles,PAHO,1991,1885,,,
2178,Netherlands Antilles,PAHO,1992,5495,,,
2179,Netherlands Antilles,PAHO,1993,20469,,,
2180,Netherlands Antilles,PAHO,1994,,,,
2181,Netherlands Antilles,PAHO,1995,,,,
2182,Netherlands Antilles,PAHO,1996,,,,
2183,Netherlands Antilles,PAHO,1997,,,,
2184,Netherlands Antilles,PAHO,1998,,,,
2185,Netherlands Antilles,PAHO,1999,,,,
2186,Netherlands Antilles,PAHO,2000,,,,
2187,Netherlands Antilles,PAHO,2001,,,,
2188,Netherlands Antilles,PAHO,2002,,,,
2189,Netherlands Antilles,PAHO,2003,,,,
2190,Netherlands Antilles,PAHO,2004,0,0,,
2191,Netherlands Antilles,PAHO,2005,265,0,,
2192,Netherlands Antilles,PAHO,2006,0,0,,
2193,Netherlands Antilles,PAHO,2007,0,0,,
2194,Netherlands Antilles,PAHO,2008,1030,0,,
2195,Netherlands Antilles,PAHO,2009,1698,1,,
2196,Netherlands Antilles,PAHO,2010,2450,1,,
2197,Netherlands Antilles,PAHO,2011,939,0,,
2198,Netherlands Antilles,PAHO,2012,253,0,,
2199,Netherlands Antilles,PAHO,2013,3095,2,,
2200,Netherlands Antilles,PAHO,2014,404,0,,
3363,Vanuatu,WPRO,1990,52,,0,146634
3364,Vanuatu,WPRO,1991,74,3,,150778
3365,Vanuatu,WPRO,1992,113,,,155243
3366,Vanuatu,WPRO,1993,52,,,159814
3367,Vanuatu,WPRO,1994,138,,,164208
3368,Vanuatu,WPRO,1995,100,,,168235
3369,Vanuatu,WPRO,1996,19,,,171801
3370,Vanuatu,WPRO,1997,0,,,174999
3371,Vanuatu,WPRO,1998,131,0,,178078
3372,Vanuatu,WPRO,1999,110,,,181345
3373,Vanuatu,WPRO,2000,0,,0,185063
3374,Vanuatu,WPRO,2001,0,,,189290
3375,Vanuatu,WPRO,2002,0,,,193956
3376,Vanuatu,WPRO,2003,1,0,,198964
3377,Vanuatu,WPRO,2004,26,0,,204143
3378,Vanuatu,WPRO,2005,2,0,0,209370
3379,Vanuatu,WPRO,2006,168,0,,214634
3380,Vanuatu,WPRO,2007,82,0,,219953
3381,Vanuatu,WPRO,2008,96,0,,225340
3382,Vanuatu,WPRO,2009,45,0,,230785
3383,Vanuatu,WPRO,2010,192,0,0,236295
3384,Vanuatu,WPRO,2011,33,0,,241871
3385,Vanuatu,WPRO,2012,0,0,,247485
3386,Vanuatu,WPRO,2013,,,,253142
3387,Vanuatu,WPRO,2014,,,,258850
1799,Malaysia,WPRO,1990,4880,,0,18038321
1800,Malaysia,WPRO,1991,6628,39,,18529454
1801,Malaysia,WPRO,1992,5473,24,,19012724
1802,Malaysia,WPRO,1993,5615,23,,19494967
1803,Malaysia,WPRO,1994,3133,13,,19986894
1804,Malaysia,WPRO,1995,6543,28,,20495597
1805,Malaysia,WPRO,1996,14255,30,,21023321
1806,Malaysia,WPRO,1997,19544,52,,21565325
1807,Malaysia,WPRO,1998,27381,82,,22113464
1808,Malaysia,WPRO,1999,10146,37,,22656286
1809,Malaysia,WPRO,2000,7118,45,8600,23185608
1810,Malaysia,WPRO,2001,16368,50,,23698907
1811,Malaysia,WPRO,2002,32767,57,,24198811
1812,Malaysia,WPRO,2003,31545,21,,24688703
1813,Malaysia,WPRO,2004,33895,0,,25174109
1814,Malaysia,WPRO,2005,39686,0,14000,25659393
1815,Malaysia,WPRO,2006,38556,89,,26143566
1816,Malaysia,WPRO,2007,48846,98,,26625845
1817,Malaysia,WPRO,2008,49335,112,,27111069
1818,Malaysia,WPRO,2009,41486,88,,27605383
1819,Malaysia,WPRO,2010,46171,134,14300,28112289
1820,Malaysia,WPRO,2011,19884,36,,28635128
1821,Malaysia,WPRO,2012,19029,0,,29170456
1822,Malaysia,WPRO,2013,36021,74,,29706724
1823,Malaysia,WPRO,2014,103610,199,,30228017
610,Chile,PAHO,1990,0,0,0,13242132
611,Chile,PAHO,1991,0,0,,13457244
612,Chile,PAHO,1992,0,0,,13671033
613,Chile,PAHO,1993,0,0,,13882668
614,Chile,PAHO,1994,0,0,,14091389
615,Chile,PAHO,1995,0,0,,14296613
616,Chile,PAHO,1996,0,0,,14497826
617,Chile,PAHO,1997,0,0,,14694835
618,Chile,PAHO,1998,0,0,,14887756
619,Chile,PAHO,1999,0,0,,15076952
620,Chile,PAHO,2000,0,0,0,15262754
621,Chile,PAHO,2001,0,0,,15444969
622,Chile,PAHO,2002,636,0,,15623635
623,Chile,PAHO,2003,0,0,,15799542
624,Chile,PAHO,2004,0,0,,15973778
625,Chile,PAHO,2005,0,0,0,16147064
626,Chile,PAHO,2006,3,0,,16319792
627,Chile,PAHO,2007,28,0,,16491687
628,Chile,PAHO,2008,25,0,,16661942
629,Chile,PAHO,2009,51,0,,16829442
630,Chile,PAHO,2010,23,0,0,16993354
631,Chile,PAHO,2011,1,0,,17153357
632,Chile,PAHO,2012,34,0,,17309746
633,Chile,PAHO,2013,44,0,,17462982
634,Chile,PAHO,2014,30,0,,17613798
320,Belize,PAHO,1990,2,0,0,187552
321,Belize,PAHO,1991,0,0,,191126
322,Belize,PAHO,1992,0,0,,194317
323,Belize,PAHO,1993,0,0,,197616
324,Belize,PAHO,1994,0,0,,201674
325,Belize,PAHO,1995,107,0,,206963
326,Belize,PAHO,1996,0,0,,213676
327,Belize,PAHO,1997,210,0,,221606
328,Belize,PAHO,1998,17,0,,230284
329,Belize,PAHO,1999,3,0,,239026
330,Belize,PAHO,2000,4,1,0,247315
331,Belize,PAHO,2001,3,0,,254984
332,Belize,PAHO,2002,41,0,,262206
333,Belize,PAHO,2003,0,0,,269130
334,Belize,PAHO,2004,2,0,,276089
335,Belize,PAHO,2005,380,0,0,283277
336,Belize,PAHO,2006,9,0,,290747
337,Belize,PAHO,2007,40,0,,298407
338,Belize,PAHO,2008,23,0,,306165
339,Belize,PAHO,2009,1457,0,,313929
340,Belize,PAHO,2010,2178,3,100,321608
341,Belize,PAHO,2011,469,0,,329192
342,Belize,PAHO,2012,1948,0,,336701
343,Belize,PAHO,2013,2690,0,,344181
344,Belize,PAHO,2014,5026,0,,351694
523,Cambodia,WPRO,1990,7247,,0,8973342
524,Cambodia,WPRO,1991,1882,136,,9286976
525,Cambodia,WPRO,1992,4809,172,,9621504
526,Cambodia,WPRO,1993,3913,169,,9968275
527,Cambodia,WPRO,1994,1498,82,,10315376
528,Cambodia,WPRO,1995,10428,424,,10653558
529,Cambodia,WPRO,1996,14333,73,,10980273
530,Cambodia,WPRO,1997,4224,177,,11295880
531,Cambodia,WPRO,1998,16216,475,,11597739
532,Cambodia,WPRO,1999,1530,37,,11883636
533,Cambodia,WPRO,2000,3148,73,6800,12152354
534,Cambodia,WPRO,2001,10266,195,,12402473
535,Cambodia,WPRO,2002,12441,153,,12634729
536,Cambodia,WPRO,2003,12081,188,,12853124
537,Cambodia,WPRO,2004,9983,0,,13063377
538,Cambodia,WPRO,2005,9040,0,9400,13270201
539,Cambodia,WPRO,2006,16669,158,,13474489
540,Cambodia,WPRO,2007,39851,407,,13676693
541,Cambodia,WPRO,2008,9542,65,,13880509
542,Cambodia,WPRO,2009,11699,38,,14090208
543,Cambodia,WPRO,2010,12500,38,10200,14308740
544,Cambodia,WPRO,2011,15980,73,,14537886
545,Cambodia,WPRO,2012,40164,0,,14776866
546,Cambodia,WPRO,2013,16722,53,,15022692
547,Cambodia,WPRO,2014,3724,21,,15270790
1103,French Guiana,PAHO,1990,29,0,0,115784
1104,French Guiana,PAHO,1991,269,3,,120681
1105,French Guiana,PAHO,1992,569,2,,125083
1106,French Guiana,PAHO,1993,178,0,,129163
1107,French Guiana,PAHO,1994,164,0,,133189
1108,French Guiana,PAHO,1995,896,0,,137400
1109,French Guiana,PAHO,1996,364,0,,141767
1110,French Guiana,PAHO,1997,851,0,,146273
1111,French Guiana,PAHO,1998,534,0,,151170
1112,French Guiana,PAHO,1999,88,0,,156735
1113,French Guiana,PAHO,2000,182,0,,163165
1114,French Guiana,PAHO,2001,2830,0,,170596
1115,French Guiana,PAHO,2002,280,20,,178904
1116,French Guiana,PAHO,2003,2178,0,,187619
1117,French Guiana,PAHO,2004,3147,0,,196079
1118,French Guiana,PAHO,2005,4365,0,,203826
1119,French Guiana,PAHO,2006,15930,4,,210673
1120,French Guiana,PAHO,2007,661,0,,216785
1121,French Guiana,PAHO,2008,460,0,,222452
1122,French Guiana,PAHO,2009,11330,2,,228134
1123,French Guiana,PAHO,2010,10462,1,,234181
1124,French Guiana,PAHO,2011,667,0,,240654
1125,French Guiana,PAHO,2012,1372,0,,247463
1126,French Guiana,PAHO,2013,16263,6,,254503
1127,French Guiana,PAHO,2014,1180,0,,261623
