Original_Index,Country,WHO_Region,Year,Cases,Deaths,DALY_2015_GHE,Population_1000s
745,Costa Rica,PAHO,2009,6946,0,,4488263
746,Costa Rica,PAHO,2010,31773,0,400,4545280
747,Costa Rica,PAHO,2011,13854,0,,4600474
748,Costa Rica,PAHO,2012,22243,0,,4654122
749,Costa Rica,PAHO,2013,49868,1,,4706401
750,Costa Rica,PAHO,2014,11140,0,,4757575
349,Bermuda,PAHO,1990,0,0,0,60930
350,Bermuda,PAHO,1991,0,0,,61312
351,Bermuda,PAHO,1992,0,0,,61677
352,Bermuda,PAHO,1993,0,0,,62034
353,Bermuda,PAHO,1994,0,0,,62381
354,Bermuda,PAHO,1995,0,0,,62696
355,Bermuda,PAHO,1996,0,0,,62986
356,Bermuda,PAHO,1997,0,0,,63259
357,Bermuda,PAHO,1998,0,0,,63511
358,Bermuda,PAHO,1999,3,0,,63767
359,Bermuda,PAHO,2000,0,0,,64028
360,Bermuda,PAHO,2001,0,0,,64323
361,Bermuda,PAHO,2002,0,0,,64610
362,Bermuda,PAHO,2003,0,0,,64870
363,Bermuda,PAHO,2004,0,0,,65065
364,Bermuda,PAHO,2005,2,0,,65130
365,Bermuda,PAHO,2006,2,0,,65063
366,Bermuda,PAHO,2007,0,0,,64892
367,Bermuda,PAHO,2008,0,0,,64625
368,Bermuda,PAHO,2009,0,0,,64303
369,Bermuda,PAHO,2010,2,0,,63956
370,Bermuda,PAHO,2011,1,0,,63581
371,Bermuda,PAHO,2012,0,0,,63179
372,Bermuda,PAHO,2013,1,0,,62771
373,Bermuda,PAHO,2014,1,0,,62382
88,Argentina,PAHO,1990,0,0,0,32729739
89,Argentina,PAHO,1991,0,0,,33193918
90,Argentina,PAHO,1992,0,0,,33655151
91,Argentina,PAHO,1993,0,0,,34110917
92,Argentina,PAHO,1994,0,0,,34558115
93,Argentina,PAHO,1995,0,0,,34994814
94,Argentina,PAHO,1996,0,0,,35419682
95,Argentina,PAHO,1997,0,0,,35833969
96,Argentina,PAHO,1998,822,0,,36241590
97,Argentina,PAHO,1999,3,0,,36648068
98,Argentina,PAHO,2000,1700,0,0,37057452
99,Argentina,PAHO,2001,11,0,,37471509
100,Argentina,PAHO,2002,214,0,,37889370
101,Argentina,PAHO,2003,135,0,,38309379
102,Argentina,PAHO,2004,3284,0,,38728696
103,Argentina,PAHO,2005,34,0,0,39145488
104,Argentina,PAHO,2006,181,0,,39558890
105,Argentina,PAHO,2007,173,0,,39970224
106,Argentina,PAHO,2008,40,0,,40382389
107,Argentina,PAHO,2009,26612,5,,40799407
108,Argentina,PAHO,2010,1185,0,200,41223889
109,Argentina,PAHO,2011,213,0,,41656879
110,Argentina,PAHO,2012,2803,0,,42096739
111,Argentina,PAHO,2013,9294,0,,42539925
112,Argentina,PAHO,2014,3270,0,,42981515
1,American Samoa,WPRO,1990,,,0,47038
2,American Samoa,WPRO,1991,0,,,48375
3,American Samoa,WPRO,1992,0,,,49593
4,American Samoa,WPRO,1993,0,,,50720
5,American Samoa,WPRO,1994,246,0,,51803
6,American Samoa,WPRO,1995,246,,,52868
7,American Samoa,WPRO,1996,49,,,53929
8,American Samoa,WPRO,1997,0,,,54941
9,American Samoa,WPRO,1998,205,,,55901
10,American Samoa,WPRO,1999,1,,,56770
11,American Samoa,WPRO,2000,0,,,57521
12,American Samoa,WPRO,2001,500,2,,58175
13,American Samoa,WPRO,2002,1185,0,,58731
14,American Samoa,WPRO,2003,0,,,59117
15,American Samoa,WPRO,2004,0,0,,59264
16,American Samoa,WPRO,2005,0,0,,59118
17,American Samoa,WPRO,2006,1,0,,58650
18,American Samoa,WPRO,2007,126,0,,57903
19,American Samoa,WPRO,2008,649,0,,57030
20,American Samoa,WPRO,2009,419,0,,56227
21,American Samoa,WPRO,2010,51,0,,55637
22,American Samoa,WPRO,2011,0,0,,55320
23,American Samoa,WPRO,2012,0,0,,55230
24,American Samoa,WPRO,2013,,,,55307
25,American Samoa,WPRO,2014,,,,55437
146,Australia,WPRO,1990,,,0,17041431
147,Australia,WPRO,1991,46,,,17271874
148,Australia,WPRO,1992,366,,,17485948
149,Australia,WPRO,1993,690,,,17687479
150,Australia,WPRO,1994,18,,,17882737
151,Australia,WPRO,1995,34,0,,18076743
152,Australia,WPRO,1996,45,,,18271685
153,Australia,WPRO,1997,209,,,18467588
154,Australia,WPRO,1998,558,0,,18665045
155,Australia,WPRO,1999,185,,,18864112
156,Australia,WPRO,2000,232,,200,19065837
157,Australia,WPRO,2001,179,,,19268533
158,Australia,WPRO,2002,224,0,,19475191
159,Australia,WPRO,2003,868,0,,19696972
160,Australia,WPRO,2004,352,0,,19948429
161,Australia,WPRO,2005,219,0,0,20238903
162,Australia,WPRO,2006,2210,0,,20573606
163,Australia,WPRO,2007,316,0,,20946664
164,Australia,WPRO,2008,563,0,,21342493
165,Australia,WPRO,2009,1401,0,,21739040
166,Australia,WPRO,2010,1171,0,100,22120064
167,Australia,WPRO,2011,820,0,,22479799
168,Australia,WPRO,2012,1396,0,,22821849
169,Australia,WPRO,2013,1634,0,,23150729
170,Australia,WPRO,2014,1434,0,,23474668
436,Brazil,PAHO,1990,40916,8,0,149352145
437,Brazil,PAHO,1991,97397,0,,151976577
438,Brazil,PAHO,1992,3501,0,,154564278
439,Brazil,PAHO,1993,6915,0,,157132682
440,Brazil,PAHO,1994,54453,11,,159705123
441,Brazil,PAHO,1995,124887,2,,162296612
442,Brazil,PAHO,1996,175751,2,,164913306
443,Brazil,PAHO,1997,254942,5,,167545164
444,Brazil,PAHO,1998,535178,10,,170170640
445,Brazil,PAHO,1999,204131,3,,172759243
446,Brazil,PAHO,2000,231412,3,9100,175287587
447,Brazil,PAHO,2001,411709,29,,177750670
448,Brazil,PAHO,2002,780644,145,,180151021
449,Brazil,PAHO,2003,340476,38,,182482149
450,Brazil,PAHO,2004,112928,3,,184738458
451,Brazil,PAHO,2005,203789,43,8700,186917361
452,Brazil,PAHO,2006,346550,67,,189012412
453,Brazil,PAHO,2007,559954,158,,191026637
454,Brazil,PAHO,2008,734384,212,,192979029
455,Brazil,PAHO,2009,528883,298,,194895996
456,Brazil,PAHO,2010,1004392,673,51500,196796269
457,Brazil,PAHO,2011,764032,482,,198686688
458,Brazil,PAHO,2012,593093,284,,200560983
459,Brazil,PAHO,2013,1468873,545,,202408632
460,Brazil,PAHO,2014,591080,410,,204213133
2435,Papua New Guinea,WPRO,1990,,,0,4313059
2436,Papua New Guinea,WPRO,1991,475,,,4423007
2437,Papua New Guinea,WPRO,1992,0,,,4535520
2438,Papua New Guinea,WPRO,1993,0,,,4651169
2439,Papua New Guinea,WPRO,1994,0,,,4770606
2440,Papua New Guinea,WPRO,1995,0,,,4894276
2441,Papua New Guinea,WPRO,1996,0,,,5022437
2442,Papua New Guinea,WPRO,1997,0,,,5154910
2443,Papua New Guinea,WPRO,1998,0,,,5291178
2444,Papua New Guinea,WPRO,1999,0,,,5430479
2445,Papua New Guinea,WPRO,2000,0,,600,5572222
2446,Papua New Guinea,WPRO,2001,0,0,,5716152
2447,Papua New Guinea,WPRO,2002,22,,,5862316
2448,Papua New Guinea,WPRO,2003,0,,,6010724
2449,Papua New Guinea,WPRO,2004,0,0,,6161517
2450,Papua New Guinea,WPRO,2005,0,0,500,6314709
2451,Papua New Guinea,WPRO,2006,0,0,,6470272
2452,Papua New Guinea,WPRO,2007,0,0,,6627922
2453,Papua New Guinea,WPRO,2008,0,0,,6787187
2454,Papua New Guinea,WPRO,2009,28,0,,6947447
2455,Papua New Guinea,WPRO,2010,0,0,400,7108239
2456,Papua New Guinea,WPRO,2011,0,0,,7269348
2457,Papua New Guinea,WPRO,2012,0,0,,7430836
2458,Papua New Guinea,WPRO,2013,,,,7592865
2459,Papua New Guinea,WPRO,2014,,,,7755785
3247,United Kingdom of Great Britain and Northern Ireland,EURO,1990,,,0,57183331
3248,United Kingdom of Great Britain and Northern Ireland,EURO,1991,,,,57339447
3249,United Kingdom of Great Britain and Northern Ireland,EURO,1992,,,,57494538
3250,United Kingdom of Great Britain and Northern Ireland,EURO,1993,,,,57650473
3251,United Kingdom of Great Britain and Northern Ireland,EURO,1994,,,,57810771
3252,United Kingdom of Great Britain and Northern Ireland,EURO,1995,,,,57978321
3253,United Kingdom of Great Britain and Northern Ireland,EURO,1996,,,,58156745
3254,United Kingdom of Great Britain and Northern Ireland,EURO,1997,,,,58346673
3255,United Kingdom of Great Britain and Northern Ireland,EURO,1998,,,,58544938
3256,United Kingdom of Great Britain and Northern Ireland,EURO,1999,,,,58746728
3257,United Kingdom of Great Britain and Northern Ireland,EURO,2000,,,,58950848
3258,United Kingdom of Great Britain and Northern Ireland,EURO,2001,,,,59149343
3259,United Kingdom of Great Britain and Northern Ireland,EURO,2002,,,,59348953
3260,United Kingdom of Great Britain and Northern Ireland,EURO,2003,,,,59580222
3261,United Kingdom of Great Britain and Northern Ireland,EURO,2004,,,,59884128
3262,United Kingdom of Great Britain and Northern Ireland,EURO,2005,,,,60286754
3263,United Kingdom of Great Britain and Northern Ireland,EURO,2006,,,,60802801
3264,United Kingdom of Great Britain and Northern Ireland,EURO,2007,,,,61414660
3265,United Kingdom of Great Britain and Northern Ireland,EURO,2008,2,,,62076221
3266,United Kingdom of Great Britain and Northern Ireland,EURO,2009,3,,,62722607
3267,United Kingdom of Great Britain and Northern Ireland,EURO,2010,3,,,63306843
3268,United Kingdom of Great Britain and Northern Ireland,EURO,2011,12,,,63811882
3269,United Kingdom of Great Britain and Northern Ireland,EURO,2012,0,,,64250330
3270,United Kingdom of Great Britain and Northern Ireland,EURO,2013,571,,,64641110
3271,United Kingdom of Great Britain and Northern Ireland,EURO,2014,376,,,65015686
1016,Fiji,WPRO,1990,1461,,0,728628
1017,Fiji,WPRO,1991,65,,,735473
1018,Fiji,WPRO,1992,358,,,744531
1019,Fiji,WPRO,1993,39,,,755026
1020,Fiji,WPRO,1994,0,,,765667
1021,Fiji,WPRO,1995,31,,,775498
1022,Fiji,WPRO,1996,2,,,784476
1023,Fiji,WPRO,1997,0,,,792860
1024,Fiji,WPRO,1998,24780,13,,800315
1025,Fiji,WPRO,1999,430,,,806494
1026,Fiji,WPRO,2000,14,0,2300,811223
1027,Fiji,WPRO,2001,3,0,,814218
1028,Fiji,WPRO,2002,0,,,815691
1029,Fiji,WPRO,2003,16,,,816628
1030,Fiji,WPRO,2004,2,0,,818354
1031,Fiji,WPRO,2005,0,0,100,821817
1032,Fiji,WPRO,2006,25,0,,827411
1033,Fiji,WPRO,2007,100,0,,834812
1034,Fiji,WPRO,2008,2014,0,,843340
1035,Fiji,WPRO,2009,374,0,,851967
1036,Fiji,WPRO,2010,8,0,200,859950
1037,Fiji,WPRO,2011,245,0,,867086
1038,Fiji,WPRO,2012,0,0,,873596
1039,Fiji,WPRO,2013,,,,879715
1040,Fiji,WPRO,2014,,,,885806
697,Cook Islands,WPRO,1990,5,,0,18356
698,Cook Islands,WPRO,1991,1776,,,18528
699,Cook Islands,WPRO,1992,5,,,18714
700,Cook Islands,WPRO,1993,0,,,18869
701,Cook Islands,WPRO,1994,1,0,,18963
702,Cook Islands,WPRO,1995,786,,,18956
703,Cook Islands,WPRO,1996,2,,,18815
704,Cook Islands,WPRO,1997,1652,0,,18569
705,Cook Islands,WPRO,1998,0,0,,18295
706,Cook Islands,WPRO,1999,0,,,18124
707,Cook Islands,WPRO,2000,0,,,18122
708,Cook Islands,WPRO,2001,21,,,18322
709,Cook Islands,WPRO,2002,2256,,,18702
710,Cook Islands,WPRO,2003,1,,,19148
711,Cook Islands,WPRO,2004,4,0,,19522
712,Cook Islands,WPRO,2005,0,0,,19710
713,Cook Islands,WPRO,2006,468,0,,19696
714,Cook Islands,WPRO,2007,1424,0,,19511
715,Cook Islands,WPRO,2008,11,0,,19212
716,Cook Islands,WPRO,2009,170,0,,18868
717,Cook Islands,WPRO,2010,0,0,,18545
718,Cook Islands,WPRO,2011,0,0,,18257
719,Cook Islands,WPRO,2012,0,0,,17996
720,Cook Islands,WPRO,2013,,,,17767
721,Cook Islands,WPRO,2014,946,,,17588
1161,Germany,EURO,1990,,,0,79118326
1162,Germany,EURO,1991,,,,79564454
1163,Germany,EURO,1992,,,,80046157
1164,Germany,EURO,1993,,,,80520088
1165,Germany,EURO,1994,,,,80931041
1166,Germany,EURO,1995,,,,81240604
1167,Germany,EURO,1996,,,,81426337
1168,Germany,EURO,1997,,,,81499866
1169,Germany,EURO,1998,,,,81499232
1170,Germany,EURO,1999,,,,81481612
1171,Germany,EURO,2000,,,,81487757
1172,Germany,EURO,2001,,,,81535848
1173,Germany,EURO,2002,,,,81611868
1174,Germany,EURO,2003,,,,81686495
1175,Germany,EURO,2004,,,,81715659
1176,Germany,EURO,2005,,,,81671234
1177,Germany,EURO,2006,,,,81540353
1178,Germany,EURO,2007,,,,81344457
1179,Germany,EURO,2008,272,,,81130944
1180,Germany,EURO,2009,296,,,80965612
1181,Germany,EURO,2010,595,,,80894785
1182,Germany,EURO,2011,288,,,80933980
1183,Germany,EURO,2012,616,,,81066228
1184,Germany,EURO,2013,872,,,81265139
1185,Germany,EURO,2014,620,,,81489660
1277,Guam,WPRO,1990,,,0,130482
1278,Guam,WPRO,1991,0,,,133558
1279,Guam,WPRO,1992,0,,,136692
1280,Guam,WPRO,1993,0,,,139818
1281,Guam,WPRO,1994,0,,,142802
1282,Guam,WPRO,1995,0,,,145561
1283,Guam,WPRO,1996,0,,,148060
1284,Guam,WPRO,1997,1,,,150303
1285,Guam,WPRO,1998,2,0,,152277
1286,Guam,WPRO,1999,1,,,153953
1287,Guam,WPRO,2000,2,,,155329
1288,Guam,WPRO,2001,0,,,156401
1289,Guam,WPRO,2002,0,,,157175
1290,Guam,WPRO,2003,1,,,157714
1291,Guam,WPRO,2004,1,0,,158099
1292,Guam,WPRO,2005,0,0,,158402
1293,Guam,WPRO,2006,3,0,,158648
1294,Guam,WPRO,2007,1,0,,158855
1295,Guam,WPRO,2008,0,0,,159035
1296,Guam,WPRO,2009,0,0,,159231
1297,Guam,WPRO,2010,3,0,,159444
1298,Guam,WPRO,2011,0,0,,159678
1299,Guam,WPRO,2012,0,0,,159973
1300,Guam,WPRO,2013,,,,160375
1301,Guam,WPRO,2014,,,,160967
1683,Lao People's Democratic Republic,WPRO,1990,60,,0,4258472
1684,Lao People's Democratic Republic,WPRO,1991,249,,,4380073
1685,Lao People's Democratic Republic,WPRO,1992,265,,,4502363
1686,Lao People's Democratic Republic,WPRO,1993,343,4,,4623280
1687,Lao People's Democratic Republic,WPRO,1994,2585,15,,4740380
1688,Lao People's Democratic Republic,WPRO,1995,7781,31,,4851923
1689,Lao People's Democratic Republic,WPRO,1996,8197,24,,4957180
1690,Lao People's Democratic Republic,WPRO,1997,3411,0,,5056519
1691,Lao People's Democratic Republic,WPRO,1998,7671,30,,5150763
1692,Lao People's Democratic Republic,WPRO,1999,2507,4,,5241284
1693,Lao People's Democratic Republic,WPRO,2000,1377,4,2100,5329304
1694,Lao People's Democratic Republic,WPRO,2001,3817,4,,5414568
1695,Lao People's Democratic Republic,WPRO,2002,9192,22,,5497273
1696,Lao People's Democratic Republic,WPRO,2003,17633,65,,5579656
1697,Lao People's Democratic Republic,WPRO,2004,3414,0,,5664605
1698,Lao People's Democratic Republic,WPRO,2005,5471,0,3000,5754026
1699,Lao People's Democratic Republic,WPRO,2006,6356,6,,5849356
1700,Lao People's Democratic Republic,WPRO,2007,4943,4,,5949787
1701,Lao People's Democratic Republic,WPRO,2008,4149,21,,6052190
1702,Lao People's Democratic Republic,WPRO,2009,7214,12,,6152036
1703,Lao People's Democratic Republic,WPRO,2010,22929,46,6200,6246274
1704,Lao People's Democratic Republic,WPRO,2011,3905,7,,6333487
1705,Lao People's Democratic Republic,WPRO,2012,8651,0,,6415169
1706,Lao People's Democratic Republic,WPRO,2013,,,,6494557
1707,Lao People's Democratic Republic,WPRO,2014,,,,6576397
2089,Nauru,WPRO,1990,,,0,9155
2090,Nauru,WPRO,1991,0,,,9348
2091,Nauru,WPRO,1992,0,,,9546
2092,Nauru,WPRO,1993,0,,,9719
2093,Nauru,WPRO,1994,0,,,9857
2094,Nauru,WPRO,1995,0,,,9969
2095,Nauru,WPRO,1996,0,,,10029
2096,Nauru,WPRO,1997,0,,,10057
2097,Nauru,WPRO,1998,0,,,10046
2098,Nauru,WPRO,1999,0,,,10040
2099,Nauru,WPRO,2000,0,,,10037
2100,Nauru,WPRO,2001,0,,,10052
2101,Nauru,WPRO,2002,0,,,10080
2102,Nauru,WPRO,2003,233,0,,10106
2103,Nauru,WPRO,2004,0,0,,10126
2104,Nauru,WPRO,2005,0,0,,10114
2105,Nauru,WPRO,2006,0,0,,10071
2106,Nauru,WPRO,2007,0,0,,10002
2107,Nauru,WPRO,2008,2,0,,9947
2108,Nauru,WPRO,2009,0,0,,9945
2109,Nauru,WPRO,2010,0,0,,10025
2110,Nauru,WPRO,2011,0,0,,10208
2111,Nauru,WPRO,2012,0,0,,10478
2112,Nauru,WPRO,2013,,,,10790
2113,Nauru,WPRO,2014,,,,11070
2928,Spain,EURO,1990,,,0,39306102
2929,Spain,EURO,1991,,,,39403200
2930,Spain,EURO,1992,,,,39515511
2931,Spain,EURO,1993,,,,39638635
2932,Spain,EURO,1994,,,,39764562
2933,Spain,EURO,1995,,,,39890498
2934,Spain,EURO,1996,,,,40009324
2935,Spain,EURO,1997,,,,40131560
2936,Spain,EURO,1998,,,,40292642
2937,Spain,EURO,1999,,,,40539723
2938,Spain,EURO,2000,,,,40903711
2939,Spain,EURO,2001,,,,41392103
2940,Spain,EURO,2002,,,,41985520
2941,Spain,EURO,2003,,,,42653406
2942,Spain,EURO,2004,,,,43351668
2943,Spain,EURO,2005,,,,44042632
2944,Spain,EURO,2006,,,,44725532
2945,Spain,EURO,2007,,,,45393858
2946,Spain,EURO,2008,0,,,45997806
2947,Spain,EURO,2009,4,,,46476072
2948,Spain,EURO,2010,0,,,46788630
2949,Spain,EURO,2011,0,,,46909138
2950,Spain,EURO,2012,0,,,46857404
2951,Spain,EURO,2013,0,,,46697553
2952,Spain,EURO,2014,0,,,46521827
639,China,WPRO,1990,376,,0,1172445200
640,China,WPRO,1991,902,3,,1189183522
641,China,WPRO,1992,46095,0,,1204003901
642,China,WPRO,1993,359,0,,1217129133
643,China,WPRO,1994,17,0,,1228991932
644,China,WPRO,1995,6114,0,,1239940004
645,China,WPRO,1996,13,,,1249981441
646,China,WPRO,1997,647,0,,1259066974
647,China,WPRO,1998,76,,,1267441503
648,China,WPRO,1999,1306,0,,1275406699
649,China,WPRO,2000,405,0,8300,1283198970
650,China,WPRO,2001,375,1,,1290937649
651,China,WPRO,2002,1606,,,1298646577
652,China,WPRO,2003,93,,,1306343911
653,China,WPRO,2004,247,0,,1314007478
654,China,WPRO,2005,40,0,10000,1321623490
655,China,WPRO,2006,1044,0,,1329209094
656,China,WPRO,2007,539,0,,1336800506
657,China,WPRO,2008,202,0,,1344415227
658,China,WPRO,2009,153,0,,1352068091
659,China,WPRO,2010,202,0,7200,1359755102
660,China,WPRO,2011,124,0,,1367480264
661,China,WPRO,2012,0,0,,1375198619
662,China,WPRO,2013,,,,1382793212
663,China,WPRO,2014,45171,6,,1390110388
3421,Viet Nam,WPRO,1990,37569,,0,68209605
3422,Viet Nam,WPRO,1991,111817,347,,69670902
3423,Viet Nam,WPRO,1992,51311,206,,71130448
3424,Viet Nam,WPRO,1993,53674,160,,72560427
3425,Viet Nam,WPRO,1994,44944,115,,73925082
3426,Viet Nam,WPRO,1995,80447,222,,75198977
3427,Viet Nam,WPRO,1996,89963,205,,76372719
3428,Viet Nam,WPRO,1997,108000,245,,77453335
3429,Viet Nam,WPRO,1998,234920,383,,78452897
3430,Viet Nam,WPRO,1999,36996,66,,79391374
3431,Viet Nam,WPRO,2000,24116,52,22200,80285562
3432,Viet Nam,WPRO,2001,42878,64,,81139919
3433,Viet Nam,WPRO,2002,31754,52,,81956496
3434,Viet Nam,WPRO,2003,47731,72,,82747662
3435,Viet Nam,WPRO,2004,78692,0,,83527678
3436,Viet Nam,WPRO,2005,60982,0,24000,84308843
3437,Viet Nam,WPRO,2006,77780,53,,85094617
3438,Viet Nam,WPRO,2007,104393,88,,85889590
3439,Viet Nam,WPRO,2008,96451,97,,86707801
3440,Viet Nam,WPRO,2009,105370,87,,87565407
3441,Viet Nam,WPRO,2010,128831,55,28500,88472512
3442,Viet Nam,WPRO,2011,69680,61,,89436644
3443,Viet Nam,WPRO,2012,69023,0,,90451881
3444,Viet Nam,WPRO,2013,52913,53,,91497725
3445,Viet Nam,WPRO,2014,31848,17,,92544915
813,Czech Republic,EURO,1990,,,0,10341169
814,Czech Republic,EURO,1991,,,,10346750
815,Czech Republic,EURO,1992,,,,10353318
816,Czech Republic,EURO,1993,,,,10358972
817,Czech Republic,EURO,1994,,,,10361242
818,Czech Republic,EURO,1995,,,,10358456
819,Czech Republic,EURO,1996,,,,10350570
820,Czech Republic,EURO,1997,,,,10338593
821,Czech Republic,EURO,1998,,,,10323488
822,Czech Republic,EURO,1999,,,,10306645
823,Czech Republic,EURO,2000,,,,10289594
824,Czech Republic,EURO,2001,,,,10271204
825,Czech Republic,EURO,2002,,,,10252439
826,Czech Republic,EURO,2003,,,,10239277
827,Czech Republic,EURO,2004,,,,10239536
828,Czech Republic,EURO,2005,,,,10258176
829,Czech Republic,EURO,2006,,,,10298288
830,Czech Republic,EURO,2007,,,,10356586
831,Czech Republic,EURO,2008,0,,,10423794
832,Czech Republic,EURO,2009,0,,,10486845
833,Czech Republic,EURO,2010,0,,,10536286
834,Czech Republic,EURO,2011,0,,,10568715
835,Czech Republic,EURO,2012,0,,,10586755
836,Czech Republic,EURO,2013,0,,,10594481
837,Czech Republic,EURO,2014,0,,,10598526
378,Bhutan,SEARO,1990,0,0,0,537280
379,Bhutan,SEARO,1991,0,0,,537284
380,Bhutan,SEARO,1992,0,0,,531525
381,Bhutan,SEARO,1993,0,0,,523117
382,Bhutan,SEARO,1994,0,0,,516503
383,Bhutan,SEARO,1995,0,0,,514877
384,Bhutan,SEARO,1996,0,0,,519282
385,Bhutan,SEARO,1997,0,0,,528754
386,Bhutan,SEARO,1998,0,0,,542155
387,Bhutan,SEARO,1999,0,0,,557543
388,Bhutan,SEARO,2000,0,0,0,573416
389,Bhutan,SEARO,2001,0,0,,589600
390,Bhutan,SEARO,2002,0,0,,606399
391,Bhutan,SEARO,2003,0,0,,623434
392,Bhutan,SEARO,2004,2651,0,,640282
393,Bhutan,SEARO,2005,11,0,0,656639
394,Bhutan,SEARO,2006,480,1,,672228
395,Bhutan,SEARO,2007,120,5,,686958
396,Bhutan,SEARO,2008,73,5,,700950
397,Bhutan,SEARO,2009,351,8,,714458
398,Bhutan,SEARO,2010,887,4,100,727641
399,Bhutan,SEARO,2011,712,1,,740510
400,Bhutan,SEARO,2012,1101,0,,752967
401,Bhutan,SEARO,2013,111,0,,764961
402,Bhutan,SEARO,2014,0,0,,776448
2754,Saint Vincent and the Grenadines,PAHO,1990,9,0,0,107505
2755,Saint Vincent and the Grenadines,PAHO,1991,1,0,,107814
2756,Saint Vincent and the Grenadines,PAHO,1992,7,0,,108003
2757,Saint Vincent and the Grenadines,PAHO,1993,7,0,,108092
2758,Saint Vincent and the Grenadines,PAHO,1994,2,0,,108129
2759,Saint Vincent and the Grenadines,PAHO,1995,224,0,,108122
2760,Saint Vincent and the Grenadines,PAHO,1996,190,0,,108075
2761,Saint Vincent and the Grenadines,PAHO,1997,3,0,,108004
2762,Saint Vincent and the Grenadines,PAHO,1998,112,0,,107922
2763,Saint Vincent and the Grenadines,PAHO,1999,8,0,,107880
2764,Saint Vincent and the Grenadines,PAHO,2000,5,0,0,107898
2765,Saint Vincent and the Grenadines,PAHO,2001,3,0,,107988
2766,Saint Vincent and the Grenadines,PAHO,2002,121,0,,108146
2767,Saint Vincent and the Grenadines,PAHO,2003,3,0,,108350
2768,Saint Vincent and the Grenadines,PAHO,2004,4,0,,108559
2769,Saint Vincent and the Grenadines,PAHO,2005,8,0,0,108744
2770,Saint Vincent and the Grenadines,PAHO,2006,5,0,,108907
2771,Saint Vincent and the Grenadines,PAHO,2007,2,0,,109047
2772,Saint Vincent and the Grenadines,PAHO,2008,6,0,,109165
2773,Saint Vincent and the Grenadines,PAHO,2009,10,0,,109253
2774,Saint Vincent and the Grenadines,PAHO,2010,216,0,0,109315
2775,Saint Vincent and the Grenadines,PAHO,2011,47,0,,109341
2776,Saint Vincent and the Grenadines,PAHO,2012,193,0,,109328
2777,Saint Vincent and the Grenadines,PAHO,2013,127,0,,109320
2778,Saint Vincent and the Grenadines,PAHO,2014,117,0,,109357
291,Belgium,EURO,1990,,,0,10006544
292,Belgium,EURO,1991,,,,10039445
293,Belgium,EURO,1992,,,,10078101
294,Belgium,EURO,1993,,,,10118674
295,Belgium,EURO,1994,,,,10155919
296,Belgium,EURO,1995,,,,10186305
297,Belgium,EURO,1996,,,,10208275
298,Belgium,EURO,1997,,,,10223789
299,Belgium,EURO,1998,,,,10237299
300,Belgium,EURO,1999,,,,10255160
301,Belgium,EURO,2000,,,,10282033
302,Belgium,EURO,2001,,,,10319019
303,Belgium,EURO,2002,,,,10364885
304,Belgium,EURO,2003,,,,10419032
305,Belgium,EURO,2004,,,,10480117
306,Belgium,EURO,2005,,,,10546886
307,Belgium,EURO,2006,,,,10619567
308,Belgium,EURO,2007,,,,10697835
309,Belgium,EURO,2008,0,,,10779173
310,Belgium,EURO,2009,0,,,10860290
311,Belgium,EURO,2010,0,,,10938739
312,Belgium,EURO,2011,0,,,11013083
313,Belgium,EURO,2012,0,,,11083550
314,Belgium,EURO,2013,139,,,11151512
315,Belgium,EURO,2014,94,,,11219161
233,Bangladesh,SEARO,1990,0,0,0,106188642
234,Bangladesh,SEARO,1991,0,0,,108727432
235,Bangladesh,SEARO,1992,0,0,,111221938
236,Bangladesh,SEARO,1993,0,0,,113695139
237,Bangladesh,SEARO,1994,0,0,,116182267
238,Bangladesh,SEARO,1995,0,0,,118706871
239,Bangladesh,SEARO,1996,0,0,,121269645
240,Bangladesh,SEARO,1997,0,0,,123854640
241,Bangladesh,SEARO,1998,0,0,,126447965
242,Bangladesh,SEARO,1999,273,4,,129029691
243,Bangladesh,SEARO,2000,5555,93,30500,131581243
244,Bangladesh,SEARO,2001,2430,44,,134107160
245,Bangladesh,SEARO,2002,6232,58,,136600667
246,Bangladesh,SEARO,2003,486,10,,139019001
247,Bangladesh,SEARO,2004,3934,13,,141307489
248,Bangladesh,SEARO,2005,1048,4,16100,143431101
249,Bangladesh,SEARO,2006,2200,11,,145368004
250,Bangladesh,SEARO,2007,466,1,,147139191
251,Bangladesh,SEARO,2008,1181,0,,148805814
252,Bangladesh,SEARO,2009,474,0,,150454708
253,Bangladesh,SEARO,2010,409,0,9600,152149102
254,Bangladesh,SEARO,2011,1362,6,,153911916
255,Bangladesh,SEARO,2012,671,1,,155727053
256,Bangladesh,SEARO,2013,1949,2,,157571292
257,Bangladesh,SEARO,2014,375,0,,159405279
3392,Venezuela (Bolivarian Republic of),PAHO,1990,10962,52,0,19861956
3393,Venezuela (Bolivarian Republic of),PAHO,1991,6559,26,,20332079
3394,Venezuela (Bolivarian Republic of),PAHO,1992,3356,12,,20799075
3395,Venezuela (Bolivarian Republic of),PAHO,1993,9059,20,,21263443
3396,Venezuela (Bolivarian Republic of),PAHO,1994,15046,14,,21726352
3397,Venezuela (Bolivarian Republic of),PAHO,1995,32280,43,,22188667
3398,Venezuela (Bolivarian Republic of),PAHO,1996,9180,13,,22650102
3399,Venezuela (Bolivarian Republic of),PAHO,1997,33654,43,,23110178
3400,Venezuela (Bolivarian Republic of),PAHO,1998,37586,34,,23569454
