date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
2022-05-01,May-22,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,1464,460,4,1,0.00068306,0.00273224,1.73E-05,0.003799831,0.00074493,0.00698072
2022-05-01,May-22,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Brazil,BRA,480319,261656,304,200,0.00041639,0.000632913,0.000360688,0.000478255,0.000563777,0.000708183
2022-05-01,May-22,AMR,Region of the Americas,British Virgin Islands,VGB,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Colombia,COL,6023,2908,83,2,0.00033206,0.013780508,4.02E-05,0.001198996,0.010990642,0.017054741
2022-05-01,May-22,AMR,Region of the Americas,Costa Rica,CRI,582,36,0,0,0,0,0,0.006318236,0,0.006318236
2022-05-01,May-22,AMR,Region of the Americas,Cuba,CUB,450,,0,0,0,0,0,0.008164002,0,0.008164002
2022-05-01,May-22,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Dominica,DMA,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Dominican Republic,DOM,511,,11,2,0.003913894,0.021526419,0.000474343,0.014066238,0.01079373,0.038189724
2022-05-01,May-22,AMR,Region of the Americas,Ecuador,ECU,2395,2395,15,2,0.000835073,0.006263048,0.000101147,0.003013283,0.003509492,0.010308938
2022-05-01,May-22,AMR,Region of the Americas,El Salvador,SLV,2072,46,4,0,0,0.001930502,0,0.001778763,0.000526239,0.004935411
2022-05-01,May-22,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Grenada,GRD,36,0,0,0,0,0,0,0.097393756,0,0.097393756
2022-05-01,May-22,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Guatemala,GTM,652,199,6,3,0.004601227,0.009202454,0.000949891,0.013387381,0.003384413,0.019921597
2022-05-01,May-22,AMR,Region of the Americas,Guyana,GUY,1148,431,0,0,0,0,0,0.003208152,0,0.003208152
2022-05-01,May-22,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Honduras,HND,1608,,28,2,0.001243781,0.017412935,0.000150663,0.004485672,0.011601161,0.025068822
2022-05-01,May-22,AMR,Region of the Americas,Jamaica,JAM,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Mexico,MEX,2634,312,13,1,0.000379651,0.004935459,9.61E-06,0.002113444,0.002630462,0.008424998
2022-05-01,May-22,AMR,Region of the Americas,Montserrat,MSR,2,0,0,0,0,0,0,0.841886117,0,0.841886117
2022-05-01,May-22,AMR,Region of the Americas,Nicaragua,NIC,3346,31,0,0,0,0,0,0.001101867,0,0.001101867
2022-05-01,May-22,AMR,Region of the Americas,Panama,PAN,344,295,2,0,0,0.005813953,0,0.010666195,0.000704874,0.020843113
2022-05-01,May-22,AMR,Region of the Americas,Paraguay,PRY,29,65,1,0,0,0.034482759,0,0.119444869,0.000872647,0.177644295
2022-05-01,May-22,AMR,Region of the Americas,Peru,PER,10578,8061,31,13,0.001228966,0.002930611,0.00065453,0.002100652,0.00199205,0.004157211
2022-05-01,May-22,AMR,Region of the Americas,Puerto Rico,PRI,25,15,-5,0,0,,0,0.137185172,,
2022-05-01,May-22,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Saint Lucia,LCA,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
2022-05-01,May-22,AMR,Region of the Americas,Suriname,SUR,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,Trinidad and Tobago,TTO,2,0,0,0,0,0,0,0.841886117,0,0.841886117
2022-05-01,May-22,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,United States Virgin Islands,VIR,0,0,0,0,,,0,1,0,1
2022-05-01,May-22,AMR,Region of the Americas,United States of America,USA,13,13,0,0,0,0,0,0.247052638,0,0.247052638
2022-05-01,May-22,AMR,Region of the Americas,Uruguay,URY,5,1,0,0,0,0,0,0.52182375,0,0.52182375
2022-05-01,May-22,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,430,38,1,0,0,0.002325581,0,0.008542097,5.89E-05,0.01288864
2022-05-01,May-22,SEAR,South-East Asia Region,Bangladesh,BGD,131,,,0,0,,0,0.027766605,,
2022-05-01,May-22,SEAR,South-East Asia Region,Maldives,MDV,212,,,,,,,,,
2022-05-01,May-22,SEAR,South-East Asia Region,Nepal,NPL,15,,,,,,,,,
2022-05-01,May-22,SEAR,South-East Asia Region,Sri Lanka,LKA,5695,,,,,,,,,
2022-05-01,May-22,SEAR,South-East Asia Region,Thailand,THA,2293,,,1,0.00043611,,1.10E-05,0.002427428,,
2022-06-01,Jun-22,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Argentina,ARG,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Aruba,ABW,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Barbados,BRB,32,0,,0,0,,0,0.108881161,,
2022-06-01,Jun-22,AMR,Region of the Americas,Belize,BLZ,594,21,0,0,0,0,0,0.006190991,0,0.006190991
2022-06-01,Jun-22,AMR,Region of the Americas,Bermuda,BMU,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,967,178,8,0,0,0.008273009,0,0.0038075,0.003578269,0.016235744
2022-06-01,Jun-22,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Brazil,BRA,272735,114559,131,78,0.000285992,0.00048032,0.000226071,0.000356918,0.000401609,0.000569941
2022-06-01,Jun-22,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Colombia,COL,7417,4859,162,6,0.000808952,0.021841715,0.000296927,0.001759911,0.018636814,0.025429638
2022-06-01,Jun-22,AMR,Region of the Americas,Costa Rica,CRI,1037,29,0,0,0,0,0,0.003550941,0,0.003550941
2022-06-01,Jun-22,AMR,Region of the Americas,Cuba,CUB,2586,3036,18,1,0.000386698,0.006960557,9.79E-06,0.002152638,0.004130331,0.010978452
2022-06-01,Jun-22,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Dominica,DMA,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Dominican Republic,DOM,838,,27,4,0.00477327,0.03221957,0.001302041,0.012176017,0.021338103,0.046533249
2022-06-01,Jun-22,AMR,Region of the Americas,Ecuador,ECU,2105,2105,25,3,0.001425178,0.011876485,0.000294002,0.004159273,0.007700176,0.017482411
2022-06-01,Jun-22,AMR,Region of the Americas,El Salvador,SLV,2949,7,-1,0,0,,0,0.00125011,,
2022-06-01,Jun-22,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Grenada,GRD,14,0,0,0,0,0,0,0.231635762,0,0.231635762
2022-06-01,Jun-22,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Guatemala,GTM,1333,423,3,3,0.002250563,0.002250563,0.000464361,0.006562884,0.000464361,0.006562884
2022-06-01,Jun-22,AMR,Region of the Americas,Guyana,GUY,1887,793,0,0,0,0,0,0.001952982,0,0.001952982
2022-06-01,Jun-22,AMR,Region of the Americas,Haiti,HTI,1807,1,0,0,0,0,0,0.002039356,0,0.002039356
2022-06-01,Jun-22,AMR,Region of the Americas,Honduras,HND,4297,,80,1,0.000232721,0.01861764,5.89E-06,0.001295946,0.01478953,0.023118349
2022-06-01,Jun-22,AMR,Region of the Americas,Jamaica,JAM,27,0,0,0,0,0,0,0.127702868,0,0.127702868
2022-06-01,Jun-22,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Mexico,MEX,5116,827,19,0,0,0.003713839,0,0.000720788,0.002237409,0.00579357
2022-06-01,Jun-22,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Nicaragua,NIC,7566,180,3,0,0,0.000396511,0,0.000487441,8.18E-05,0.001158331
2022-06-01,Jun-22,AMR,Region of the Americas,Panama,PAN,1437,1184,3,0,0,0.002087683,0,0.002563778,0.000430737,0.006088862
2022-06-01,Jun-22,AMR,Region of the Americas,Paraguay,PRY,62,9,1,0,0,0.016129032,0,0.057762634,0.000408268,0.086621012
2022-06-01,Jun-22,AMR,Region of the Americas,Peru,PER,6267,4109,14,4,0.000638264,0.002233924,0.000173932,0.001633396,0.001221828,0.003745307
2022-06-01,Jun-22,AMR,Region of the Americas,Puerto Rico,PRI,15,13,0,0,0,0,0,0.218019361,0,0.218019361
2022-06-01,Jun-22,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Saint Lucia,LCA,2,2,0,0,0,0,0,0.841886117,0,0.841886117
2022-06-01,Jun-22,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Suriname,SUR,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
2022-06-01,Jun-22,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,United States Virgin Islands,VIR,0,0,0,0,,,0,1,0,1
2022-06-01,Jun-22,AMR,Region of the Americas,United States of America,USA,29,29,0,0,0,0,0,0.119444869,0,0.119444869
2022-06-01,Jun-22,AMR,Region of the Americas,Uruguay,URY,4,3,0,0,0,0,0,0.602364636,0,0.602364636
2022-06-01,Jun-22,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,821,292,2,1,0.001218027,0.002436054,3.08E-05,0.006767546,0.000295154,0.008771907
2022-06-01,Jun-22,SEAR,South-East Asia Region,Bangladesh,BGD,882,,,1,0.001133787,,2.87E-05,0.006300709,,
2022-06-01,Jun-22,SEAR,South-East Asia Region,Maldives,MDV,302,,,,,,,,,
2022-06-01,Jun-22,SEAR,South-East Asia Region,Nepal,NPL,87,,,,,,,,,
2022-06-01,Jun-22,SEAR,South-East Asia Region,Sri Lanka,LKA,13254,,,,,,,,,
2022-06-01,Jun-22,SEAR,South-East Asia Region,Thailand,THA,6232,,,3,0.000481386,,9.93E-05,0.001406164,,
2022-07-01,Jul-22,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Argentina,ARG,82,82,0,0,0,0,0,0.043989454,0,0.043989454
2022-07-01,Jul-22,AMR,Region of the Americas,Aruba,ABW,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Barbados,BRB,50,0,,0,0,,0,0.071121736,,
2022-07-01,Jul-22,AMR,Region of the Americas,Belize,BLZ,468,27,0,0,0,0,0,0.007851238,0,0.007851238
2022-07-01,Jul-22,AMR,Region of the Americas,Bermuda,BMU,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,765,66,3,2,0.002614379,0.003921569,0.00031677,0.009411841,0.000809453,0.011417359
2022-07-01,Jul-22,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Brazil,BRA,110984,40008,39,24,0.000216247,0.000351402,0.000138559,0.000321742,0.000249893,0.000480347
2022-07-01,Jul-22,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Colombia,COL,6541,4179,129,3,0.000458645,0.019721755,9.46E-05,0.001339766,0.016491205,0.023389865
2022-07-01,Jul-22,AMR,Region of the Americas,Costa Rica,CRI,1078,42,0,0,0,0,0,0.003416118,0,0.003416118
2022-07-01,Jul-22,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Dominica,DMA,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Dominican Republic,DOM,832,,17,4,0.004807692,0.020432692,0.001311441,0.012263495,0.011946751,0.032513677
2022-07-01,Jul-22,AMR,Region of the Americas,Ecuador,ECU,1171,1171,8,1,0.000853971,0.006831768,2.16E-05,0.004748744,0.002953951,0.013416714
2022-07-01,Jul-22,AMR,Region of the Americas,El Salvador,SLV,1577,5,2,0,0,0.001268231,0,0.002336442,0.000153626,0.004573703
2022-07-01,Jul-22,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Grenada,GRD,21,9,0,0,0,0,0,0.161097615,0,0.161097615
2022-07-01,Jul-22,AMR,Region of the Americas,Guadeloupe,GLP,240,0,0,0,0,0,0,0.01525281,0,0.01525281
2022-07-01,Jul-22,AMR,Region of the Americas,Guatemala,GTM,1035,257,4,3,0.002898551,0.003864734,0.00059815,0.008447223,0.001053983,0.009865452
2022-07-01,Jul-22,AMR,Region of the Americas,Guyana,GUY,1331,534,0,0,0,0,0,0.002767673,0,0.002767673
2022-07-01,Jul-22,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Honduras,HND,3647,,60,0,0,0.016451878,0,0.001010972,0.012577385,0.021126679
2022-07-01,Jul-22,AMR,Region of the Americas,Jamaica,JAM,4,0,0,0,0,0,0,0.602364636,0,0.602364636
2022-07-01,Jul-22,AMR,Region of the Americas,Martinique,MTQ,220,9,0,0,0,0,0,0.01662784,0,0.01662784
2022-07-01,Jul-22,AMR,Region of the Americas,Mexico,MEX,4441,740,23,3,0.000675524,0.005179014,0.000139331,0.001972885,0.003285798,0.007760988
2022-07-01,Jul-22,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Nicaragua,NIC,8586,566,0,0,0,0,0,0.000429547,0,0.000429547
2022-07-01,Jul-22,AMR,Region of the Americas,Panama,PAN,1747,1448,2,0,0,0.00114482,0,0.002109323,0.000138673,0.004129303
2022-07-01,Jul-22,AMR,Region of the Americas,Paraguay,PRY,54,7,2,0,0,0.037037037,0,0.066031514,0.004517256,0.127471772
2022-07-01,Jul-22,AMR,Region of the Americas,Peru,PER,2729,1664,7,3,0.001099304,0.002565042,0.00022676,0.003209239,0.001031883,0.005277782
2022-07-01,Jul-22,AMR,Region of the Americas,Puerto Rico,PRI,17,17,3,0,0,0.176470588,0,0.195064323,0.037985068,0.434317873
2022-07-01,Jul-22,AMR,Region of the Americas,Saint Barthélemy,BLM,87,1,0,0,0,0,0,0.041514566,0,0.041514566
2022-07-01,Jul-22,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Saint Lucia,LCA,5,5,0,0,0,0,0,0.52182375,0,0.52182375
2022-07-01,Jul-22,AMR,Region of the Americas,Saint Martin (French part),MAF,25,0,0,0,0,0,0,0.137185172,0,0.137185172
2022-07-01,Jul-22,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Suriname,SUR,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
2022-07-01,Jul-22,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,United States Virgin Islands,VIR,0,0,0,0,,,0,1,0,1
2022-07-01,Jul-22,AMR,Region of the Americas,United States of America,USA,86,86,0,0,0,0,0,0.041987015,0,0.041987015
2022-07-01,Jul-22,AMR,Region of the Americas,Uruguay,URY,6,6,0,0,0,0,0,0.459258126,0,0.459258126
2022-07-01,Jul-22,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,761,174,1,0,0,0.00131406,0,0.004835681,3.33E-05,0.007299522
2022-07-01,Jul-22,SEAR,South-East Asia Region,Bangladesh,BGD,1458,,,9,0.00617284,,0.002826385,0.011685497,,
2022-07-01,Jul-22,SEAR,South-East Asia Region,Maldives,MDV,361,,,,,,,,,
2022-07-01,Jul-22,SEAR,South-East Asia Region,Nepal,NPL,378,,,,,,,,,
2022-07-01,Jul-22,SEAR,South-East Asia Region,Sri Lanka,LKA,10082,,,,,,,,,
2022-07-01,Jul-22,SEAR,South-East Asia Region,Thailand,THA,7348,,,5,0.000680457,,0.000220978,0.00158724,,
2022-08-01,Aug-22,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Argentina,ARG,1,1,0,0,0,0,0,0.975,0,0.975
2022-08-01,Aug-22,AMR,Region of the Americas,Aruba,ABW,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Barbados,BRB,31,0,,0,0,,0,0.112188747,,
2022-08-01,Aug-22,AMR,Region of the Americas,Belize,BLZ,548,26,0,0,0,0,0,0.006708926,0,0.006708926
2022-08-01,Aug-22,AMR,Region of the Americas,Bermuda,BMU,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,572,69,5,0,0,0.008741259,0,0.006428339,0.002844181,0.020280503
2022-08-01,Aug-22,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Brazil,BRA,89408,28663,38,16,0.000178955,0.000425018,0.000102292,0.000290595,0.000300785,0.000583324
2022-08-01,Aug-22,AMR,Region of the Americas,British Virgin Islands,VGB,10,10,0,0,0,0,0,0.308497108,0,0.308497108
2022-08-01,Aug-22,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Colombia,COL,7039,5644,154,7,0.000994459,0.021878108,0.000399915,0.002047886,0.018588854,0.025571182
2022-08-01,Aug-22,AMR,Region of the Americas,Costa Rica,CRI,1435,95,0,0,0,0,0,0.002567346,0,0.002567346
2022-08-01,Aug-22,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Dominica,DMA,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Dominican Republic,DOM,1237,,25,8,0.006467259,0.020210186,0.002796116,0.012703117,0.013120623,0.02969043
2022-08-01,Aug-22,AMR,Region of the Americas,Ecuador,ECU,894,894,8,-2,,0.008948546,,,0.003871037,0.017555711
2022-08-01,Aug-22,AMR,Region of the Americas,El Salvador,SLV,2551,6,2,0,0,0.000784006,0,0.001445007,9.50E-05,0.002829202
2022-08-01,Aug-22,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Grenada,GRD,36,0,0,0,0,0,0,0.097393756,0,0.097393756
2022-08-01,Aug-22,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Guatemala,GTM,1197,303,3,2,0.001670844,0.002506266,0.000202411,0.006022504,0.000517151,0.007306746
2022-08-01,Aug-22,AMR,Region of the Americas,Guyana,GUY,853,185,0,0,0,0,0,0.004315257,0,0.004315257
2022-08-01,Aug-22,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Honduras,HND,3889,,72,2,0.000514271,0.018513757,6.23E-05,0.001856476,0.014513352,0.02325888
2022-08-01,Aug-22,AMR,Region of the Americas,Jamaica,JAM,13,0,0,0,0,0,0,0.247052638,0,0.247052638
2022-08-01,Aug-22,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Mexico,MEX,7039,1439,52,0,0,0.007387413,0,0.000523926,0.005522052,0.009676456
2022-08-01,Aug-22,AMR,Region of the Americas,Montserrat,MSR,1,0,0,0,0,0,0,0.975,0,0.975
2022-08-01,Aug-22,AMR,Region of the Americas,Nicaragua,NIC,16758,595,2,0,0,0.000119346,0,0.000220102,1.45E-05,0.000431052
2022-08-01,Aug-22,AMR,Region of the Americas,Panama,PAN,2358,1854,3,0,0,0.001272265,0,0.001563187,0.000262448,0.003713553
2022-08-01,Aug-22,AMR,Region of the Americas,Paraguay,PRY,50,2,2,0,0,0.04,0,0.071121736,0.004881433,0.137137626
2022-08-01,Aug-22,AMR,Region of the Americas,Peru,PER,2601,1786,21,7,0.002691273,0.008073818,0.001082695,0.005537141,0.005004567,0.012315339
2022-08-01,Aug-22,AMR,Region of the Americas,Puerto Rico,PRI,79,61,2,0,0,0.025316456,0,0.045621253,0.003080781,0.088476993
2022-08-01,Aug-22,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Saint Lucia,LCA,3,3,0,0,0,0,0,0.707598226,0,0.707598226
2022-08-01,Aug-22,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
2022-08-01,Aug-22,AMR,Region of the Americas,Suriname,SUR,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,Trinidad and Tobago,TTO,9,1,0,0,0,0,0,0.336267117,0,0.336267117
2022-08-01,Aug-22,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,United States Virgin Islands,VIR,0,0,0,0,,,0,1,0,1
2022-08-01,Aug-22,AMR,Region of the Americas,United States of America,USA,198,198,5,0,0,0.025252525,0,0.018458226,0.008249155,0.057944075
2022-08-01,Aug-22,AMR,Region of the Americas,Uruguay,URY,12,0,0,0,0,0,0,0.264648469,0,0.264648469
2022-08-01,Aug-22,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,1095,230,1,2,0.001826484,0.000913242,0.000221272,0.006582166,2.31E-05,0.00507765
2022-08-01,Aug-22,SEAR,South-East Asia Region,Bangladesh,BGD,2832,,,9,0.003177966,,0.001454166,0.00602416,,
2022-08-01,Aug-22,SEAR,South-East Asia Region,Maldives,MDV,250,,,,,,,,,
2022-08-01,Aug-22,SEAR,South-East Asia Region,Nepal,NPL,1845,,,,,,,,,
2022-08-01,Aug-22,SEAR,South-East Asia Region,Sri Lanka,LKA,6295,,,,,,,,,
2022-08-01,Aug-22,SEAR,South-East Asia Region,Thailand,THA,6543,,,7,0.001069846,,0.000430238,0.002203041,,
2022-09-01,Sep-22,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
2022-09-01,Sep-22,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
2022-09-01,Sep-22,AMR,Region of the Americas,Argentina,ARG,0,0,0,0,,,0,1,0,1
2022-09-01,Sep-22,AMR,Region of the Americas,Aruba,ABW,0,0,0,0,,,0,1,0,1
2022-09-01,Sep-22,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2022-09-01,Sep-22,AMR,Region of the Americas,Barbados,BRB,42,0,,0,0,,0,0.084083855,,
2022-09-01,Sep-22,AMR,Region of the Americas,Belize,BLZ,431,37,0,0,0,0,0,0.008522362,0,0.008522362
2022-09-01,Sep-22,AMR,Region of the Americas,Bermuda,BMU,0,0,0,0,,,0,1,0,1
2022-09-01,Sep-22,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,520,57,1,1,0.001923077,0.001923077,4.87E-05,0.010667718,4.87E-05,0.010667718
2022-09-01,Sep-22,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
